time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
41.112,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,1.1,-3.8,3.7,-0.03,-0.1,-0.17,0.2,-0.1,0.3,0,0,0,
41.12,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,0.8,-3.6,3.5,-0.03,-0.09,-0.16,0.1,-0.1,0.3,0,0,0,
41.124,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,0.3,-3.6,3.9,-0.02,-0.1,-0.17,0.1,-0.1,0.3,0,0,0,
41.128,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,0.3,-3.5,3.9,-0.02,-0.1,-0.16,0.2,-0.3,0.5,0,0,0,
41.131,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,0.7,-3.5,4.1,-0.02,-0.1,-0.16,0.3,-0.3,0.4,0,0,0,
41.136,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,0.9,-3.4,4.3,-0.02,-0.12,-0.16,0.3,-0.1,0.4,0,0,0,
41.14,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,1.3,-3.4,4.2,-0.02,-0.12,-0.16,0.3,0,0.3,0,0,0,
41.144,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,1.1,-3.6,4.2,-0.02,-0.11,-0.17,0.3,0,0.3,0,0,0,
41.147,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,1.2,-3.5,3.8,-0.02,-0.1,-0.17,0.3,-0.1,0.3,0,0,0,
41.151,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,1,-3.6,3.8,-0.02,-0.1,-0.17,0.2,-0.1,0.3,0,0,0,
41.156,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,1,-3.5,3.9,-0.02,-0.1,-0.17,0.2,-0.2,0.2,0,0,0,
41.16,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,1.3,-3.4,3.8,-0.02,-0.1,-0.16,0.3,-0.1,0.3,0,0,0,
41.164,399.253,87.003,-176.672,-135.522,-60.797,-52.4975,0.9,-3.2,4,-0.02,-0.1,-0.16,0.1,-0.2,0.3,0,0,0,
