time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
20.862,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.9,-2.6,0,-0.03,-0.05,-0.07,0.1,-0.2,0.3,0,0,0,
20.87,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.4,-2.5,0.1,-0.03,-0.06,-0.07,0.1,-0.2,0.3,0,0,0,
20.874,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.1,-2.6,0.1,-0.03,-0.05,-0.07,0.1,-0.2,0.3,0,0,0,
20.878,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.1,-2.6,0.3,-0.03,-0.06,-0.07,0.1,-0.2,0.3,0,0,0,
20.882,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.9,-2.6,0.2,-0.03,-0.05,-0.07,0.1,-0.2,0.3,0,0,0,
20.886,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.9,-2.5,0.3,-0.03,-0.05,-0.07,0,-0.3,0.3,0,0,0,
20.89,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.6,-2.5,0.2,-0.03,-0.05,-0.07,0.1,-0.3,0.2,0,0,0,
20.894,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.6,-2.5,0,-0.03,-0.04,-0.08,0,-0.3,0.3,0,0,0,
20.898,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.7,-2.6,0,-0.03,-0.04,-0.08,0,-0.2,0.3,0,0,0,
20.902,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.5,-2.5,0.2,-0.03,-0.05,-0.07,0,-0.2,0.3,0,0,0,
20.906,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.5,-2.7,0.2,-0.03,-0.05,-0.07,0.1,-0.3,0.4,0,0,0,
20.91,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.4,-2.7,0.1,-0.03,-0.04,-0.08,0.1,-0.3,0.4,0,0,0,
20.914,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.7,-2.7,0.1,-0.03,-0.04,-0.08,0,-0.3,0.3,0,0,0,
20.918,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.7,-2.6,0.2,-0.03,-0.05,-0.07,0,-0.3,0.3,0,0,0,
20.922,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.1,-2.7,0,-0.03,-0.05,-0.07,0,-0.4,0.3,0,0,0,
20.926,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.1,-2.7,0,-0.03,-0.04,-0.08,0,-0.2,0.3,0,0,0,
20.93,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.3,-2.8,-0.1,-0.03,-0.04,-0.08,0,-0.2,0.3,0,0,0,
20.934,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.1,-2.8,0,-0.03,-0.04,-0.08,0.1,-0.2,0.3,0,0,0,
20.938,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.7,-2.8,0,-0.03,-0.04,-0.08,0.1,-0.2,0.3,0,0,0,
20.942,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.8,-2.8,0,-0.03,-0.04,-0.08,0.1,-0.2,0.3,0,0,0,
20.946,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.6,-2.8,0,-0.03,-0.04,-0.08,0.1,-0.3,0.4,0,0,0,
20.95,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.3,-2.8,0.1,-0.03,-0.04,-0.08,0.1,-0.3,0.4,0,0,0,
20.955,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.5,-2.7,0.2,-0.03,-0.04,-0.08,0.1,-0.3,0.4,0,0,0,
20.958,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.5,-2.7,0.1,-0.03,-0.04,-0.08,0,-0.3,0.3,0,0,0,
20.962,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.8,-2.6,0,-0.03,-0.04,-0.07,0,-0.3,0.3,0,0,0,
20.966,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.6,-2.7,0,-0.03,-0.04,-0.08,0.1,-0.3,0.2,0,0,0,
20.97,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.7,-2.7,-0.1,-0.03,-0.04,-0.07,0.1,-0.2,0.2,0,0,0,
20.974,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.8,-2.8,-0.1,-0.03,-0.04,-0.08,0.1,-0.2,0.3,0,0,0,
20.978,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.7,-2.7,0,-0.03,-0.04,-0.08,0,-0.2,0.3,0,0,0,
20.982,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.9,-2.7,-0.2,-0.03,-0.04,-0.07,0.1,-0.3,0.4,0,0,0,
20.986,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.1,-2.9,-0.4,-0.03,-0.03,-0.08,0.1,-0.1,0.3,0,0,0,
20.99,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.1,-2.9,-0.4,-0.03,-0.03,-0.08,0.1,-0.1,0.3,0,0,0,
20.994,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.2,-2.9,-0.3,-0.03,-0.04,-0.08,0,-0.2,0.2,0,0,0,
20.998,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.2,-2.9,-0.2,-0.03,-0.04,-0.08,0.1,-0.2,0.2,0,0,0,
21.002,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3,-2.9,-0.3,-0.03,-0.04,-0.09,0,-0.2,0.2,0,0,0,
