time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
20.921,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-2.7,4,-0.03,-0.07,-0.15,0.1,0,0.1,0,0,0,
20.925,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-2.8,4.2,-0.03,-0.07,-0.16,0,0,0.2,0,0,0,
20.929,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.1,-2.9,4.1,-0.03,-0.07,-0.16,0.2,0,0.2,0,0,0,
20.933,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.2,-3.1,4,-0.03,-0.07,-0.16,0,0,0.2,0,0,0,
20.937,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-3,4.2,-0.03,-0.07,-0.16,0,-0.2,0.2,0,0,0,
20.941,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.1,-3,4.1,-0.03,-0.07,-0.16,0,-0.2,0.2,0,0,0,
20.945,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.3,-2.8,4.3,-0.03,-0.08,-0.15,0.1,0,0.1,0,0,0,
20.949,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-2.7,4.3,-0.03,-0.08,-0.15,0.1,0,0.2,0,0,0,
20.953,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-2.8,4.4,-0.03,-0.08,-0.15,0.2,-0.1,0.3,0,0,0,
20.957,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.1,-2.6,4.6,-0.02,-0.09,-0.14,0.1,0,0.2,0,0,0,
20.961,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-2.6,4.7,-0.02,-0.09,-0.15,0.1,0,0.2,0,0,0,
20.966,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-2.6,4.6,-0.02,-0.09,-0.14,0.1,0,0.2,0,0,0,
