time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
9.44,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.5,-3,3.9,-0.02,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
9.447,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,-0.2,-3.3,4.3,-0.02,-0.1,-0.17,0.2,-0.3,0.2,0,0,0,
9.451,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.1,-3.4,4.1,-0.02,-0.1,-0.17,0.1,-0.3,0.1,0,0,0,
9.455,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.2,-3.2,4,-0.02,-0.09,-0.16,0.1,-0.2,0.2,0,0,0,
9.459,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.1,-3.3,3.8,-0.02,-0.09,-0.16,0,-0.2,0.2,0,0,0,
9.463,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,-0.3,-3.3,4,-0.02,-0.09,-0.16,0,-0.3,0.1,0,0,0,
9.467,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,-0.3,-3.1,4.1,-0.02,-0.09,-0.16,0,-0.3,0.3,0,0,0,
9.471,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.2,-3.2,4,-0.02,-0.09,-0.16,0.1,-0.2,0.3,0,0,0,
9.475,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.3,-3.2,4,-0.01,-0.09,-0.16,0.1,-0.3,0.2,0,0,0,
9.479,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.1,-3.3,4.1,-0.02,-0.09,-0.16,0.1,-0.3,0.2,0,0,0,
9.483,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.1,-3,3.8,-0.02,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
9.487,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0,-2.9,3.9,-0.02,-0.09,-0.14,0,-0.3,0.1,0,0,0,
9.491,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,-0.5,-2.8,4.2,-0.02,-0.09,-0.14,0,-0.2,0.2,0,0,0,
9.495,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,-0.6,-2.9,4.3,-0.02,-0.09,-0.15,0,-0.3,0.1,0,0,0,
9.499,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,-0.3,-3,4.4,-0.02,-0.1,-0.15,0,-0.2,0.2,0,0,0,
9.503,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0,-3,4,-0.02,-0.09,-0.15,0,-0.1,0.2,0,0,0,
9.507,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.3,-3,3.7,-0.03,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
9.511,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,-0.1,-3.1,3.7,-0.03,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
9.515,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,-0.3,-3,3.9,-0.03,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
9.519,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,-0.1,-3.1,4,-0.03,-0.08,-0.15,0,-0.3,0.3,0,0,0,
9.523,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.4,-3.2,3.8,-0.03,-0.09,-0.16,0,-0.3,0.1,0,0,0,
9.527,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.4,-3.2,3.8,-0.02,-0.09,-0.16,0.1,-0.3,0.1,0,0,0,
9.531,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.6,-3.2,3.6,-0.03,-0.08,-0.15,0.1,-0.3,0.1,0,0,0,
9.535,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.3,-3.2,3.8,-0.03,-0.09,-0.16,0,-0.3,0.1,0,0,0,
9.539,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,-0.3,-3.4,4.2,-0.03,-0.09,-0.16,0,-0.2,0.2,0,0,0,
9.543,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,-0.3,-3.5,4.5,-0.02,-0.1,-0.17,0.1,-0.2,0.3,0,0,0,
9.547,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.1,-3.5,4.3,-0.03,-0.1,-0.17,0,-0.3,0.1,0,0,0,
9.551,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.5,-3.5,3.9,-0.02,-0.1,-0.17,0,-0.3,0.2,0,0,0,
9.555,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0.3,-3.4,3.8,-0.03,-0.09,-0.16,0.1,-0.2,0.1,0,0,0,
9.559,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,0,-3.2,3.9,-0.03,-0.09,-0.16,0.1,-0.2,0.2,0,0,0,
