time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
27.656,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.2,-2.9,3.8,-0.02,-0.09,-0.14,0,-0.2,0.2,0,0,0,
27.659,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.2,-3,3.8,-0.02,-0.09,-0.14,0.2,-0.2,0.3,0,0,0,
27.663,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.1,-2.9,4,-0.02,-0.09,-0.15,0.1,-0.2,0.3,0,0,0,
27.667,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.1,-2.9,3.8,-0.02,-0.08,-0.15,0.1,-0.1,0.3,0,0,0,
27.671,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.2,-2.9,3.7,-0.03,-0.08,-0.15,0.1,-0.3,0.2,0,0,0,
27.675,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.1,-3.1,3.8,-0.03,-0.08,-0.15,0.1,-0.3,0.2,0,0,0,
27.679,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.3,-3,3.7,-0.03,-0.08,-0.15,0.1,-0.1,0.1,0,0,0,
27.683,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.1,-3,3.6,-0.03,-0.08,-0.15,0,-0.2,0.2,0,0,0,
27.687,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.2,-3,3.8,-0.03,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
27.691,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.2,-3.1,4,-0.02,-0.08,-0.15,0.1,-0.1,0.3,0,0,0,
27.695,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-3.3,3.9,-0.03,-0.09,-0.16,0,-0.1,0.4,0,0,0,
27.699,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.2,-3.2,3.9,-0.02,-0.09,-0.16,0.1,-0.3,0.4,0,0,0,
27.703,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.1,-3.1,4,-0.02,-0.1,-0.15,0.1,-0.2,0.3,0,0,0,
27.707,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-3.2,3.9,-0.02,-0.09,-0.16,0.1,-0.2,0.3,0,0,0,
27.711,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.1,-3,3.8,-0.02,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
27.715,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.3,-3.1,3.8,-0.02,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
27.719,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.2,-3.1,4,-0.02,-0.1,-0.15,0.1,-0.1,0.3,0,0,0,
27.723,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.3,-3.1,3.9,-0.03,-0.09,-0.15,0,-0.1,0.2,0,0,0,
27.727,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.5,-3,3.9,-0.02,-0.09,-0.14,0,-0.1,0.1,0,0,0,
27.731,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.5,-3,3.7,-0.02,-0.09,-0.15,0,-0.1,0.1,0,0,0,
27.735,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.3,-3,3.7,-0.02,-0.08,-0.15,0,-0.2,0.2,0,0,0,
27.74,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.6,-3.1,3.5,-0.02,-0.08,-0.15,0.1,-0.1,0.1,0,0,0,
27.743,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,1,-3.1,3.6,-0.02,-0.09,-0.14,0.1,-0.1,0.3,0,0,0,
27.747,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.5,-3,3.4,-0.03,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
27.751,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.5,-3,3.4,-0.03,-0.08,-0.15,0.1,-0.3,0.3,0,0,0,
27.755,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.9,-3.1,3.5,-0.02,-0.09,-0.15,0.2,-0.2,0.3,0,0,0,
27.759,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.6,-3,3.5,-0.02,-0.08,-0.15,0.2,-0.2,0.3,0,0,0,
27.763,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.3,-3,3.6,-0.02,-0.08,-0.15,0.2,-0.1,0.3,0,0,0,
27.767,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.8,-2.9,3.3,-0.03,-0.08,-0.15,0.1,0,0.4,0,0,0,
27.771,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.9,-3,3.4,-0.03,-0.08,-0.15,0.1,-0.1,0.3,0,0,0,
27.775,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.5,-3,3.6,-0.02,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
27.779,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.5,-3,3.6,-0.03,-0.08,-0.15,0,-0.2,0.3,0,0,0,
27.783,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.8,-3,3.3,-0.03,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
27.787,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.6,-3,3.4,-0.03,-0.08,-0.15,0.1,-0.2,0.3,0,0,0,
27.791,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.3,-3,3.4,-0.03,-0.08,-0.15,0,-0.2,0.2,0,0,0,
