time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
16.917,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,8,-0.7,-2.3,0,-0.09,0,0,0,0.1,0,0,0
16.921,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.7,-0.8,-1.8,0,-0.09,0,0,0,0.2,0,0,0
16.925,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.5,-0.7,-2.5,0,-0.08,0,0.1,0,0.2,0,0,0
16.929,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.2,-0.7,-2,0,-0.08,0,0.2,0,0.2,0,0,0
16.933,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.6,-0.9,-2.3,0,-0.09,0,0.1,0,0.3,0,0,0
16.946,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6,-0.9,-2,0,-0.07,0,0,0,0.3,0,0,0
16.949,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.6,-0.8,-2.1,0,-0.08,0,0.1,0,0.2,0,0,0
16.953,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.5,-1,-2.1,0,-0.08,0,0,0,0.2,0,0,0
16.957,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.7,-0.8,-2.5,0,-0.08,0,0.1,0,0.2,0,0,0
16.961,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.2,-0.8,-1.8,0,-0.09,0,0.2,-0.2,0.3,0,0,0
16.965,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.1,-0.7,-2.4,0,-0.08,0,0.2,-0.2,0.2,0,0,0
16.969,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6,-0.7,-1.9,0,-0.08,0,0.2,-0.1,0.3,0,0,0
16.973,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.4,-0.9,-1.7,0,-0.09,0,0,0,0.2,0,0,0
16.977,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.5,-0.7,-2.1,0,-0.08,0,0.1,0,0.2,0,0,0
16.981,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.8,-0.7,-2.1,0,-0.09,0,0.1,0,0.2,0,0,0
16.985,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.7,-0.4,-2,0,-0.08,0.01,0.1,0,0.2,0,0,0
16.989,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.4,-0.5,-1.7,0,-0.09,0,0.1,0,0.2,0,0,0
16.993,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.8,-0.6,-1.9,-0.01,-0.08,0,0.1,-0.2,0.3,0,0,0
16.997,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.4,-0.8,-1.7,0,-0.09,0,0.1,-0.2,0.3,0,0,0
17.001,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.9,-0.4,-2.1,-0.01,-0.08,0,0.2,-0.1,0.3,0,0,0
17.005,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.3,-0.7,-1.9,0,-0.09,0,0.1,-0.2,0.3,0,0,0
17.009,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.4,-0.6,-2.3,-0.01,-0.08,0,0.1,-0.1,0.3,0,0,0
17.013,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.8,-0.6,-2.5,0,-0.07,0,0.1,0,0.2,0,0,0
17.017,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.1,-0.5,-2.1,-0.01,-0.08,0,0,0,0.2,0,0,0
17.021,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.6,-0.6,-1.5,0,-0.09,0,0.1,-0.1,0.3,0,0,0
17.025,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.4,-0.3,-2.1,0,-0.08,0.01,0.1,0,0.4,0,0,0
17.029,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.8,-0.3,-1.4,0,-0.09,0.01,0.1,0,0.3,0,0,0
17.033,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.6,-0.3,-2.3,0,-0.08,0.01,0.2,-0.1,0.3,0,0,0
17.037,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.8,-0.2,-1.5,0,-0.09,0.01,0.2,-0.1,0.3,0,0,0
17.041,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.4,-0.3,-1.9,0,-0.08,0.01,0.1,0,0.3,0,0,0
17.045,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.3,-0.4,-1.3,0,-0.1,0,0.1,0,0.4,0,0,0
17.049,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.4,-0.3,-1.9,0,-0.08,0.01,0.1,0,0.3,0,0,0
17.053,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.2,-0.2,-1.4,0,-0.09,0.01,0.1,0,0.4,0,0,0
17.057,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6,-0.2,-2,0,-0.08,0.02,0.2,0,0.3,0,0,0
17.061,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.5,0,-1.3,0,-0.09,0.02,0.1,0,0.2,0,0,0
17.065,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.2,0,-2.3,0,-0.08,0.02,0.1,0,0.2,0,0,0
17.069,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.6,-0.1,-2.1,0,-0.08,0.02,0.1,0,0.2,0,0,0
17.073,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.8,-0.2,-2.5,0,-0.07,0.03,0.1,0,0.3,0,0,0
17.077,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.7,-0.2,-1.9,0,-0.07,0.02,0,0,0.2,0,0,0
17.081,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.9,-0.3,-2.7,0,-0.07,0.03,0.1,0,0.2,0,0,0
17.085,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.1,-0.5,-2,0,-0.08,0.01,0.1,-0.1,0.2,0,0,0
17.089,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.3,-0.4,-2.5,0,-0.08,0.01,0,-0.1,0.2,0,0,0
17.093,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6,-0.5,-1.7,0,-0.09,0,0,0,0.1,0,0,0
17.097,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.1,-0.5,-2.1,0,-0.09,0,0,0,0.1,0,0,0
17.101,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.3,-0.5,-1.8,0,-0.09,0,0,0,0.2,0,0,0
17.105,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.3,-0.4,-2.2,0,-0.09,0,0,0,0.2,0,0,0
17.109,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.2,-0.7,-1.5,0,-0.09,0,0.1,0,0.2,0,0,0
17.113,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.5,-0.6,-2,0,-0.09,0,0,0,0.2,0,0,0
17.117,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.7,-0.8,-2.1,0,-0.08,0,0.1,-0.1,0.3,0,0,0
17.121,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.2,-0.8,-1.8,0,-0.09,0,0.1,-0.1,0.3,0,0,0
17.125,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.7,-0.9,-2,0,-0.08,0,0.1,-0.2,0.3,0,0,0
17.129,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7,-0.7,-2.3,0,-0.08,0,0.1,0,0.2,0,0,0
17.133,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.8,-0.8,-1.7,0,-0.08,0,0,-0.1,0.2,0,0,0
17.137,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7,-0.5,-2.2,0,-0.09,0,0.1,-0.2,0.3,0,0,0
17.141,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.6,-0.5,-1.9,0,-0.08,0.01,0.2,-0.1,0.3,0,0,0
17.145,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.7,-0.4,-2,0,-0.08,0.01,0.2,-0.1,0.3,0,0,0
17.149,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.6,-0.5,-1.8,0,-0.08,0.01,0.2,0,0.3,0,0,0
17.153,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.4,-0.6,-1.8,0,-0.09,0,0,0,0.2,0,0,0
17.157,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.2,-0.7,-1.8,0,-0.09,0,0,0,0.2,0,0,0
17.161,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.4,-0.4,-2,0,-0.09,0,0,0,0.2,0,0,0
17.165,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.8,-0.5,-2.3,0,-0.07,0,0,-0.1,0.2,0,0,0
17.169,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.1,-0.4,-1.9,0,-0.09,0,0.1,0,0.2,0,0,0
17.173,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7,-0.5,-2.4,0,-0.08,0.01,0.1,0,0.2,0,0,0
17.177,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.1,-0.4,-1.6,0,-0.1,0,0.1,0,0.1,0,0,0
17.181,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.4,-0.3,-2.3,0,-0.08,0.01,0,0,0.2,0,0,0
17.185,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.9,-0.5,-1.6,0,-0.1,0,0,0,0.3,0,0,0
17.189,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.9,-0.4,-1.7,0,-0.08,0.01,0,0,0.2,0,0,0
17.193,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.9,-0.4,-1.8,0,-0.09,0,0.2,0,0.2,0,0,0
17.197,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.2,-0.5,-2,0,-0.08,0.01,0,0,0.2,0,0,0
17.201,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.5,-0.6,-1.8,0,-0.09,0,0.1,-0.1,0.3,0,0,0
17.205,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.8,-0.7,-1.8,0,-0.08,0,0.1,-0.1,0.3,0,0,0
17.209,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.4,-0.9,-1.1,0,-0.1,0,0.1,0,0.4,0,0,0
17.213,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.6,-0.9,-1.7,-0.01,-0.09,-0.01,0.1,0,0.2,0,0,0
17.217,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.5,-1,-1.3,-0.01,-0.1,-0.01,0.1,-0.1,0.2,0,0,0
17.221,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.7,-0.8,-1.8,0,-0.1,0,0.2,-0.1,0.3,0,0,0
17.225,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.6,-1,-1.2,-0.01,-0.11,-0.01,0.1,0,0.2,0,0,0
17.229,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.1,-0.7,-1.8,0,-0.1,0,0.1,0,0.2,0,0,0
17.233,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.4,-0.6,-1.1,0,-0.11,0,0,0,0.3,0,0,0
17.237,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,7.1,-0.5,-1.9,0,-0.09,0.01,0.1,0,0.2,0,0,0
17.241,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.4,-0.5,-1.3,0,-0.1,0.02,0.1,0,0.2,0,0,0
17.255,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.7,-0.7,-1.1,0,-0.1,0,0.1,0,0.2,0,0,0
17.261,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.4,-0.9,-1.4,0,-0.1,0,0.1,0,0.1,0,0,0
17.265,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.4,-0.9,-0.9,0,-0.1,0,0.1,0,0.2,0,0,0
17.269,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.9,-0.7,-1.6,0,-0.1,0,0.1,0,0.2,0,0,0
17.273,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.8,-0.8,-1.1,0,-0.1,0,0,0,0.2,0,0,0
17.277,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.5,-0.6,-1.8,-0.01,-0.09,0,0.1,0,0.2,0,0,0
17.281,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.7,-0.6,-1.2,0,-0.1,0,0.1,0,0.2,0,0,0
17.285,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.6,-0.6,-1.8,0,-0.09,0,0,0,0.2,0,0,0
17.289,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.8,-0.6,-1.1,0,-0.1,0,0,0,0.3,0,0,0
17.293,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.9,-0.6,-1.8,0,-0.09,0.01,0,-0.1,0.2,0,0,0
17.297,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.7,-0.8,-0.9,0,-0.11,0,0,-0.1,0.2,0,0,0
17.301,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,6.8,-0.6,-1.5,0,-0.1,0,0,0,0.1,0,0,0
17.305,399.281,87.015,-176.657,-135.517,-60.7976,-52.4977,5.4,-0.8,-0.9,0,-0.11,0,0,0,0.2,0,0,0
