time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
41.295,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-1,4.4,-0.01,-0.08,-0.1,0.1,-0.2,0.4,0,0,0,
41.298,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-0.9,4.7,0,-0.09,-0.09,0.2,-0.2,0.4,0,0,0,
41.302,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.9,-0.9,4.5,0,-0.09,-0.09,0.2,0,0.3,0,0,0,
41.306,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,1.4,-0.8,4.2,0,-0.08,-0.09,0.2,-0.2,0.4,0,0,0,
41.31,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,1.2,-0.6,4.1,0,-0.08,-0.09,0.1,-0.2,0.3,0,0,0,
41.314,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,1.3,-0.5,4.1,0,-0.08,-0.07,0.1,-0.2,0.3,0,0,0,
41.318,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,1.3,-0.7,4,0,-0.07,-0.08,0.2,-0.3,0.3,0,0,0,
41.322,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.8,-0.6,4.2,0,-0.07,-0.08,0.1,-0.2,0.4,0,0,0,
41.326,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.6,-0.8,4.2,0,-0.07,-0.08,0.2,-0.3,0.3,0,0,0,
41.33,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.1,-0.9,4.4,0,-0.07,-0.09,0.2,-0.2,0.4,0,0,0,
41.334,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,-1,4.5,0,-0.07,-0.09,0.2,-0.2,0.4,0,0,0,
41.338,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.1,-1.2,4.6,-0.01,-0.07,-0.1,0.2,0,0.4,0,0,0,
41.342,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.2,-1.2,4.6,-0.01,-0.08,-0.1,0.2,-0.2,0.4,0,0,0,
41.346,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.3,-1.1,4.6,-0.01,-0.08,-0.1,0.2,-0.2,0.4,0,0,0,
41.35,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.4,-0.8,4.4,0,-0.08,-0.08,0.1,-0.1,0.3,0,0,0,
41.354,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.6,-0.6,4.2,0,-0.07,-0.08,0.2,-0.2,0.4,0,0,0,
41.358,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.6,-0.7,4.2,0,-0.07,-0.08,0.1,0,0.4,0,0,0,
41.362,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.7,-0.5,4,0,-0.07,-0.08,0.3,0,0.3,0,0,0,
41.367,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.5,-0.3,4.1,0,-0.07,-0.07,0.1,-0.1,0.3,0,0,0,
41.37,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.4,-0.3,4.2,0,-0.07,-0.07,0.1,-0.1,0.3,0,0,0,
41.374,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.2,-0.5,4.2,0,-0.07,-0.07,0,-0.1,0.4,0,0,0,
41.378,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.3,-1,4.3,0,-0.08,-0.08,0.1,-0.2,0.4,0,0,0,
