time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
55.455,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.2,1.4,3.6,0,-0.06,0,0.2,-0.1,0.3,0,0,0,
55.459,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.2,1.6,3.5,0,-0.05,0,0.1,-0.2,0.3,0,0,0,
55.463,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.2,1.6,3,0,-0.05,0,0.2,-0.1,0.3,0,0,0,
55.467,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2,1.8,2.9,0,-0.05,0,0.1,-0.1,0.3,0,0,0,
55.471,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2,1.9,2.7,0.01,-0.04,0.01,0.1,-0.1,0.3,0,0,0,
55.475,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.8,1.9,2.8,0,-0.04,0.01,0.2,0,0.3,0,0,0,
55.479,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.6,1.7,2.8,0.01,-0.04,0.01,0.2,-0.1,0.4,0,0,0,
55.483,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.7,1.7,2.9,0,-0.05,0,0.1,-0.2,0.3,0,0,0,
55.487,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.3,1.6,2.9,0,-0.05,0,0.2,-0.1,0.3,0,0,0,
55.491,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.3,1.6,2.9,0,-0.05,0,0.3,-0.1,0.3,0,0,0,
55.495,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.2,1.8,3,0,-0.05,0,0.2,-0.1,0.3,0,0,0,
55.499,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.1,1.8,2.8,0,-0.05,0,0.2,-0.1,0.4,0,0,0,
55.503,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.2,2,2.7,0.01,-0.05,0.01,0.1,0,0.5,0,0,0,
55.507,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.1,2.1,2.5,0.01,-0.04,0.01,0.2,0,0.3,0,0,0,
55.511,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.2,1.9,3.1,0.01,-0.05,0.01,0.2,-0.1,0.4,0,0,0,
55.515,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.2,1.8,3.3,0.01,-0.05,0.01,0.3,-0.1,0.4,0,0,0,
55.519,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.4,1.9,3.4,0.01,-0.05,0,0.2,-0.1,0.4,0,0,0,
55.523,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.6,2,3.3,0.02,-0.05,0.01,0.2,-0.1,0.3,0,0,0,
55.527,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2,2.1,3.1,0.02,-0.05,0.01,0.1,0,0.4,0,0,0,
55.531,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.1,2.1,3,0.01,-0.05,0.01,0.2,-0.1,0.3,0,0,0,
55.535,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2,2.1,2.9,0.01,-0.05,0.01,0.2,-0.1,0.4,0,0,0,
55.539,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.6,1.9,3,0.01,-0.04,0.01,0.1,-0.1,0.3,0,0,0,
55.543,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.2,1.8,3.1,0,-0.05,0,0.2,-0.2,0.3,0,0,0,
55.547,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.2,1.6,3,0,-0.04,0,0.2,-0.1,0.4,0,0,0,
55.551,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.5,1.9,3.2,0,-0.05,0,0.2,0,0.3,0,0,0,
55.555,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.6,1.8,3.2,0,-0.05,0,0.2,-0.1,0.3,0,0,0,
55.559,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.8,1.8,2.7,0,-0.05,0,0.1,-0.2,0.3,0,0,0,
55.563,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.8,1.8,2.7,0,-0.05,0,0.1,-0.3,0.2,0,0,0,
55.567,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.5,1.8,2.6,0.01,-0.04,0.01,0.1,-0.2,0.3,0,0,0,
55.571,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,2.1,1.8,2.5,0.01,-0.04,0.01,0.1,-0.2,0.3,0,0,0,
55.575,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.7,1.5,2.9,0,-0.05,0,0.1,-0.2,0.3,0,0,0,
55.579,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.2,1.3,3.2,0,-0.05,0,0.2,-0.2,0.2,0,0,0,
55.583,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,0.9,1.5,3.4,0,-0.05,0,0.1,-0.2,0.3,0,0,0,
55.587,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.3,1.3,3.2,0,-0.06,0,0.2,-0.1,0.3,0,0,0,
55.591,399.248,86.998,-176.671,-135.525,-60.7985,-52.4957,1.7,1.2,3.2,0,-0.05,-0.01,0.1,-0.2,0.3,0,0,0,
