time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
49.965,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,0.6,-3.3,3.9,-0.01,-0.1,-0.17,0.3,-0.1,0.3,0,0,0,
49.969,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.1,-3.3,3.8,-0.01,-0.09,-0.16,0.3,-0.1,0.3,0,0,0,
49.972,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.1,-3.2,3.6,-0.01,-0.09,-0.16,0.2,-0.1,0.3,0,0,0,
49.977,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,0.9,-3.3,3.6,-0.01,-0.08,-0.17,0.3,-0.1,0.3,0,0,0,
49.98,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.4,-3.2,3.6,-0.01,-0.09,-0.16,0.3,-0.3,0.3,0,0,0,
49.985,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.3,-3.2,3.5,-0.02,-0.09,-0.16,0.2,-0.2,0.2,0,0,0,
49.989,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1,-3.2,3.6,-0.01,-0.09,-0.16,0.2,-0.1,0.4,0,0,0,
49.992,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.2,-3.1,3.6,-0.01,-0.09,-0.16,0.1,-0.2,0.2,0,0,0,
49.997,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.2,-3,3.5,-0.02,-0.08,-0.15,0.2,-0.1,0.3,0,0,0,
50,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.2,-3,3.6,-0.02,-0.09,-0.16,0.2,-0.1,0.3,0,0,0,
50.005,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.4,-3,3.4,-0.02,-0.08,-0.15,0.2,-0.1,0.4,0,0,0,
