time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
39.171,399.25,87,-176.665,-135.524,-60.7991,-52.495,3.1,-0.3,-2.3,-0.02,0,0,0,-0.2,0.2,0,0,0,
39.175,399.25,87,-176.665,-135.524,-60.7991,-52.495,1.3,-0.5,-1.2,-0.02,0,-0.01,0,-0.3,0.3,0,0,0,
39.178,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,0.2,-0.6,-0.7,-0.02,-0.01,-0.01,0,-0.2,0.2,0,0,0,
39.183,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,0,-0.7,-1,-0.02,0,-0.01,0.1,-0.3,0.2,0,0,0,
39.187,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,-0.4,-0.4,-1.1,-0.03,0,0,0.1,-0.2,0,0,0,0,
39.19,399.25,87,-176.665,-135.524,-60.7991,-52.495,-1.1,-0.4,-1.1,-0.03,0,0,0.1,-0.2,0,0,0,0,
39.194,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,-1.9,-0.5,-0.8,-0.03,0,0,0.1,-0.3,0.2,0,0,0,
39.199,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,-2.9,-0.5,-0.5,-0.04,0,0,0.2,-0.4,0.1,0,0,0,
39.203,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,-2.8,-0.5,0.2,-0.02,-0.01,-0.01,0.1,-0.3,0.2,0,0,0,
39.207,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,-3,-0.7,1.1,-0.02,-0.03,-0.02,0.1,-0.3,0.2,0,0,0,
39.211,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,-2.8,-0.7,1.7,-0.02,-0.04,-0.04,0.1,-0.2,0.1,0,0,0,
39.214,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,-2.5,-0.7,2.2,-0.02,-0.05,-0.05,0.2,-0.2,0.3,0,0,0,
39.218,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,-2,-0.7,2.4,-0.02,-0.06,-0.04,0.1,-0.3,0.2,0,0,0,
39.223,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,-1.4,-0.4,2.7,0,-0.07,-0.05,0.1,-0.2,0.3,0,0,0,
39.227,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,-1.5,-0.5,3,0,-0.08,-0.04,0.1,-0.2,0.3,0,0,0,
39.231,399.255,87.002,-176.667,-135.524,-60.7989,-52.4947,-0.9,-0.7,2.8,0,-0.08,-0.05,0.1,-0.2,0.3,0,0,0,
