time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
7.832,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.4,-0.7,1.4,0,-0.05,-0.04,0.1,0,0.5,-0.01,0,0,
7.836,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.6,-0.8,1.6,-0.02,-0.04,-0.04,0.1,0,0.4,0,0,0,
7.84,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.2,-0.7,0.9,-0.01,-0.03,-0.03,0.2,0,0.4,0,0,0,
7.843,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.9,-0.5,0.3,-0.01,-0.02,-0.02,0.1,0,0.7,0,0,0,
7.848,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.9,-0.6,0.6,-0.01,-0.03,-0.03,0.1,0,0.7,-0.01,0,0,
7.852,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.1,-0.7,1.2,0,-0.04,-0.04,0,0,0.5,0,0,0,
7.855,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.6,-0.8,1,-0.01,-0.03,-0.03,0.1,0,0.5,0,0,0,
7.86,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.1,-0.6,0.8,-0.01,-0.03,-0.03,0.2,0,0.6,0,0,0,
7.863,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.5,-0.7,0.5,-0.01,-0.03,-0.03,0,0,0.5,-0.01,0,0,
7.868,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.3,-0.9,1,0,-0.04,-0.04,0.1,0,0.3,0,0,0,
7.872,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.8,-1,1.6,-0.02,-0.04,-0.04,0.2,0,0.5,0,0,0,
7.876,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-1.3,-0.9,1.4,-0.01,-0.04,-0.03,0.3,-0.1,0.5,0,0,0,
7.88,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0,-0.9,0.4,-0.01,-0.03,-0.03,0.3,-0.1,0.6,0,0,0,
7.883,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.8,-0.9,0.2,-0.01,-0.03,-0.03,0.2,0,0.6,-0.01,0,0,
7.888,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,1.3,-0.9,0.3,-0.01,-0.03,-0.03,0.1,0,0.5,-0.01,0,0,
7.892,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,1.7,-1,0.8,0,-0.04,-0.04,0,0,0.5,-0.01,0,0,
7.896,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.7,-0.9,1.4,-0.01,-0.04,-0.04,0.1,0,0.5,0,0,0,
7.9,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.2,-1.2,1.4,-0.02,-0.04,-0.04,0.1,0,0.7,0,0,0,
7.908,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.5,-1,0.9,-0.01,-0.04,-0.03,0.1,0,0.4,0,0,0,
7.912,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.3,-1,1.3,-0.02,-0.04,-0.04,0.1,0,0.3,0,0,0,
7.916,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-1.3,-1,1.5,-0.02,-0.04,-0.04,0.2,-0.1,0.6,0,0,0,
7.92,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-1.4,-0.9,1.2,-0.01,-0.04,-0.03,0,0,0.5,-0.01,0,0,
7.923,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.4,-0.8,0.5,-0.02,-0.03,-0.02,0.1,0,0.5,-0.01,0,0,
7.928,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.5,-0.7,0.5,-0.01,-0.03,-0.03,0,0,0.4,0,0,0,
7.932,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.3,-0.7,1,-0.01,-0.04,-0.03,0.1,0,0.5,0,0,0,
7.935,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.8,-0.9,1.6,-0.01,-0.05,-0.03,0.1,0,0.5,0,0,0,
7.94,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.8,-0.9,1.2,-0.01,-0.04,-0.03,0.1,0,0.5,0,0,0,
7.943,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0,-0.7,0.3,-0.01,-0.02,-0.02,0.1,-0.1,0.4,0,0,0,
7.948,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.4,-0.6,-0.2,-0.01,-0.02,-0.01,0,0,0.5,-0.01,0,0,
7.952,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,1.5,-0.5,-0.5,-0.01,-0.02,-0.01,0,0,0.5,-0.01,0,0,
7.956,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.3,-0.6,0.1,-0.01,-0.02,-0.02,0,0,0.4,0,0,0,
7.96,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0,-0.5,-0.1,-0.01,-0.02,-0.01,0,-0.1,0.5,0,0,0,
7.963,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.9,-0.5,-0.6,-0.01,-0.02,-0.01,0,0,0.5,0,0,0,
7.968,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,1.5,-0.4,-0.3,0,-0.02,-0.01,0,0,0.5,-0.01,0,0,
7.972,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.8,-0.6,0.4,-0.01,-0.03,-0.03,0.1,0,0.4,0,0,0,
7.975,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.2,-0.8,1.1,-0.01,-0.04,-0.03,0.2,0,0.3,0,0,0,
7.98,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-1.1,-0.9,1.5,-0.01,-0.04,-0.03,0.2,0,0.5,-0.01,0,0,
7.983,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-1.1,-0.6,1,-0.01,-0.03,-0.03,0,0,0.5,-0.01,0,0,
7.987,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.1,-0.6,0.4,-0.01,-0.02,-0.02,0,0,0.5,0,0,0,
7.992,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.7,-0.6,0.4,-0.01,-0.03,-0.03,0.1,0,0.5,0,0,0,
7.996,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.3,-0.7,1.1,0,-0.04,-0.03,0.1,-0.1,0.6,0,0,0,
8,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.7,-0.8,1.5,-0.01,-0.04,-0.03,0,0,0.5,-0.01,0,0,
8.003,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.1,-0.5,0.7,-0.01,-0.03,-0.03,0,0,0.4,0,0,0,
8.008,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,1.1,-0.4,0,0,-0.02,-0.01,0.1,-0.1,0.6,0,0,0,
8.012,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,1.6,-0.5,0.2,0,-0.03,-0.03,0.1,0,0.7,0,0,0,
8.016,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.9,-0.5,1,0,-0.04,-0.03,0.2,0,0.5,-0.01,0,0,
8.02,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,-0.1,-0.7,1.1,0,-0.04,-0.04,0.1,0,0.5,0,0,0,
8.024,399.25,86.995,-176.671,-135.524,-60.7984,-52.4957,0.2,-0.7,0.6,-0.01,-0.03,-0.03,0.2,0,0.5,0,0,0,
8.028,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,1.2,-0.6,0.4,-0.01,-0.03,-0.03,0,0,0.5,-0.01,0,0,
8.032,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,1.2,-0.7,0.8,-0.01,-0.04,-0.03,0,-0.1,0.5,0,0,0,
8.036,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,1.5,-0.7,1.2,0,-0.05,-0.04,0.2,-0.1,0.4,0,0,0,
8.04,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.5,-0.7,1.8,-0.01,-0.06,-0.04,0.2,-0.1,0.5,0,0,0,
8.043,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,-0.1,-0.8,1.9,-0.01,-0.06,-0.04,0,0,0.5,-0.01,0,0,
8.048,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.3,-0.9,1.3,-0.01,-0.05,-0.03,0,0,0.4,0,0,0,
8.052,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.1,-0.6,1.7,0,-0.05,-0.04,0,0,0.5,0,0,0,
8.055,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,-1.1,-0.7,2.4,-0.01,-0.07,-0.04,0.1,-0.1,0.7,0,0,0,
8.06,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,-1.3,-0.7,1.8,-0.01,-0.05,-0.03,0.1,0,0.5,0,0,0,
8.063,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,-1.9,-0.6,1.7,-0.01,-0.04,-0.03,0,0,0.4,0,0,0,
8.068,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,-1,-0.4,0.9,-0.01,-0.02,-0.02,0.1,0,0.5,0,0,0,
8.072,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.2,-0.3,0.4,-0.01,-0.02,-0.02,0.1,0,0.5,0,0,0,
8.076,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.8,-0.2,0.8,0,-0.04,-0.02,0.1,0,0.5,0,0,0,
8.08,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,-0.6,-0.4,1.5,-0.01,-0.04,-0.03,0.2,-0.2,0.5,0,0,0,
8.083,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,-0.7,-0.2,1.1,0,-0.03,-0.01,0.1,-0.1,0.6,-0.01,0,0,
8.087,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.4,0,0.3,0,-0.02,-0.01,0.1,0,0.5,0,0,0,
8.092,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,1.2,-0.2,0.5,0,-0.03,-0.01,0.1,0,0.3,0,0,0,
8.095,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,2.3,-0.4,0.3,-0.01,-0.04,-0.02,0.2,0,0.4,0,0,0,
8.1,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.8,-0.5,0.8,-0.01,-0.04,-0.02,0.1,0,0.5,-0.01,0,0,
8.103,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.3,-0.5,0.6,-0.02,-0.04,-0.02,0.1,0.1,0.6,-0.01,0,0,
8.108,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,1.8,-0.4,-0.2,-0.01,-0.02,0,0,0,0.4,0,0,0,
8.112,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,2.2,-0.4,0,0,-0.03,-0.01,0.1,0,0.5,0,0,0,
8.115,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,1.4,-0.7,0.8,-0.01,-0.04,-0.03,0.1,-0.1,0.7,0,0,0,
8.12,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.4,-1,1.4,-0.01,-0.04,-0.04,0,0,0.5,-0.01,0,0,
8.123,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,-1,-0.8,1.9,-0.01,-0.05,-0.03,0.1,0,0.5,0,0,0,
8.128,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,-1.4,-0.8,1.5,-0.01,-0.04,-0.03,0.1,0,0.5,0,0,0,
8.132,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,-0.2,-0.7,0.9,-0.01,-0.03,-0.03,0.2,0,0.5,0,0,0,
8.135,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.4,-0.7,0.8,-0.01,-0.03,-0.03,0.1,0,0.5,0,0,0,
8.14,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0,-0.9,1.3,-0.02,-0.04,-0.04,0.1,-0.1,0.7,0,0,0,
8.143,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0,-0.9,1,-0.01,-0.04,-0.03,0.1,-0.1,0.8,-0.01,0,0,
8.148,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,1.1,-0.9,0.5,-0.01,-0.04,-0.03,0.1,0,0.7,-0.01,0,0,
8.152,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,1.9,-0.9,0.4,-0.01,-0.04,-0.03,0,0,0.5,0,0,0,
8.156,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,2.2,-0.9,0.8,-0.01,-0.04,-0.04,0.1,0,0.5,0,0,0,
8.16,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,1.2,-0.9,1.7,-0.01,-0.06,-0.04,0.1,0,0.5,0,0,0,
8.163,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.5,-0.9,1.6,-0.01,-0.06,-0.04,0.1,0,0.5,0,0,0,
8.168,399.249,86.995,-176.673,-135.525,-60.7978,-52.4944,0.7,-0.7,1,-0.01,-0.04,-0.03,0.1,0,0.5,-0.01,0,0,
8.172,399.248,86.996,-176.675,-135.527,-60.7972,-52.4933,1.6,-0.8,0.5,-0.01,-0.04,-0.03,0.2,0,0.6,-0.01,0,0,
8.176,399.248,86.996,-176.675,-135.527,-60.7972,-52.4933,1.9,-0.8,1,0,-0.05,-0.04,0.2,0,0.6,0,0,0,
8.18,399.248,86.996,-176.675,-135.527,-60.7972,-52.4933,2.2,-1,1.3,-0.01,-0.06,-0.04,0.1,0,0.5,0,0,0,
8.183,399.248,86.996,-176.675,-135.527,-60.7972,-52.4933,1.1,-0.9,2,-0.01,-0.07,-0.05,0.2,0,0.6,0,0,0,
8.188,399.248,86.996,-176.675,-135.527,-60.7972,-52.4933,0,-1,2.3,-0.01,-0.07,-0.05,0,0,0.5,-0.01,0,0,
8.192,399.251,86.996,-176.669,-135.525,-60.7979,-52.4948,0.3,-0.9,1.9,-0.01,-0.06,-0.04,0.1,0,0.5,0,0,0,
8.195,399.251,86.996,-176.669,-135.525,-60.7979,-52.4948,0,-1.2,2.4,-0.01,-0.07,-0.05,0,0,0.5,-0.01,0,0,
8.2,399.251,86.996,-176.669,-135.525,-60.7979,-52.4948,-1,-1.2,2.9,-0.01,-0.07,-0.06,0,0,0.5,0,0,0,
8.203,399.251,86.996,-176.669,-135.525,-60.7979,-52.4948,-1.3,-1.3,2.3,-0.02,-0.06,-0.05,0.1,0,0.5,0,0,0,
8.208,399.254,86.996,-176.662,-135.523,-60.7985,-52.4962,0,-1.2,1.3,-0.02,-0.04,-0.04,0.2,-0.2,0.5,0,0,0,
8.212,399.254,86.996,-176.662,-135.523,-60.7985,-52.4962,0.2,-1.1,0.6,-0.01,-0.04,-0.03,0.1,0,0.5,0,0,0,
8.216,399.254,86.996,-176.662,-135.523,-60.7985,-52.4962,1.3,-1,0.1,-0.01,-0.02,-0.03,0.1,0,0.5,0,0,0,
8.22,399.257,86.996,-176.655,-135.522,-60.7991,-52.4976,1.2,-1.1,0.6,-0.01,-0.03,-0.04,0.1,0,0.5,0,0,0,
8.224,399.257,86.996,-176.655,-135.522,-60.7991,-52.4976,0,-1.1,1.2,-0.01,-0.04,-0.04,0.2,-0.1,0.6,0,0,0,
8.228,399.257,86.996,-176.655,-135.522,-60.7991,-52.4976,-0.5,-1,1.3,-0.02,-0.04,-0.04,0.2,0,0.6,-0.01,0,0,
8.232,399.26,86.996,-176.648,-135.52,-60.7997,-52.499,0.3,-1,0.6,-0.01,-0.04,-0.03,0.2,0,0.7,-0.01,0,0,
8.235,399.26,86.996,-176.65,-135.522,-60.7991,-52.4978,1.3,-0.8,0.3,-0.01,-0.03,-0.03,0.1,0,0.5,-0.01,0,0,
8.24,399.26,86.996,-176.65,-135.522,-60.7991,-52.4978,1.4,-0.9,0.8,-0.01,-0.04,-0.04,0.2,-0.2,0.5,0,0,0,
8.243,399.262,86.996,-176.644,-135.52,-60.7996,-52.4991,0,-1.1,1.5,-0.01,-0.05,-0.05,0.2,-0.1,0.6,0,0,0,
8.248,399.262,86.996,-176.644,-135.52,-60.7996,-52.4991,-0.5,-1,1.3,-0.02,-0.04,-0.04,0.2,-0.1,0.6,0,0,0,
8.252,399.262,86.996,-176.644,-135.52,-60.7996,-52.4991,0.7,-1.1,0.5,-0.01,-0.04,-0.03,0.1,0,0.5,0,0,0,
8.255,399.265,86.996,-176.637,-135.518,-60.8002,-52.5005,1.5,-1,0.4,0,-0.04,-0.04,0.1,0,0.5,0,0,0,
8.26,399.265,86.996,-176.639,-135.52,-60.7996,-52.4992,0.9,-0.8,1.1,0,-0.05,-0.05,0.2,0,0.6,0,0,0,
8.264,399.268,86.996,-176.632,-135.518,-60.8002,-52.5007,0,-0.8,1.4,-0.01,-0.04,-0.04,0.1,-0.1,0.7,-0.01,0,0,
8.268,399.267,86.996,-176.634,-135.519,-60.7996,-52.4994,-1,-0.8,1.6,0,-0.04,-0.04,0,0,0.5,-0.01,0,0,
8.272,399.267,86.996,-176.634,-135.519,-60.7996,-52.4994,-1.2,-0.7,1.3,-0.01,-0.03,-0.03,0,0,0.5,0,0,0,
8.275,399.269,86.997,-176.629,-135.519,-60.7997,-52.4997,-0.2,-0.5,0.6,-0.01,-0.02,-0.02,0.2,0,0.4,0,0,0,
8.28,399.268,86.997,-176.632,-135.52,-60.799,-52.4985,0.9,-0.6,0.3,-0.01,-0.02,-0.02,0.2,-0.1,0.5,0,0,0,
8.283,399.27,86.997,-176.63,-135.521,-60.7984,-52.4974,0.5,-0.6,1,0,-0.04,-0.03,0.3,0,0.5,0,0,0,
8.288,399.269,86.998,-176.632,-135.523,-60.7978,-52.4962,0.7,-0.6,0.9,0,-0.04,-0.03,0.2,0,0.7,-0.01,0,0,
8.292,399.271,86.998,-176.627,-135.522,-60.7978,-52.4964,2.2,-0.4,0.2,-0.01,-0.04,-0.02,0.1,-0.1,0.7,-0.01,0,0,
8.296,399.27,86.998,-176.631,-135.525,-60.7966,-52.494,3.5,-0.2,-0.1,0,-0.04,-0.01,0.1,-0.2,0.5,-0.01,0,0,
8.3,399.272,86.999,-176.627,-135.525,-60.7966,-52.4942,4.3,-0.3,0,0,-0.04,-0.02,0.2,0,0.4,0,0,0,
8.303,399.27,86.999,-176.631,-135.527,-60.7955,-52.4919,3.8,-0.5,0.4,0,-0.05,-0.02,0.1,0,0.5,0,0,0,
8.308,399.272,87,-176.626,-135.527,-60.7955,-52.4921,2.2,-0.6,1,0,-0.06,-0.03,0.1,-0.2,0.6,0,0,0,
8.312,399.271,87,-176.631,-135.529,-60.7943,-52.4897,1.8,-0.6,0.5,-0.01,-0.04,-0.03,0.1,-0.2,0.5,-0.01,0,0,
8.316,399.273,87,-176.627,-135.529,-60.7942,-52.4898,2.9,-0.3,-0.1,0,-0.03,-0.01,0.1,0,0.5,0,0,0,
8.32,399.269,86.993,-176.628,-135.531,-60.7938,-52.4892,3.3,-0.4,0.1,0,-0.04,-0.02,0.2,-0.2,0.5,0,0,0,
8.323,399.268,86.986,-176.622,-135.531,-60.7941,-52.4901,2,-0.5,0.9,0,-0.04,-0.03,0.2,-0.1,0.6,0,0,0,
8.328,399.271,86.986,-176.617,-135.531,-60.7941,-52.4903,1.1,-0.6,1.4,0,-0.05,-0.04,0,0,0.7,-0.01,0,0,
8.332,399.267,86.979,-176.619,-135.532,-60.7938,-52.4897,-0.2,-0.7,1.9,0,-0.06,-0.03,0,0,0.5,-0.01,0,0,
8.335,399.267,86.972,-176.613,-135.532,-60.794,-52.4904,1,-0.6,1.1,0,-0.04,-0.02,0,0,0.5,0,0,0,
8.34,399.266,86.972,-176.615,-135.534,-60.7934,-52.4893,1.3,-0.6,1.5,0,-0.05,-0.02,0,0,0.5,0,0,0,
8.344,399.265,86.965,-176.61,-135.534,-60.7937,-52.4901,0.2,-0.8,2.1,0,-0.06,-0.03,0,0,0.5,0,0,0,
8.348,399.264,86.965,-176.612,-135.535,-60.793,-52.4889,-0.3,-0.7,1.8,0,-0.06,-0.03,0.2,-0.1,0.6,-0.01,0,0,
