time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
48.193,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0.1,0.4,3.7,-0.01,-0.06,-0.04,0.2,-0.3,0.5,0,0,0,
48.197,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0,0.4,4.2,0,-0.07,-0.05,0.3,-0.3,0.4,0,0,0,
48.201,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-0.3,0.3,4.9,0,-0.07,-0.06,0.3,-0.3,0.4,0,0,0,
48.205,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-1.4,0.4,5.4,0,-0.08,-0.06,0.3,-0.3,0.3,0,0,0,
48.209,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-1.9,0.3,5.8,0,-0.09,-0.06,0.3,-0.1,0.4,0,0,0,
48.213,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-2.5,0.4,6.5,0,-0.1,-0.07,0.2,-0.1,0.4,0,0,0,
48.217,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-3.2,0.3,6.6,0,-0.1,-0.07,0.2,-0.3,0.5,0,0,0,
48.221,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-4.2,0.1,6.9,0,-0.1,-0.08,0.1,-0.3,0.5,0,0,0,
48.225,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-4.4,0.1,6.4,-0.01,-0.08,-0.07,0.2,-0.2,0.3,0,0,0,
48.229,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-3.7,0.2,5.5,-0.01,-0.07,-0.06,0.2,-0.2,0.3,0,0,0,
48.233,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-2.8,0.3,4.6,-0.02,-0.05,-0.05,0.1,-0.2,0.3,0,0,0,
48.237,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-2,0.2,4.7,-0.01,-0.07,-0.05,0.2,-0.3,0.3,0,0,0,
48.241,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-0.2,0.4,4,-0.01,-0.06,-0.04,0.2,-0.2,0.3,0,0,0,
48.245,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0.8,0.4,3.9,0,-0.06,-0.05,0.2,-0.3,0.5,0,0,0,
48.249,399.252,87,-176.672,-135.524,-60.7984,-52.4954,1.3,0.4,3.9,0,-0.07,-0.06,0.2,-0.4,0.4,0,0,0,
48.253,399.252,87,-176.672,-135.524,-60.7984,-52.4954,1.4,0.3,4.3,0,-0.07,-0.06,0.3,-0.4,0.4,0,0,0,
48.257,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0.7,0.2,5,0,-0.09,-0.07,0.2,-0.3,0.4,0,0,0,
48.261,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-0.3,0.2,5.7,0,-0.1,-0.07,0.2,-0.3,0.5,0,0,0,
48.265,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-1.5,0.3,5.8,0,-0.09,-0.07,0.2,-0.3,0.5,0,0,0,
48.269,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-2,0.3,6.2,0,-0.1,-0.07,0.2,-0.2,0.4,0,0,0,
48.273,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-2.6,0.2,6.8,0,-0.1,-0.08,0.2,-0.3,0.3,0,0,0,
48.277,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-3.6,0,6.9,0,-0.1,-0.08,0.2,-0.3,0.5,0,0,0,
48.281,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-3.1,0,6.2,0,-0.1,-0.07,0.2,-0.3,0.5,0,0,0,
48.285,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-1.1,0.2,5.3,0,-0.07,-0.06,0.3,-0.3,0.4,0,0,0,
48.289,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0.5,0.4,4.7,0,-0.07,-0.05,0.3,-0.3,0.3,0,0,0,
48.293,399.252,87,-176.672,-135.524,-60.7984,-52.4954,1.3,0.3,4.5,0,-0.08,-0.06,0.3,-0.2,0.2,0,0,0,
48.297,399.252,87,-176.672,-135.524,-60.7984,-52.4954,1.8,0.5,4.4,0.01,-0.08,-0.05,0.3,-0.3,0.3,0,0,0,
48.301,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.8,0.7,3.9,0.01,-0.07,-0.05,0.3,-0.1,0.4,0,0,0,
48.305,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.8,0.6,3.8,0.01,-0.08,-0.05,0.3,-0.3,0.3,0,0,0,
48.309,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.8,0.5,4.1,0.02,-0.08,-0.06,0.2,-0.2,0.2,0,0,0,
48.313,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.6,0.3,4.8,0.01,-0.09,-0.07,0.2,-0.2,0.2,0,0,0,
48.317,399.252,87,-176.672,-135.524,-60.7984,-52.4954,1.7,0.2,5.4,0.01,-0.1,-0.08,0.3,-0.3,0.3,0,0,0,
48.321,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0.2,0.2,6,0.01,-0.11,-0.08,0.3,-0.3,0.3,0,0,0,
48.325,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-0.5,0.2,6.3,0.01,-0.11,-0.08,0.2,-0.2,0.3,0,0,0,
