time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
2.149,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1.1,1.3,3.8,0,-0.05,-0.02,0.1,0,0.3,0,0,0,
2.153,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.6,1.3,4.3,0,-0.05,-0.03,0.1,0,0.3,0,0,0,
2.157,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.3,1.2,4.3,0,-0.06,-0.03,0.1,0,0.3,0,0,0,
2.161,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.1,1.4,4.1,0,-0.05,-0.03,0.2,0,0.2,0,0,0,
2.165,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.1,1.2,4.1,0,-0.06,-0.03,0.1,0,0.3,0,0,0,
2.169,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1.2,1.4,3.6,0,-0.04,-0.02,0,0.1,0.1,0,0,0,
2.173,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1,1.4,3.6,0,-0.04,-0.02,0,0,0.1,0,0,0,
2.177,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1,1.4,3.6,0,-0.04,-0.02,0,0,0.2,0,0,0,
2.182,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.6,1.5,3.8,0,-0.05,-0.02,0.1,-0.1,0.2,0,0,0,
2.186,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.2,1.3,4.2,0,-0.05,-0.03,0.1,0,0.4,0,0,0,
2.19,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0,1.3,4.1,0,-0.05,-0.02,0.1,-0.1,0.2,0,0,0,
2.194,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0,1.4,4.1,0,-0.05,-0.01,0.1,-0.1,0.2,0,0,0,
2.197,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,-0.2,1.5,4.3,0,-0.05,-0.01,0.1,-0.1,0.3,0,0,0,
2.201,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,-0.4,1.5,4.5,0,-0.06,-0.02,0.2,-0.1,0.3,0,0,0,
2.205,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0,1.7,3.8,0,-0.04,-0.01,0.1,-0.1,0.3,0,0,0,
2.209,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.2,1.8,3.5,0,-0.03,0,0.1,0,0.3,0,0,0,
2.213,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.4,1.8,3.6,0.01,-0.04,-0.01,0,0,0.3,0,0,0,
2.217,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,-0.1,1.6,4.1,0,-0.05,-0.02,0.1,-0.1,0.3,0,0,0,
2.221,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,-0.4,1.5,4.1,0,-0.05,-0.02,0.1,-0.1,0.3,0,0,0,
2.225,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,-0.3,1.6,3.7,0.01,-0.04,-0.01,0.2,0,0.3,0,0,0,
2.229,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,-0.2,1.4,3.7,0,-0.03,-0.02,0.2,0,0.3,0,0,0,
2.233,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,-0.1,1.5,3.7,0,-0.05,-0.02,0.2,0,0.3,0,0,0,
2.237,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.2,1.6,3.7,0,-0.04,-0.02,0.1,-0.1,0.3,0,0,0,
2.241,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.6,1.6,3.3,0,-0.04,-0.01,0.2,-0.1,0.3,0,0,0,
2.245,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.9,1.5,3.5,0,-0.05,-0.02,0.1,-0.1,0.3,0,0,0,
2.25,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.6,1.5,3.8,0.01,-0.05,-0.01,0,0,0.2,0,0,0,
2.253,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.4,1.5,4,0,-0.05,-0.03,0.1,-0.1,0.3,0,0,0,
2.257,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.1,1.6,3.8,0,-0.05,-0.02,0.2,0,0.3,0,0,0,
2.261,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.2,1.6,3.5,0,-0.04,-0.01,0.1,0,0.2,0,0,0,
2.265,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.5,1.5,3.1,0,-0.04,-0.01,0.1,-0.1,0.3,0,0,0,
2.269,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.7,1.6,3.1,0,-0.04,-0.01,0.1,0,0.3,0,0,0,
2.273,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1.1,1.5,3,0,-0.04,-0.01,0,-0.1,0.3,0,0,0,
2.277,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1.1,1.4,3.2,0,-0.04,-0.02,0.1,-0.1,0.3,0,0,0,
2.281,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.6,1.4,3.5,0,-0.05,-0.02,0,0,0.3,0,0,0,
2.285,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.1,1.3,3.7,0,-0.04,-0.02,0,0,0.1,0,0,0,
2.289,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.6,1.3,3.4,0,-0.04,-0.03,0,0,0.1,0,0,0,
2.293,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.6,1.3,3.4,0,-0.04,-0.02,0,0,0.2,0,0,0,
2.297,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.5,1.5,3.4,0.01,-0.04,-0.01,0.2,-0.1,0.3,0,0,0,
2.301,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.7,1.4,3.3,0.01,-0.04,-0.01,0.1,0,0.2,0,0,0,
2.305,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1.3,1.6,3.2,0,-0.04,-0.01,0.1,-0.1,0.3,0,0,0,
2.309,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1.5,1.5,3.5,0.01,-0.05,-0.01,0.1,0,0.3,0,0,0,
2.313,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.9,1.3,3.7,0,-0.05,-0.03,0.1,0,0.3,0,0,0,
2.317,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.6,1.4,3.8,0,-0.06,-0.02,0,0,0.3,0,0,0,
2.321,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.3,1.3,3.7,0.01,-0.05,-0.01,0.2,0,0.2,0,0,0,
2.325,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.1,1.4,3.8,0,-0.04,-0.02,0.2,0,0.4,0,0,0,
2.329,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.3,1.3,3.6,0,-0.04,-0.02,0.2,0,0.3,0,0,0,
2.333,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,0.6,1.2,3.4,0,-0.04,-0.02,0.1,-0.1,0.2,0,0,0,
2.337,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1.2,1.1,3.2,0,-0.05,-0.02,0.1,-0.1,0.2,0,0,0,
2.341,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1.3,1.2,3.4,0,-0.05,-0.02,0.1,-0.1,0.2,0,0,0,
2.345,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1.2,1.2,3.4,0,-0.05,-0.02,0.2,-0.1,0.3,0,0,0,
2.349,399.248,87.003,-176.67,-135.524,-60.7982,-52.495,1,1.4,3.8,0.01,-0.05,-0.01,0.1,-0.1,0.3,0,0,0,
2.354,399.247,87.004,-176.672,-135.525,-60.7976,-52.4937,0.6,1.1,4,0,-0.05,-0.03,0,0,0.1,0,0,0,
2.357,399.247,87.004,-176.672,-135.525,-60.7976,-52.4937,0.4,1.2,3.9,0,-0.05,-0.03,0,0,0.2,0,0,0,
2.361,399.247,87.004,-176.672,-135.525,-60.7976,-52.4937,0.5,1.2,3.9,0,-0.05,-0.03,0.1,-0.1,0.3,0,0,0,
2.365,399.25,87.004,-176.666,-135.523,-60.7982,-52.4952,1.3,1.3,3.4,0,-0.04,-0.02,0.2,0,0.3,0,0,0,
2.369,399.25,87.004,-176.666,-135.523,-60.7982,-52.4952,1.4,1.3,3.3,0,-0.05,-0.02,0.1,-0.1,0.2,0,0,0,
2.373,399.25,87.004,-176.666,-135.523,-60.7982,-52.4952,1.2,1.2,3.6,0,-0.05,-0.03,0.2,0,0.3,0,0,0,
2.377,399.25,87.004,-176.666,-135.523,-60.7982,-52.4952,1.1,1.3,3.4,0,-0.04,-0.03,0.2,-0.1,0.3,0,0,0,
