time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
55.611,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.4,-3.2,0,-0.04,-0.06,-0.09,0.2,0,0.4,0,0,0,
55.615,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.8,-3.3,-0.2,-0.04,-0.05,-0.1,0.2,0,0.4,0,0,0,
55.618,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.8,-3.3,-0.3,-0.04,-0.04,-0.09,0.2,0,0.4,0,0,0,
55.622,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.6,-3.2,-0.1,-0.04,-0.06,-0.09,0.2,-0.1,0.3,0,0,0,
55.626,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.3,-3.1,0,-0.03,-0.05,-0.09,0.1,-0.1,0.3,0,0,0,
55.63,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.4,-3,-0.2,-0.03,-0.05,-0.09,0.1,-0.1,0.4,0,0,0,
55.634,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.4,-2.9,-0.2,-0.03,-0.04,-0.08,0.1,-0.2,0.3,0,0,0,
55.638,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.2,-3,-0.1,-0.03,-0.05,-0.09,0.2,-0.2,0.2,0,0,0,
55.642,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.2,-3,-0.1,-0.03,-0.05,-0.09,0.1,-0.2,0.3,0,0,0,
55.646,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.2,-2.9,-0.1,-0.03,-0.04,-0.08,0.1,-0.1,0.4,0,0,0,
55.65,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.5,-2.8,0,-0.03,-0.06,-0.08,0.1,-0.1,0.3,0,0,0,
55.654,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.5,-2.9,-0.1,-0.03,-0.05,-0.09,0.1,-0.1,0.3,0,0,0,
55.658,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.3,-2.7,-0.2,-0.03,-0.04,-0.08,0.1,-0.1,0.4,0,0,0,
55.662,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.1,-2.6,-0.4,-0.03,-0.04,-0.07,0.2,-0.1,0.4,0,0,0,
55.666,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3,-2.7,-0.2,-0.03,-0.04,-0.08,0.1,-0.1,0.4,0,0,0,
55.67,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.9,-2.7,0,-0.03,-0.04,-0.08,0.3,-0.1,0.5,0,0,0,
55.674,399.252,87,-176.672,-135.524,-60.7984,-52.4954,2.8,-2.7,0,-0.03,-0.04,-0.08,0.3,-0.2,0.5,0,0,0,
55.678,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3,-2.7,-0.1,-0.03,-0.04,-0.08,0.2,-0.2,0.3,0,0,0,
55.682,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.3,-2.7,0,-0.03,-0.06,-0.08,0.2,-0.2,0.3,0,0,0,
55.687,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.4,-2.6,0,-0.03,-0.05,-0.07,0.2,-0.2,0.3,0,0,0,
55.69,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.2,-2.6,0,-0.03,-0.05,-0.07,0.2,-0.2,0.4,0,0,0,
55.695,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.6,-2.6,-0.1,-0.03,-0.05,-0.07,0.1,-0.1,0.3,0,0,0,
55.698,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.5,-2.6,-0.1,-0.03,-0.05,-0.07,0,0,0.2,0,0,0,
55.702,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.2,-2.7,-0.1,-0.03,-0.04,-0.08,0.1,-0.1,0.3,0,0,0,
55.706,399.252,87,-176.672,-135.524,-60.7984,-52.4954,3.2,-2.9,0,-0.03,-0.06,-0.08,0.2,-0.2,0.3,0,0,0,
