time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
41.865,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,0.5,-3.2,4.3,-0.03,-0.09,-0.16,0.2,-0.2,0.5,0,0,0,
41.868,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,0.5,-3.1,4,-0.03,-0.09,-0.16,0.1,-0.2,0.3,0,0,0,
41.872,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,0.3,-3.2,4.2,-0.03,-0.09,-0.16,0.2,-0.2,0.3,0,0,0,
41.876,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,0,-3.1,4.4,-0.03,-0.09,-0.16,0.2,-0.1,0.3,0,0,0,
41.88,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.1,-3.2,4.4,-0.03,-0.09,-0.16,0.3,-0.1,0.4,0,0,0,
41.884,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.1,-3.1,4.5,-0.02,-0.1,-0.17,0.1,-0.2,0.3,0,0,0,
41.888,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.2,-3.3,4.9,-0.03,-0.11,-0.18,0.1,-0.2,0.3,0,0,0,
41.892,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.1,-3.4,5,-0.03,-0.11,-0.18,0,-0.3,0.3,0,0,0,
41.896,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,0,-3.2,4.8,-0.03,-0.1,-0.17,0,-0.2,0.3,0,0,0,
41.9,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.4,-3.2,4.8,-0.03,-0.1,-0.17,0.1,-0.2,0.3,0,0,0,
41.904,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.5,-2.9,4.8,-0.02,-0.1,-0.17,0.1,-0.3,0.5,0,0,0,
41.908,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.4,-3,4.8,-0.02,-0.1,-0.16,0.2,-0.3,0.5,0,0,0,
41.912,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.4,-3,4.8,-0.02,-0.1,-0.16,0.2,-0.2,0.5,0,0,0,
41.916,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.3,-2.6,4.4,-0.02,-0.09,-0.15,0.1,-0.1,0.4,0,0,0,
41.92,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.4,-2.6,4.2,-0.02,-0.09,-0.15,0.1,0,0.3,0,0,0,
41.924,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.5,-2.7,4.5,-0.02,-0.1,-0.15,0.2,0,0.5,0,0,0,
41.928,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.3,-2.8,4.4,-0.02,-0.09,-0.16,0.2,0,0.4,0,0,0,
41.932,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.4,-2.8,4.3,-0.02,-0.09,-0.16,0.1,-0.2,0.2,0,0,0,
41.936,399.25,87.003,-176.678,-135.524,-60.7973,-52.4954,-0.3,-2.8,4.4,-0.02,-0.09,-0.16,0.1,-0.1,0.3,0,0,0,
