time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
38.388,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.5,-0.3,-1.4,0,-0.12,0.02,0.3,-0.1,0.3,0,0,0,
38.392,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.4,-0.7,-1.4,0,-0.12,0.01,0.2,-0.2,0.4,0,0,0,
38.396,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.6,-0.5,-1.4,0,-0.12,0.02,0.2,-0.2,0.4,0,0,0,
38.4,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.7,-0.4,-1.4,0,-0.12,0.02,0.2,-0.1,0.4,0,0,0,
38.404,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.5,-0.4,-1.3,0,-0.12,0.02,0.2,-0.2,0.4,0,0,0,
38.408,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.7,-0.1,-1.3,0,-0.12,0.02,0.2,-0.2,0.4,0,0,0,
38.412,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.7,-0.1,-1.3,0,-0.12,0.03,0.1,-0.2,0.4,0,0,0,
38.416,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.8,-0.1,-1.3,0,-0.12,0.02,0.1,-0.2,0.3,0,0,0,
38.42,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.7,-0.1,-1.5,0,-0.12,0.03,0.1,-0.1,0.3,0,0,0,
38.424,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.5,0,-1.3,0,-0.12,0.02,0.2,0,0.3,0,0,0,
38.428,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.4,-0.1,-1.2,0,-0.12,0.02,0.2,0,0.3,0,0,0,
38.432,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.2,-0.1,-0.9,0,-0.13,0.03,0.2,0,0.3,0,0,0,
38.436,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.1,0,-1.1,0,-0.12,0.02,0.2,-0.1,0.3,0,0,0,
38.44,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.1,-0.2,-0.9,0,-0.13,0.02,0.1,-0.1,0.3,0,0,0,
38.444,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6,-0.3,-0.8,0,-0.13,0.02,0.1,-0.2,0.3,0,0,0,
38.448,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.1,-0.3,-0.9,0,-0.13,0.02,0.1,-0.2,0.4,0,0,0,
38.452,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6,-0.4,-1,0,-0.13,0.02,0.2,-0.1,0.3,0,0,0,
38.456,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6,-0.2,-1.1,0,-0.12,0.02,0.1,-0.2,0.3,0,0,0,
38.46,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.3,-0.1,-1.4,0,-0.12,0.02,0.1,-0.2,0.3,0,0,0,
38.464,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.7,-0.3,-1.6,0,-0.12,0.02,0.1,-0.2,0.3,0,0,0,
38.468,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.1,-0.4,-1.2,0,-0.12,0.02,0.2,-0.1,0.3,0,0,0,
38.472,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.1,-0.4,-1.2,0,-0.13,0.02,0.2,-0.1,0.3,0,0,0,
38.476,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.8,-0.6,-1,0,-0.14,0.01,0.3,-0.2,0.4,0,0,0,
38.48,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.5,-0.5,-0.8,0,-0.14,0.01,0.2,-0.3,0.4,0,0,0,
38.484,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.4,-0.5,-0.9,0,-0.14,0.01,0.1,-0.2,0.3,0,0,0,
38.488,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.4,-0.5,-0.9,0,-0.14,0.01,0.2,-0.1,0.3,0,0,0,
38.492,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.5,-0.5,-1,0,-0.14,0.01,0.2,-0.1,0.3,0,0,0,
38.496,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.7,-0.6,-0.7,0,-0.14,0,0.1,0,0.4,0,0,0,
38.5,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.3,-0.5,-0.5,0,-0.14,0.01,0.1,-0.2,0.4,0,0,0,
38.504,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.4,-0.7,-0.5,0,-0.14,0,0.2,-0.2,0.4,0,0,0,
38.508,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.4,-0.7,-0.6,0,-0.14,0,0.1,-0.2,0.4,0,0,0,
38.512,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.7,-0.5,-1,0,-0.14,0.01,0.1,-0.2,0.4,0,0,0,
38.516,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.9,-0.5,-1.1,0,-0.14,0.01,0.2,-0.1,0.3,0,0,0,
38.52,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.7,-0.4,-1,0,-0.14,0.01,0.2,-0.1,0.3,0,0,0,
38.524,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.3,-0.5,-0.3,0,-0.14,0,0.2,-0.1,0.3,0,0,0,
38.528,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.3,-0.6,-0.4,0,-0.14,0,0.2,-0.1,0.3,0,0,0,
38.532,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.3,-0.6,-0.3,0,-0.14,0,0.2,-0.1,0.3,0,0,0,
38.536,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.1,-0.5,-0.1,0,-0.15,0.01,0.1,0,0.5,0,0,0,
38.54,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,5.8,-0.5,-0.3,0,-0.14,0.01,0.1,-0.2,0.4,0,0,0,
38.544,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,5.9,-0.3,-0.4,0,-0.14,0.01,0.1,-0.1,0.5,0,0,0,
38.548,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6,-0.3,-0.5,0,-0.14,0.01,0.1,-0.1,0.3,0,0,0,
38.552,399.279,87.006,-176.654,-135.515,-60.7973,-52.5023,6.1,-0.6,-0.8,0,-0.13,0,0.2,-0.1,0.5,0,0,0,
