time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
29.024,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.1,-3.1,0.1,-0.03,-0.05,-0.09,0,-0.2,0.2,0,0,0,
29.027,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.2,-3,0.1,-0.03,-0.06,-0.08,0,-0.2,0.3,0,0,0,
29.032,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.3,-2.9,0,-0.03,-0.06,-0.08,0,-0.1,0.2,0,0,0,
29.035,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.3,-2.7,0,-0.03,-0.06,-0.08,0,0,0.3,0,0,0,
29.039,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3,-3,0,-0.03,-0.05,-0.09,0,-0.1,0.2,0,0,0,
29.043,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.7,-2.9,0.1,-0.03,-0.05,-0.09,0,0,0.2,0,0,0,
29.047,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.5,-3.2,0.1,-0.04,-0.06,-0.09,0,-0.2,0.2,0,0,0,
29.052,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.7,-3.1,0,-0.03,-0.05,-0.09,0.1,-0.1,0.3,0,0,0,
29.055,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.6,-3,-0.1,-0.03,-0.05,-0.09,0.1,0,0.2,0,0,0,
29.059,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.6,-3,-0.2,-0.03,-0.04,-0.08,0.1,-0.1,0.2,0,0,0,
29.063,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.6,-3,0,-0.03,-0.05,-0.09,0,-0.1,0.1,0,0,0,
29.067,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.7,-3,-0.2,-0.03,-0.05,-0.09,0,-0.1,0.3,0,0,0,
29.072,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.1,-3.2,-0.1,-0.03,-0.05,-0.09,0.1,-0.1,0.3,0,0,0,
29.075,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.3,-3.2,-0.4,-0.04,-0.04,-0.09,0,0,0.2,0,0,0,
29.079,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.5,-3.4,-0.3,-0.04,-0.05,-0.1,0,0,0.2,0,0,0,
29.084,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.1,-3.4,-0.2,-0.04,-0.05,-0.1,0,0,0.2,0,0,0,
29.087,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.7,-3.1,-0.2,-0.03,-0.04,-0.09,0,-0.2,0.3,0,0,0,
29.092,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.9,-3.1,-0.1,-0.03,-0.05,-0.09,0.1,-0.1,0.3,0,0,0,
29.095,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.8,-3.1,-0.1,-0.03,-0.05,-0.09,0,-0.2,0.2,0,0,0,
29.099,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.8,-3,-0.2,-0.03,-0.04,-0.09,0,-0.1,0.1,0,0,0,
29.104,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.5,-3.1,-0.2,-0.03,-0.04,-0.09,0,-0.1,0.2,0,0,0,
29.107,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.8,-3.3,-0.3,-0.04,-0.04,-0.09,0.1,-0.1,0.2,0,0,0,
29.112,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.8,-3.3,-0.3,-0.04,-0.04,-0.1,0.1,-0.1,0.2,0,0,0,
29.115,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.3,-3.2,-0.4,-0.04,-0.04,-0.09,0.1,0,0.1,0,0,0,
29.119,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,2.9,-3.2,-0.2,-0.04,-0.04,-0.09,0,-0.1,0.1,0,0,0,
29.124,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.4,-3.2,-0.5,-0.03,-0.04,-0.09,0,-0.1,0.1,0,0,0,
29.127,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.4,-3.4,-0.4,-0.04,-0.04,-0.09,0,0,0.2,0,0,0,
29.132,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.6,-3.2,-0.4,-0.03,-0.04,-0.09,0,-0.1,0.1,0,0,0,
29.135,399.249,86.993,-176.671,-135.523,-60.7974,-52.4985,3.6,-3.5,-0.6,-0.04,-0.04,-0.09,0,0,0.2,0,0,0,
