time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
34.424,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0.6,-0.1,4,0,-0.07,-0.07,0.1,-0.4,0.4,0,0,0,
34.428,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0.6,-0.1,4,0,-0.07,-0.07,0.2,-0.3,0.5,0,0,0,
34.432,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0.7,-0.1,4,0,-0.07,-0.06,0.1,-0.2,0.4,0,0,0,
34.436,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0.6,-0.3,4.3,0,-0.08,-0.07,0.1,-0.2,0.4,0,0,0,
34.44,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0.6,-0.1,4.3,0,-0.08,-0.07,0,-0.3,0.5,0,0,0,
34.444,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-0.1,-0.2,4.3,0,-0.08,-0.07,0.2,-0.3,0.6,0,0,0,
34.448,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0,-0.3,4.5,0,-0.07,-0.08,0.1,-0.3,0.5,0,0,0,
34.452,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0,-0.3,4.5,0,-0.07,-0.08,0,-0.2,0.3,0,0,0,
34.456,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0.2,-0.2,4.6,0,-0.07,-0.08,0,-0.3,0.3,0,0,0,
34.46,399.252,87,-176.672,-135.524,-60.7984,-52.4954,0,-0.1,4.4,0,-0.07,-0.08,0,-0.4,0.4,0,0,0,
34.464,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-0.1,-0.2,4.5,0,-0.07,-0.08,0,-0.3,0.5,0,0,0,
34.468,399.252,87,-176.672,-135.524,-60.7984,-52.4954,-0.3,-0.2,4.4,0,-0.07,-0.08,0.1,-0.2,0.3,0,0,0,
