time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
38.084,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,1.1,-1.6,0.6,-0.02,-0.04,-0.04,0.1,-0.2,0.3,0,0,0,
38.088,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,1.6,-1.5,0.3,-0.02,-0.04,-0.04,0.1,-0.2,0.3,0,0,0,
38.092,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,1.4,-1.7,0.5,-0.02,-0.04,-0.05,0.1,-0.2,0.3,0,0,0,
38.096,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,1.2,-1.9,0.9,-0.02,-0.05,-0.06,0.2,-0.1,0.3,0,0,0,
38.1,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,1,-2.3,1.3,-0.03,-0.07,-0.07,0.1,-0.2,0.3,0,0,0,
38.104,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.7,-2.4,1.6,-0.02,-0.07,-0.08,0.2,-0.1,0.3,0,0,0,
38.108,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.5,-2.4,1.8,-0.02,-0.07,-0.08,0.1,0,0.4,0,0,0,
38.112,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.5,-2.2,2.1,-0.02,-0.09,-0.08,0.2,0,0.3,0,0,0,
38.116,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.5,-2.2,2.1,-0.02,-0.08,-0.08,0.2,-0.1,0.3,0,0,0,
38.12,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.8,-2,1.8,-0.02,-0.08,-0.08,0.2,0,0.3,0,0,0,
38.124,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,1,-2,1.7,-0.02,-0.07,-0.07,0.2,0,0.3,0,0,0,
38.128,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.7,-1.9,1.7,-0.02,-0.07,-0.06,0.2,-0.1,0.3,0,0,0,
38.132,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.3,-1.9,1.7,-0.02,-0.07,-0.06,0.2,-0.2,0.4,0,0,0,
38.136,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.1,-1.7,1.8,-0.02,-0.07,-0.06,0.2,-0.1,0.3,0,0,0,
