time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
64.8,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.7,-0.6,-0.9,0,-0.14,0.01,0.1,-0.1,0.5,0,0,0,
64.804,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.8,-0.5,-1.2,0,-0.13,0.02,0,0,0.5,0,0,0,
64.808,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.6,-0.5,-1.2,0,-0.12,0.01,0.1,-0.2,0.4,0,0,0,
64.812,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.9,-0.6,-1.3,0,-0.12,0.01,0.1,-0.1,0.5,0,0,0,
64.816,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.5,-0.5,-1.1,0,-0.12,0.01,0.1,-0.2,0.3,0,0,0,
64.82,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.7,-0.5,-1,0,-0.13,0.02,0.1,-0.2,0.3,0,0,0,
64.824,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.6,-0.4,-0.9,0,-0.13,0.02,0.2,-0.1,0.3,0,0,0,
64.829,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.7,-0.3,-1.2,0,-0.13,0.02,0.2,-0.2,0.4,0,0,0,
64.832,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.3,-0.4,-0.8,0,-0.14,0.01,0.2,-0.2,0.4,0,0,0,
64.836,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.2,-0.4,-0.8,0,-0.14,0.01,0.1,-0.1,0.5,0,0,0,
64.84,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.4,-0.3,-0.9,0,-0.14,0.02,0.1,-0.2,0.4,0,0,0,
64.844,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.4,-0.2,-0.9,0,-0.14,0.02,0.1,-0.2,0.4,0,0,0,
64.848,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.1,-0.3,-0.6,0,-0.14,0.02,0.1,-0.1,0.3,0,0,0,
64.852,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.4,-0.5,-0.9,0,-0.13,0.02,0.1,-0.2,0.2,0,0,0,
64.856,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.5,-0.5,-1.1,0,-0.13,0.02,0.1,-0.1,0.3,0,0,0,
64.86,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,7,-0.4,-1.3,0,-0.13,0.02,0.1,-0.2,0.4,0,0,0,
64.864,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.8,-0.5,-1.4,0,-0.13,0.02,0.1,-0.3,0.4,0,0,0,
64.868,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.8,-0.6,-1.4,0,-0.12,0.01,0.1,-0.2,0.4,0,0,0,
64.872,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.7,-0.6,-1.3,0,-0.12,0.01,0,-0.1,0.4,0,0,0,
64.876,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.8,-0.6,-1.2,0,-0.13,0.02,0.1,-0.2,0.4,0,0,0,
64.881,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.7,-0.4,-1.5,0,-0.12,0.02,0.1,-0.1,0.3,0,0,0,
64.884,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.9,-0.5,-1.7,0,-0.12,0.02,0.1,-0.2,0.4,0,0,0,
64.888,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.8,-0.4,-1.8,0,-0.12,0.02,0.1,-0.2,0.4,0,0,0,
64.892,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.8,-0.3,-1.5,0,-0.12,0.02,0.1,-0.2,0.4,0,0,0,
64.896,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,7.1,-0.4,-1.5,0,-0.13,0.02,0,-0.1,0.4,0,0,0,
64.9,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,7.1,-0.4,-1.5,0,-0.13,0.02,0,0,0.5,0,0,0,
64.904,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.9,-0.3,-1.3,0,-0.13,0.02,0.1,-0.1,0.3,0,0,0,
64.908,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6,-0.4,-0.5,0,-0.14,0.01,0,-0.2,0.3,0,0,0,
64.912,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.2,-0.6,-0.5,0,-0.14,0.01,0.1,-0.2,0.3,0,0,0,
64.916,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.2,-0.3,-0.6,0,-0.14,0.02,0.1,-0.1,0.5,0,0,0,
64.92,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.8,-0.3,-0.8,0,-0.14,0.02,0.1,-0.2,0.3,0,0,0,
64.925,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.9,-0.3,-0.8,0,-0.14,0.01,0.1,-0.1,0.3,0,0,0,
64.929,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.4,-0.4,-0.5,0,-0.14,0.02,0,-0.1,0.4,0,0,0,
64.933,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.4,-0.5,-0.5,0,-0.14,0.01,0,-0.1,0.4,0,0,0,
64.937,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.6,-0.5,-0.9,0,-0.14,0.01,0.1,-0.1,0.3,0,0,0,
64.94,399.284,87.011,-176.658,-135.517,-60.7976,-52.4979,6.5,-0.6,-0.8,0,-0.14,0.01,0.1,-0.1,0.3,0,0,0,
