time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
23.619,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.2,0.5,0.5,0,-0.02,0,0.2,-0.2,0.2,0,0,0,
23.622,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.1,0.3,0.5,0,-0.02,0,0.2,-0.2,0.2,0,0,0,
23.626,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.1,0.3,0.7,0,-0.02,0,0.2,-0.2,0.2,0,0,0,
23.63,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.2,0.4,0.5,0,-0.02,0,0.3,-0.1,0.2,0,0,0,
23.634,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.3,0.4,0.4,0,-0.01,0,0.2,-0.2,0.2,0,0,0,
23.638,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0,0.3,0.5,0,-0.02,0,0.2,-0.2,0.2,0,0,0,
23.642,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.5,0.6,0.7,0,-0.02,0,0.3,-0.1,0.3,0,0,0,
23.646,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.1,0.5,0.6,0,-0.02,0,0.3,-0.2,0.2,0,0,0,
23.65,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.1,0.3,0.4,0,-0.02,0,0.3,-0.2,0.2,0,0,0,
23.654,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.5,0.3,0.4,0,-0.02,0,0.3,-0.2,0.2,0,0,0,
23.658,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.2,0.5,0.7,0,-0.02,0,0.4,-0.3,0.3,0,0,0,
23.662,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.4,0.6,0.4,0,-0.02,0,0.4,-0.3,0.3,0,0,0,
23.666,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.1,0.4,0.3,0,-0.01,0,0.3,-0.3,0.3,0,0,0,
23.67,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.5,0.3,0.5,0,-0.02,0,0.2,-0.2,0.2,0,0,0,
23.674,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.7,0.4,0.6,0,-0.01,0,0.3,-0.1,0.2,0,0,0,
23.678,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,-0.4,0.2,0.7,0,-0.02,0,0.3,-0.2,0.2,0,0,0,
23.682,399.248,87.001,-176.67,-135.524,-60.7984,-52.4953,0.1,0.1,0.3,0,-0.02,0,0.3,-0.2,0.2,0,0,0,
