time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
24.547,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,5.9,-0.4,-1.2,0,-0.11,0,0.2,-0.1,0.3,0,0,0
24.552,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,5.5,-0.4,-1.5,0,-0.11,0,0,-0.2,0.3,0,0,0
24.555,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.2,-0.2,-1.5,0,-0.11,0,0.1,0,0.4,0,0,0
24.559,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.3,-0.2,-1.9,0,-0.11,0.01,0.1,0,0.3,0,0,0
24.563,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,7,-0.4,-1.7,0,-0.11,0,0.2,0,0.2,0,0,0
24.567,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.1,-0.4,-1.6,0,-0.11,0,0.1,-0.1,0.2,0,0,0
24.571,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.8,-0.6,-1.6,0,-0.11,0,0.2,0,0.3,0,0,0
24.575,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.4,-0.6,-1.5,0,-0.11,0,0.1,0,0.4,0,0,0
24.579,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.3,-0.7,-1.6,0,-0.11,0,0.2,0,0.2,0,0,0
24.583,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.2,-0.7,-1.1,0,-0.12,0,0.1,-0.1,0.2,0,0,0
24.587,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,5.9,-0.8,-1.3,0,-0.12,0,0.1,-0.1,0.2,0,0,0
24.591,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.4,-0.8,-1.3,-0.01,-0.11,0,0.1,-0.1,0.3,0,0,0
24.595,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,5.8,-0.8,-1.1,-0.01,-0.13,0,0,-0.2,0.2,0,0,0
24.599,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.8,-0.6,-1.7,0,-0.11,0,0.1,-0.1,0.2,0,0,0
24.603,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,5.9,-0.6,-1,0,-0.12,0,0.1,-0.1,0.2,0,0,0
24.607,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,5.9,-0.5,-1.1,0,-0.12,0,0.1,-0.1,0.2,0,0,0
24.611,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,7.1,-0.4,-1.6,0,-0.11,0,0.1,-0.1,0.2,0,0,0
24.615,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.1,-0.7,-1.2,0,-0.12,0,0.1,-0.1,0.3,0,0,0
24.619,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.7,-0.6,-1.1,0,-0.12,0,0.1,-0.1,0.3,0,0,0
24.623,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6,-0.7,-0.8,-0.01,-0.13,0,0.1,-0.1,0.3,0,0,0
24.627,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,7.4,-0.8,-1.5,0,-0.12,0,0,-0.1,0.3,0,0,0
24.631,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.9,-0.6,-1,0,-0.14,0,0.1,-0.1,0.3,0,0,0
24.635,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,7.6,-0.6,-1.7,0,-0.12,0,0.1,-0.1,0.3,0,0,0
24.639,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,8.5,-0.3,-2.2,0,-0.12,0.02,0.1,-0.1,0.3,0,0,0
24.643,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,7.3,-0.3,-1.5,0,-0.12,0.01,0.1,-0.1,0.2,0,0,0
24.647,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,7.7,-0.3,-1.8,0,-0.12,0.01,0.2,-0.1,0.2,0,0,0
24.651,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,7.4,-0.5,-1.2,0,-0.13,0,0.2,-0.1,0.2,0,0,0
24.655,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,7,-0.4,-1.4,0,-0.12,0.01,0.1,-0.1,0.2,0,0,0
24.659,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,7.9,-0.4,-1.5,0,-0.13,0,0.1,-0.1,0.2,0,0,0
24.663,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,6.6,-0.3,-1.5,-0.01,-0.13,0.01,0.1,-0.1,0.3,0,0,0
24.667,399.277,87.009,-176.659,-135.514,-60.7963,-52.5023,7.7,-0.2,-1.9,-0.01,-0.12,0.01,0.3,-0.1,0.3,0,0,0
