time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
15.005,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,5.9,-0.6,-2.4,0,-0.08,0.01,0.3,-0.3,0.3,0,0,0
15.009,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,6.1,-0.5,-2.1,0,-0.09,0,0.2,-0.1,0.3,0,0,0
15.013,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,6.6,-0.4,-2.6,0,-0.08,0.01,0.2,-0.3,0.2,0,0,0
15.017,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,5.7,-0.6,-2.5,-0.02,-0.07,0.01,0.1,-0.3,0.2,0,0,0
15.021,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,4.3,-0.6,-1.6,-0.01,-0.09,0,0.2,-0.4,0.3,0,0,0
15.025,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,4.2,-0.7,-0.8,0,-0.11,0,0.2,-0.4,0.3,0,0,0
15.029,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,5.5,-0.8,-1.1,0,-0.11,0,0.1,-0.3,0.3,0,0,0
15.033,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,7.2,-0.6,-2,0,-0.1,0,0.3,-0.4,0.3,0,0,0
15.037,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,7.2,-0.5,-2.7,0,-0.09,0,0.3,-0.3,0.3,0,0,0
15.041,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,5.8,-0.4,-2.2,0,-0.08,0.01,0.3,-0.2,0.4,0,0,0
15.045,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,4.9,-0.6,-1.4,-0.01,-0.1,0.01,0.4,-0.2,0.3,0,0,0
15.049,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,5.1,-0.8,-0.9,-0.01,-0.11,0,0.3,-0.1,0.3,0,0,0
15.054,399.279,87.008,-176.654,-135.517,-60.7984,-52.4993,6.6,-0.8,-0.9,0,-0.12,0,0.2,-0.2,0.4,0,0,0
