time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
25.338,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.1,-1.7,1.6,-0.02,-0.08,-0.06,0.1,-0.2,0.4,0,0,0,
25.341,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.3,-1.8,1.5,-0.01,-0.07,-0.06,0.2,-0.3,0.6,0,0,0,
25.345,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.4,-1.7,1.2,-0.01,-0.07,-0.06,0.2,-0.3,0.5,0,0,0,
25.349,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1,-1.6,1.1,-0.02,-0.06,-0.05,0.2,-0.2,0.5,0,0,0,
25.353,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.3,-1.7,1,-0.01,-0.05,-0.06,0.3,-0.1,0.4,0,0,0,
25.357,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.7,-1.8,0.7,-0.02,-0.05,-0.06,0.3,-0.3,0.4,0,0,0,
25.361,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,0.8,-1.8,1.1,-0.02,-0.05,-0.06,0.4,-0.3,0.3,0,0,0,
25.366,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.3,-2.1,1,-0.03,-0.06,-0.07,0.2,-0.2,0.3,0,0,0,
25.369,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.2,-2,0.8,-0.03,-0.06,-0.07,0.2,-0.1,0.4,0,0,0,
25.373,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,0.6,-2,1,-0.03,-0.06,-0.07,0.3,-0.1,0.4,0,0,0,
25.377,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.1,-2.1,1,-0.03,-0.06,-0.07,0.4,-0.2,0.6,0,0,0,
25.381,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1,-2.1,1.1,-0.03,-0.06,-0.07,0.2,-0.1,0.4,0,0,0,
25.385,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.1,-2.2,1.2,-0.03,-0.07,-0.07,0.2,-0.1,0.4,0,0,0,
25.389,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.4,-2,0.9,-0.03,-0.06,-0.07,0.2,-0.2,0.5,0,0,0,
25.393,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,0.6,-2.1,1.3,-0.03,-0.06,-0.07,0.3,-0.1,0.4,0,0,0,
25.397,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,0.3,-2.1,1.2,-0.03,-0.06,-0.07,0.3,-0.1,0.4,0,0,0,
25.401,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,0.4,-2.1,1.6,-0.03,-0.07,-0.07,0.3,-0.1,0.4,0,0,0,
25.405,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1,-1.9,1.4,-0.03,-0.07,-0.07,0.3,-0.2,0.5,0,0,0,
25.409,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.3,-1.9,1.3,-0.03,-0.07,-0.07,0.2,-0.2,0.3,0,0,0,
25.413,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.8,-1.9,0.9,-0.02,-0.07,-0.06,0.2,-0.2,0.5,0,0,0,
25.417,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.4,-1.9,1.4,-0.03,-0.07,-0.07,0.2,-0.2,0.5,0,0,0,
25.421,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.9,-1.9,1.5,-0.03,-0.08,-0.06,0.3,-0.3,0.4,0,0,0,
25.425,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.1,-1.8,1.2,-0.03,-0.08,-0.06,0.2,-0.1,0.4,0,0,0,
25.429,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.7,-1.7,1.4,-0.03,-0.08,-0.06,0.2,0,0.4,0,0,0,
25.433,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.8,-1.7,1.6,-0.03,-0.08,-0.06,0.3,-0.1,0.5,0,0,0,
25.437,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.3,-1.6,1.2,-0.02,-0.07,-0.05,0.3,-0.2,0.5,0,0,0,
25.441,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.9,-1.5,1,-0.02,-0.07,-0.05,0.1,-0.2,0.4,0,0,0,
25.445,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.6,-1.7,1.2,-0.01,-0.07,-0.06,0.3,-0.1,0.4,0,0,0,
25.449,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,3.1,-1.8,0.9,-0.01,-0.07,-0.06,0.2,-0.2,0.2,0,0,0,
25.453,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.5,-1.7,1.1,-0.02,-0.07,-0.05,0.2,-0.3,0.4,0,0,0,
25.457,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.3,-1.5,1.3,-0.01,-0.07,-0.06,0.2,-0.3,0.5,0,0,0,
25.461,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.8,-1.5,1.1,-0.01,-0.07,-0.06,0.2,-0.3,0.5,0,0,0,
25.465,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.7,-1.7,1,-0.02,-0.07,-0.05,0.2,-0.3,0.4,0,0,0,
25.469,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.2,-1.6,1.4,-0.02,-0.07,-0.05,0.2,-0.1,0.4,0,0,0,
25.473,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.7,-1.7,1.6,-0.03,-0.08,-0.06,0.3,-0.1,0.4,0,0,0,
25.477,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2,-1.7,1.7,-0.01,-0.07,-0.06,0.3,-0.1,0.4,0,0,0,
25.481,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.3,-1.6,1,-0.02,-0.06,-0.05,0.3,-0.2,0.5,0,0,0,
25.485,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.7,-1.7,1.3,-0.01,-0.07,-0.06,0.2,-0.2,0.5,0,0,0,
25.489,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.2,-1.6,1.4,-0.01,-0.07,-0.06,0.3,-0.1,0.4,0,0,0,
25.493,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.8,-1.8,1.6,-0.01,-0.07,-0.07,0.4,-0.1,0.3,0,0,0,
25.497,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.1,-1.8,1.6,-0.01,-0.08,-0.07,0.1,-0.2,0.3,0,0,0,
25.501,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.9,-1.8,1.8,-0.01,-0.07,-0.07,0.1,-0.2,0.3,0,0,0,
25.505,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.3,-1.8,1.3,-0.01,-0.07,-0.07,0.3,-0.3,0.3,0,0,0,
25.509,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.6,-1.5,1.3,-0.01,-0.07,-0.05,0.2,-0.3,0.5,0,0,0,
25.513,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.4,-1.5,1.6,0,-0.07,-0.06,0.1,-0.2,0.5,0,0,0,
25.517,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.3,-1.7,1.2,-0.01,-0.07,-0.07,0.1,-0.2,0.6,0,0,0,
25.522,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2,-1.6,1.3,-0.01,-0.07,-0.06,0.2,-0.1,0.4,0,0,0,
25.525,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.8,-1.7,1.4,-0.01,-0.07,-0.07,0.1,-0.2,0.3,0,0,0,
25.529,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.3,-1.6,1.7,0,-0.07,-0.06,0,-0.2,0.2,0,0,0,
25.533,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,1.9,-1.6,1.6,0,-0.07,-0.06,0,-0.2,0.2,0,0,0,
25.537,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.6,-1.5,1.4,0,-0.07,-0.06,0.1,-0.3,0.4,0,0,0,
25.541,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.9,-1.5,1,0,-0.07,-0.05,0.3,-0.3,0.3,0,0,0,
25.545,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.6,-1.4,1,-0.01,-0.07,-0.05,0.3,-0.2,0.5,0,0,0,
25.549,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.3,-1.6,1.2,-0.01,-0.07,-0.06,0.1,-0.2,0.4,0,0,0,
25.553,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.8,-1.8,0.9,-0.01,-0.06,-0.06,0.2,-0.2,0.3,0,0,0,
25.557,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,3,-1.8,1,-0.01,-0.07,-0.06,0.2,-0.2,0.5,0,0,0,
25.561,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,3.1,-1.8,0.9,-0.01,-0.07,-0.06,0.3,-0.3,0.3,0,0,0,
25.565,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.8,-1.7,0.9,-0.01,-0.07,-0.06,0.3,-0.1,0.4,0,0,0,
25.569,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.3,-2,1.5,-0.02,-0.07,-0.07,0.3,-0.3,0.3,0,0,0,
25.573,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.8,-2,1.4,-0.02,-0.07,-0.07,0.2,-0.1,0.4,0,0,0,
25.577,399.253,87.003,-176.672,-135.524,-60.7982,-52.4951,2.9,-2,1.3,-0.03,-0.08,-0.06,0.1,-0.1,0.4,0,0,0,
25.581,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,2.3,-2.1,1.6,-0.02,-0.08,-0.08,0.1,-0.3,0.4,0,0,0,
25.585,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,2.7,-1.9,1.4,-0.02,-0.07,-0.07,0.1,-0.2,0.4,0,0,0,
25.589,399.258,87.005,-176.674,-135.523,-60.798,-52.4947,2.4,-1.7,1.2,-0.01,-0.07,-0.06,0.1,-0.2,0.4,0,0,0,
