time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
43.819,399.265,87,-176.658,-135.527,-60.8021,-52.4917,6.7,-0.9,-1.2,-0.01,-0.11,0,0,-0.2,0.1,0,0,0
43.823,399.265,87,-176.658,-135.527,-60.8021,-52.4917,6.1,-0.9,-1.4,0,-0.11,0,0.1,-0.2,0.2,0,0,0
43.827,399.265,87,-176.658,-135.527,-60.8021,-52.4917,7.4,-0.7,-2.2,0,-0.1,0,0.1,-0.2,0.1,0,0,0
43.831,399.265,87,-176.658,-135.527,-60.8021,-52.4917,7,-0.9,-1.7,0,-0.11,0,0,-0.2,0.1,0,0,0
43.835,399.265,87,-176.658,-135.527,-60.8021,-52.4917,6.9,-0.7,-2.2,-0.01,-0.1,0.01,0,-0.1,0.1,0,0,0
43.839,399.265,87,-176.658,-135.527,-60.8021,-52.4917,7.7,-0.4,-2.5,0,-0.1,0.02,0,-0.1,0.1,0,0,0
43.843,399.265,87,-176.658,-135.527,-60.8021,-52.4917,8.2,-0.7,-2.2,0,-0.11,0,0,-0.2,0.1,0,0,0
43.847,399.265,87,-176.658,-135.527,-60.8021,-52.4917,7.5,-0.8,-1.6,0,-0.11,0,0,-0.2,0,0,0,0
43.851,399.265,87,-176.658,-135.527,-60.8021,-52.4917,6.3,-0.6,-1.5,0,-0.11,0.01,0,-0.2,0.1,0,0,0
43.855,399.265,87,-176.658,-135.527,-60.8021,-52.4917,7.3,-0.6,-2.2,0,-0.09,0.01,0,-0.2,0,0,0,0
43.859,399.265,87,-176.658,-135.527,-60.8021,-52.4917,8,-0.7,-2,0,-0.11,0,0,-0.1,0.2,0,0,0
43.863,399.265,87,-176.658,-135.527,-60.8021,-52.4917,6.8,-0.9,-1.2,-0.01,-0.11,0,0,-0.2,0,0,0,0
43.875,399.265,87,-176.658,-135.527,-60.8021,-52.4917,9,-1.1,-2.2,0,-0.11,0,0,-0.2,0.1,0,0,0
43.879,399.265,87,-176.658,-135.527,-60.8021,-52.4917,8.5,-1,-2.2,0,-0.11,0,0,-0.1,0.1,0,0,0
43.883,399.265,87,-176.658,-135.527,-60.8021,-52.4917,9.2,-0.9,-2.8,0,-0.1,0,0,-0.2,0.1,0,0,0
43.887,399.265,87,-176.658,-135.527,-60.8021,-52.4917,9.5,-0.8,-2.5,0,-0.11,0.01,0,-0.2,0.1,0,0,0
43.891,399.265,87,-176.658,-135.527,-60.8021,-52.4917,8.4,-0.7,-1.7,0,-0.11,0,0,-0.3,0,0,0,0
43.895,399.265,87,-176.658,-135.527,-60.8021,-52.4917,7.6,-0.6,-1.8,0,-0.11,0.01,0,-0.2,0,0,0,0
43.899,399.265,87,-176.658,-135.527,-60.8021,-52.4917,8.5,-0.6,-2.6,0,-0.09,0.01,0,-0.2,0.1,0,0,0
43.903,399.265,87,-176.658,-135.527,-60.8021,-52.4917,9.3,-0.5,-3.2,0,-0.09,0.02,0,-0.2,0.1,0,0,0
43.907,399.265,87,-176.658,-135.527,-60.8021,-52.4917,9.2,-0.7,-2.9,0,-0.09,0.01,0,-0.3,0,0,0,0
43.911,399.265,87,-176.658,-135.527,-60.8021,-52.4917,7.8,-0.8,-2,0,-0.11,0,0,-0.2,0.1,0,0,0
43.915,399.265,87,-176.658,-135.527,-60.8021,-52.4917,7.5,-0.6,-2.4,0,-0.09,0.01,0,-0.2,0.1,0,0,0
43.919,399.265,87,-176.658,-135.527,-60.8021,-52.4917,8.7,-0.6,-2.9,0,-0.09,0.01,0,-0.2,0.1,0,0,0
43.923,399.265,87,-176.658,-135.527,-60.8021,-52.4917,8,-0.7,-2.1,0,-0.1,0,0,-0.2,0.1,0,0,0
43.927,399.265,87,-176.658,-135.527,-60.8021,-52.4917,7.9,-0.9,-2.2,0,-0.1,0,0,-0.2,0.1,0,0,0
43.931,399.265,87,-176.658,-135.527,-60.8021,-52.4917,9.4,-0.8,-2.9,0,-0.1,0,0,-0.2,0.1,0,0,0
43.935,399.265,87,-176.658,-135.527,-60.8021,-52.4917,9.7,-0.7,-2.7,0,-0.1,0,0,-0.2,0.2,0,0,0
43.939,399.265,87,-176.658,-135.527,-60.8021,-52.4917,8.1,-0.8,-1.9,0,-0.11,0,0,-0.1,0.1,0,0,0
43.943,399.265,87,-176.658,-135.527,-60.8021,-52.4917,7.6,-0.7,-2.1,0,-0.1,0,0.1,-0.1,0.1,0,0,0
43.947,399.265,87,-176.658,-135.527,-60.8021,-52.4917,8.8,-0.8,-2.7,0,-0.09,0.01,0,-0.2,0.1,0,0,0
43.951,399.265,87,-176.658,-135.527,-60.8021,-52.4917,8.8,-1.2,-2.3,0,-0.1,0,0,-0.1,0.1,0,0,0
43.955,399.265,87,-176.658,-135.527,-60.8021,-52.4917,7,-1.2,-1.8,0,-0.1,0,0,-0.1,0.1,0,0,0
43.959,399.265,87,-176.658,-135.527,-60.8021,-52.4917,6.3,-1.2,-1.6,0,-0.1,0,0.1,-0.1,0.1,0,0,0
