px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
399.75,85.633,-176.062,-134.987,-60.881,-53.052,0.712,-2.825,3.732,-0.022,-0.065,-0.152,607.384,70.824,-229.966,-0.997,20.122,-4.18
398.836,85.62,-173.363,-135.916,-60.775,-52.218,-0.03,-3.345,4.119,-0.033,-0.079,-0.17,606.072,70.716,-228.755,-1.233,20.531,-4.238
399.679,85.372,-175.476,-135.043,-60.87,-53.022,-0.168,-2.918,4.415,-0.018,-0.079,-0.157,607.281,70.49,-229.482,-1.007,20.15,-4.202
398.913,85.342,-173.181,-135.829,-60.782,-52.312,-0.307,-2.712,4.269,-0.019,-0.08,-0.151,606.181,70.389,-228.44,-1.209,20.495,-4.248
399.642,85.139,-174.943,-135.089,-60.863,-52.988,-0.05,-2.732,3.908,-0.024,-0.067,-0.146,607.223,70.223,-229.026,-1.018,20.171,-4.213
398.994,85.122,-172.953,-135.765,-60.79,-52.378,0.092,-3.135,4.159,-0.024,-0.08,-0.164,606.287,70.146,-228.107,-1.192,20.466,-4.253
399.592,84.918,-174.464,-135.128,-60.862,-52.966,0.407,-2.813,4.057,-0.016,-0.077,-0.151,607.154,69.952,-228.603,-1.03,20.186,-4.228
399.003,84.866,-172.677,-135.72,-60.8,-52.434,0.125,-2.909,4.225,-0.02,-0.081,-0.159,606.315,69.831,-227.75,-1.185,20.443,-4.268
399.55,84.665,-173.967,-135.151,-60.865,-52.958,0.013,-2.793,4.301,-0.019,-0.076,-0.152,607.102,69.643,-228.129,-1.041,20.193,-4.245
399.027,84.605,-172.352,-135.678,-60.809,-52.486,0.376,-2.605,4.171,-0.019,-0.085,-0.147,606.356,69.523,-227.346,-1.177,20.422,-4.28
399.487,84.407,-173.542,-135.185,-60.865,-52.948,0.351,-2.958,4.243,-0.02,-0.083,-0.157,607.022,69.306,-227.749,-1.052,20.205,-4.268
399.094,84.396,-172.287,-135.678,-60.803,-52.5,0.146,-2.807,4.388,-0.021,-0.09,-0.157,606.415,69.267,-227.297,-1.172,20.426,-4.292
399.859,84.472,-173.797,-135.223,-60.821,-52.851,0.312,-2.981,4.554,-0.019,-0.096,-0.157,607.37,69.623,-228.161,-1.03,20.248,-4.197
399.672,84.493,-173.174,-135.742,-60.739,-52.385,0.073,-2.73,4.215,-0.015,-0.088,-0.147,606.947,69.608,-228.424,-1.144,20.492,-4.223
400.307,84.346,-174.824,-135.428,-60.753,-52.697,0.291,-3.137,4.418,-0.019,-0.089,-0.164,607.698,69.402,-229.622,-1.047,20.368,-4.227
400.195,84.393,-174.315,-135.901,-60.673,-52.261,-0.186,-3.061,4.635,-0.024,-0.095,-0.161,607.368,69.458,-229.935,-1.147,20.594,-4.239
400.893,84.304,-175.846,-135.597,-60.684,-52.543,0.245,-2.832,4.058,-0.017,-0.076,-0.15,608.182,69.388,-231.035,-1.05,20.476,-4.222
400.878,84.357,-175.438,-136.027,-60.602,-52.146,0.327,-2.963,4.153,-0.024,-0.092,-0.156,607.962,69.464,-231.395,-1.135,20.687,-4.228
401.606,84.302,-176.989,-135.749,-60.596,-52.397,0.382,-2.859,4.268,-0.018,-0.089,-0.154,608.79,69.459,-232.592,-1.032,20.59,-4.202
401.748,84.392,-176.659,-136.142,-60.519,-52.025,0.238,-3.119,4.402,-0.024,-0.094,-0.165,608.744,69.6,-232.97,-1.109,20.785,-4.2
402.58,84.389,-178.108,-135.879,-60.515,-52.255,0.022,-2.92,4.295,-0.021,-0.086,-0.158,609.674,69.677,-234.078,-1.013,20.691,-4.166
402.784,84.464,-177.861,-136.255,-60.439,-51.899,0.476,-2.927,4.136,-0.018,-0.092,-0.158,609.695,69.802,-234.515,-1.086,20.88,-4.163
403.574,84.432,-179.282,-136.023,-60.432,-52.105,0.204,-3.075,4.214,-0.02,-0.087,-0.162,610.569,69.83,-235.644,-0.999,20.799,-4.136
403.8,84.48,-179.128,-136.387,-60.359,-51.767,0.452,-3.123,4.189,-0.024,-0.095,-0.165,610.616,69.905,-236.151,-1.07,20.982,-4.14
