px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
400.422,86.28,-177.678,-135.03,-60.858,-52.959,2.86,-1.821,0.401,-0.013,-0.045,-0.054,608.042,71.677,-231.694,-0.994,20.153,-4.124
399.57,86.328,-175.178,-135.959,-60.746,-52.106,1.148,-1.598,1.146,-0.018,-0.073,-0.054,606.791,71.699,-230.697,-1.225,20.566,-4.162
400.499,86.191,-177.416,-135.102,-60.847,-52.885,1.28,-1.265,0.122,-0.011,-0.02,-0.032,608.089,71.619,-231.555,-1.009,20.186,-4.117
399.77,86.196,-175.286,-135.883,-60.755,-52.175,2.51,-1.854,0.3,-0.022,-0.057,-0.059,607.025,71.576,-230.681,-1.206,20.532,-4.157
400.574,86.064,-177.211,-135.158,-60.841,-52.834,0.695,-1.563,0.962,-0.019,-0.048,-0.052,608.14,71.487,-231.44,-1.023,20.211,-4.121
399.984,86.06,-175.409,-135.833,-60.761,-52.223,2.465,-1.319,-0.401,-0.018,-0.037,-0.031,607.26,71.431,-230.724,-1.193,20.51,-4.158
400.661,85.934,-177.047,-135.202,-60.837,-52.8,3.468,-1.748,0.112,-0.013,-0.045,-0.053,608.208,71.331,-231.343,-1.036,20.229,-4.129
400.172,85.934,-175.463,-135.791,-60.767,-52.262,0.624,-2.099,1.675,-0.021,-0.074,-0.078,607.467,71.307,-230.708,-1.183,20.491,-4.156
400.826,85.792,-176.917,-135.239,-60.835,-52.771,1.055,-1.559,0.528,-0.021,-0.037,-0.046,608.357,71.168,-231.268,-1.047,20.245,-4.137
400.348,85.756,-175.47,-135.763,-60.773,-52.298,3.208,-1.687,-0.112,-0.017,-0.045,-0.051,607.653,71.089,-230.663,-1.178,20.477,-4.166
400.909,85.652,-176.759,-135.262,-60.833,-52.752,0.777,-1.626,1.316,-0.016,-0.053,-0.056,608.43,71.019,-231.146,-1.053,20.254,-4.14
400.524,85.639,-175.478,-135.728,-60.776,-52.323,1.819,-1.581,0.136,-0.023,-0.046,-0.046,607.845,70.998,-230.62,-1.168,20.462,-4.158
401.027,85.509,-176.673,-135.281,-60.829,-52.731,1.915,-1.736,0.673,-0.014,-0.046,-0.057,608.541,70.89,-231.093,-1.056,20.264,-4.136
400.69,85.498,-175.616,-135.713,-60.774,-52.333,0.663,-1.5,0.596,-0.018,-0.05,-0.043,608.017,70.876,-230.741,-1.162,20.458,-4.152
401.117,85.384,-176.965,-135.356,-60.81,-52.672,3.24,-1.396,-0.657,-0.015,-0.029,-0.036,608.59,70.737,-231.531,-1.066,20.304,-4.146
400.821,85.394,-176.215,-135.758,-60.761,-52.306,2.755,-2.312,0.635,-0.027,-0.065,-0.071,608.121,70.725,-231.431,-1.167,20.483,-4.166
401.388,85.33,-177.567,-135.405,-60.799,-52.63,1.33,-1.823,1.298,-0.02,-0.066,-0.061,608.837,70.675,-232.223,-1.075,20.329,-4.149
401.249,85.344,-176.984,-135.799,-60.742,-52.27,1.706,-1.734,0.5,-0.023,-0.055,-0.049,608.521,70.675,-232.302,-1.166,20.511,-4.166
401.794,85.283,-178.274,-135.49,-60.77,-52.556,2.548,-1.726,0.056,-0.019,-0.046,-0.047,609.194,70.621,-233.113,-1.081,20.379,-4.153
401.682,85.285,-177.785,-135.866,-60.716,-52.219,2.463,-1.954,0.663,-0.018,-0.059,-0.062,608.912,70.592,-233.252,-1.169,20.552,-4.174
402.285,85.232,-179.066,-135.587,-60.737,-52.475,1.059,-1.632,1.111,-0.017,-0.057,-0.056,609.628,70.556,-234.114,-1.089,20.437,-4.159
402.267,85.256,-178.697,-135.943,-60.678,-52.15,2.243,-1.252,-0.18,-0.017,-0.036,-0.032,609.447,70.575,-234.359,-1.166,20.606,-4.171
402.848,85.311,-180.007,-135.689,-60.684,-52.375,2.148,-1.71,0.738,-0.015,-0.05,-0.057,610.125,70.687,-235.318,-1.082,20.509,-4.145
402.896,85.427,-179.753,-136.034,-60.627,-52.052,0.085,-1.606,1.461,-0.019,-0.059,-0.055,610.015,70.826,-235.659,-1.157,20.673,-4.149
403.548,85.498,-180.984,-135.807,-60.64,-52.245,2.063,-1.508,0.142,-0.021,-0.04,-0.043,610.762,70.971,-236.558,-1.088,20.582,-4.12
403.678,85.634,-180.709,-136.12,-60.587,-51.944,2.847,-1.546,0.539,-0.019,-0.06,-0.051,610.749,71.158,-236.825,-1.155,20.731,-4.116
404.409,85.726,-181.865,-135.899,-60.597,-52.137,0.922,-1.849,0.981,-0.021,-0.06,-0.057,611.57,71.309,-237.665,-1.086,20.644,-4.091
404.701,85.887,-181.634,-136.186,-60.546,-51.861,2.469,-1.184,-0.703,-0.01,-0.026,-0.025,611.728,71.515,-237.937,-1.147,20.783,-4.087
405.471,86.007,-182.696,-135.964,-60.557,-52.042,2.522,-1.366,0.574,-0.011,-0.048,-0.045,612.593,71.739,-238.676,-1.077,20.694,-4.05
405.797,86.181,-182.492,-136.234,-60.511,-51.776,0.633,-1.619,0.826,-0.02,-0.053,-0.05,612.795,71.976,-238.945,-1.135,20.824,-4.041
406.595,86.288,-183.527,-136.033,-60.523,-51.948,3.094,-1.807,-0.323,-0.019,-0.04,-0.05,613.679,72.151,-239.681,-1.074,20.742,-4.014
406.893,86.427,-183.35,-136.289,-60.476,-51.695,2.349,-1.89,0.239,-0.022,-0.047,-0.062,613.858,72.354,-239.958,-1.128,20.867,-4.004
407.641,86.474,-184.415,-136.109,-60.48,-51.847,1.579,-1.604,0.6,-0.017,-0.048,-0.054,614.678,72.47,-240.777,-1.067,20.799,-3.978
407.923,86.5,-184.361,-136.379,-60.43,-51.601,0.916,-1.724,0.764,-0.021,-0.057,-0.053,614.829,72.492,-241.202,-1.123,20.931,-3.987
408.578,86.504,-185.439,-136.226,-60.426,-51.733,3.482,-1.782,-0.453,-0.019,-0.043,-0.051,615.54,72.548,-242.086,-1.066,20.878,-3.966
