px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
399.791,86.838,-176.224,-135.012,-60.861,-52.994,0.186,-0.312,4.445,-0.0,-0.073,-0.071,607.414,72.168,-230.209,-0.99,20.144,-4.142
398.903,86.866,-173.637,-135.898,-60.757,-52.183,0.518,-0.323,4.301,-0.002,-0.068,-0.073,606.148,72.161,-229.048,-1.212,20.536,-4.181
399.733,86.809,-175.653,-135.086,-60.858,-52.937,-0.337,-0.475,4.827,-0.002,-0.079,-0.079,607.325,72.096,-229.745,-1.012,20.173,-4.156
399.016,86.853,-173.436,-135.819,-60.774,-52.256,0.414,-0.474,4.43,-0.001,-0.067,-0.075,606.299,72.142,-228.702,-1.198,20.497,-4.181
399.707,86.791,-175.122,-135.134,-60.859,-52.895,0.256,-0.515,4.735,-0.001,-0.08,-0.082,607.283,72.062,-229.275,-1.03,20.19,-4.163
399.088,86.828,-173.212,-135.766,-60.783,-52.311,0.394,-0.329,4.462,-0.002,-0.069,-0.072,606.394,72.096,-228.384,-1.187,20.471,-4.185
399.687,86.767,-174.653,-135.167,-60.857,-52.87,1.146,-0.337,4.194,0.001,-0.071,-0.074,607.248,72.014,-228.855,-1.04,20.204,-4.17
399.139,86.802,-172.957,-135.72,-60.79,-52.361,0.512,-0.465,4.365,-0.001,-0.07,-0.076,606.464,72.042,-228.053,-1.177,20.45,-4.191
399.701,86.753,-174.225,-135.193,-60.854,-52.852,0.233,-0.414,4.486,-0.002,-0.074,-0.077,607.25,71.981,-228.467,-1.046,20.215,-4.177
399.229,86.768,-172.697,-135.683,-60.797,-52.4,0.694,-0.443,4.039,-0.002,-0.066,-0.073,606.57,71.989,-227.728,-1.169,20.432,-4.195
399.698,86.72,-173.81,-135.211,-60.852,-52.84,0.57,-0.634,4.245,-0.001,-0.072,-0.079,607.238,71.933,-228.082,-1.05,20.223,-4.181
399.252,86.732,-172.425,-135.658,-60.798,-52.428,0.317,-0.512,4.408,-0.004,-0.072,-0.075,606.601,71.935,-227.419,-1.162,20.422,-4.199
399.684,86.685,-173.4,-135.23,-60.85,-52.825,0.451,-0.556,4.426,-0.006,-0.074,-0.077,607.215,71.887,-227.703,-1.055,20.231,-4.185
399.285,86.691,-172.089,-135.628,-60.805,-52.46,0.704,-0.089,4.202,0.001,-0.063,-0.063,606.647,71.876,-227.028,-1.157,20.406,-4.204
399.706,86.648,-172.941,-135.237,-60.853,-52.824,0.101,-0.443,4.517,-0.003,-0.073,-0.075,607.235,71.823,-227.245,-1.061,20.232,-4.193
399.404,86.642,-171.767,-135.61,-60.807,-52.479,0.496,-0.313,4.372,-0.001,-0.075,-0.072,606.774,71.82,-226.676,-1.152,20.398,-4.205
399.748,86.564,-172.681,-135.284,-60.842,-52.79,0.231,-0.359,4.93,-0.002,-0.09,-0.077,607.252,71.713,-227.074,-1.068,20.256,-4.201
399.509,86.605,-171.789,-135.649,-60.784,-52.435,0.088,-0.42,4.652,0.001,-0.076,-0.079,606.853,71.825,-226.807,-1.147,20.428,-4.193
