px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
399.686,86.939,-177.396,-135.035,-60.853,-52.947,-0.135,-0.089,0.578,-0.001,-0.033,-0.005,607.302,72.367,-231.433,-0.991,20.158,-4.115
398.792,87.043,-174.837,-135.964,-60.741,-52.093,0.203,-0.246,0.775,-0.007,-0.028,-0.023,606.011,72.447,-230.374,-1.223,20.571,-4.152
399.62,86.967,-177.061,-135.112,-60.841,-52.871,-0.094,-0.156,0.811,-0.003,-0.038,-0.01,607.204,72.413,-231.228,-1.008,20.194,-4.112
398.871,87.024,-174.891,-135.893,-60.749,-52.161,-0.348,-0.12,0.78,-0.004,-0.023,-0.02,606.12,72.42,-230.315,-1.205,20.54,-4.152
399.551,86.939,-176.76,-135.172,-60.836,-52.822,-0.317,-0.057,0.706,-0.002,-0.032,-0.008,607.109,72.362,-231.019,-1.024,20.219,-4.121
398.898,87.024,-174.889,-135.836,-60.757,-52.208,-0.077,-0.135,0.771,-0.007,-0.023,-0.02,606.174,72.443,-230.218,-1.191,20.514,-4.144
399.477,86.915,-176.552,-135.218,-60.831,-52.777,-0.306,0.035,0.665,-0.001,-0.03,-0.003,607.017,72.344,-230.884,-1.036,20.239,-4.121
398.872,86.961,-175.144,-135.837,-60.752,-52.212,0.266,-0.185,0.814,-0.005,-0.031,-0.023,606.142,72.366,-230.487,-1.187,20.518,-4.148
399.583,86.993,-176.856,-135.255,-60.812,-52.706,-0.363,0.135,0.919,0.0,-0.033,-0.003,607.108,72.568,-231.283,-1.034,20.266,-4.081
399.299,87.023,-175.728,-135.784,-60.748,-52.221,0.712,-0.102,0.51,-0.003,-0.029,-0.014,606.597,72.579,-231.01,-1.166,20.501,-4.103
399.939,86.833,-177.367,-135.335,-60.808,-52.675,-0.081,0.068,0.646,-0.002,-0.027,-0.007,607.423,72.25,-231.908,-1.058,20.297,-4.127
399.653,86.836,-176.482,-135.84,-60.744,-52.221,0.447,-0.084,0.415,-0.002,-0.027,-0.012,606.915,72.202,-231.849,-1.182,20.524,-4.158
400.221,86.742,-178.124,-135.439,-60.785,-52.6,-0.049,-0.29,0.635,-0.007,-0.032,-0.016,607.648,72.089,-232.861,-1.075,20.351,-4.15
399.94,86.764,-177.487,-135.915,-60.717,-52.168,-0.648,-0.16,0.83,-0.006,-0.024,-0.021,607.154,72.085,-233.018,-1.186,20.569,-4.172
400.488,86.677,-179.121,-135.566,-60.748,-52.498,-0.225,0.196,0.726,0.001,-0.029,-0.004,607.844,71.982,-234.115,-1.09,20.422,-4.164
400.317,86.713,-178.65,-136.005,-60.679,-52.099,0.422,-0.126,0.663,-0.004,-0.031,-0.023,607.472,71.999,-234.391,-1.188,20.628,-4.183
400.942,86.719,-180.264,-135.676,-60.692,-52.4,-0.158,0.128,0.672,0.001,-0.03,-0.003,608.225,72.041,-235.538,-1.084,20.499,-4.16
400.914,86.785,-179.885,-136.079,-60.623,-52.028,0.226,-0.11,0.625,-0.003,-0.031,-0.015,608.01,72.121,-235.858,-1.17,20.692,-4.169
401.573,86.756,-181.381,-135.781,-60.641,-52.303,-0.283,-0.243,0.955,-0.006,-0.038,-0.012,608.788,72.107,-236.918,-1.08,20.572,-4.153
401.6,86.803,-181.047,-136.162,-60.58,-51.955,0.086,-0.137,0.94,-0.007,-0.038,-0.02,608.639,72.148,-237.236,-1.165,20.751,-4.167
402.249,86.783,-182.452,-135.893,-60.596,-52.197,0.153,-0.069,0.957,-0.003,-0.041,-0.011,609.398,72.167,-238.245,-1.083,20.642,-4.146
402.293,86.82,-182.16,-136.254,-60.541,-51.863,0.156,-0.153,0.991,-0.006,-0.041,-0.018,609.276,72.208,-238.565,-1.167,20.811,-4.156
402.93,86.778,-183.498,-136.007,-60.557,-52.094,-0.043,-0.039,0.711,-0.002,-0.033,-0.009,610.013,72.17,-239.537,-1.092,20.71,-4.146
403.017,86.813,-183.255,-136.339,-60.503,-51.789,0.136,-0.021,0.647,-0.004,-0.033,-0.014,609.944,72.207,-239.864,-1.167,20.867,-4.156
403.651,86.796,-184.543,-136.108,-60.513,-51.997,0.45,0.268,0.517,0.001,-0.029,0.003,610.672,72.229,-240.823,-1.093,20.776,-4.136
403.762,86.83,-184.376,-136.428,-60.458,-51.703,0.097,-0.2,0.638,-0.006,-0.032,-0.021,610.63,72.266,-241.212,-1.162,20.93,-4.145
404.382,86.794,-185.628,-136.218,-60.467,-51.901,0.115,-0.401,0.801,-0.008,-0.038,-0.02,611.333,72.231,-242.164,-1.095,20.847,-4.136
404.534,86.837,-185.538,-136.518,-60.413,-51.62,-0.074,0.04,0.594,-0.003,-0.031,-0.012,611.341,72.295,-242.602,-1.16,20.993,-4.14
405.119,86.831,-186.758,-136.32,-60.419,-51.797,0.325,-0.137,0.629,-0.005,-0.035,-0.012,612.005,72.329,-243.546,-1.093,20.917,-4.12
405.172,86.869,-186.634,-136.607,-60.369,-51.535,0.469,-0.045,0.79,-0.006,-0.045,-0.012,611.92,72.363,-243.923,-1.157,21.055,-4.131
405.713,86.858,-187.809,-136.427,-60.375,-51.703,0.381,-0.262,0.594,-0.006,-0.036,-0.016,612.531,72.358,-244.848,-1.097,20.986,-4.122
405.828,86.919,-187.756,-136.698,-60.324,-51.449,0.142,-0.035,0.88,-0.005,-0.045,-0.015,612.514,72.445,-245.275,-1.154,21.119,-4.123
406.374,86.917,-188.901,-136.527,-60.327,-51.603,0.249,0.02,0.838,-0.003,-0.041,-0.006,613.127,72.474,-246.186,-1.095,21.054,-4.107
406.497,86.956,-188.87,-136.79,-60.281,-51.361,0.151,-0.088,0.482,-0.004,-0.033,-0.014,613.122,72.517,-246.616,-1.152,21.182,-4.114
407.017,86.949,-189.969,-136.634,-60.283,-51.505,0.259,-0.008,0.604,-0.001,-0.036,-0.006,613.702,72.527,-247.505,-1.098,21.124,-4.103
407.137,86.997,-189.967,-136.883,-60.236,-51.273,0.656,-0.165,0.958,-0.006,-0.052,-0.019,613.698,72.59,-247.947,-1.151,21.246,-4.106
407.646,86.998,-191.035,-136.733,-60.236,-51.408,-0.092,-0.042,0.934,-0.005,-0.043,-0.008,614.266,72.619,-248.815,-1.097,21.191,-4.092
407.789,87.037,-191.051,-136.972,-60.192,-51.188,0.19,-0.12,0.909,-0.009,-0.044,-0.021,614.289,72.663,-249.256,-1.149,21.308,-4.098
408.3,87.049,-192.074,-136.831,-60.192,-51.314,-0.455,-0.249,1.015,-0.01,-0.046,-0.019,614.856,72.708,-250.092,-1.098,21.257,-4.083
408.438,87.091,-192.107,-137.062,-60.148,-51.098,-0.087,-0.246,0.894,-0.007,-0.04,-0.022,614.878,72.766,-250.54,-1.147,21.371,-4.086
408.911,87.095,-193.108,-136.933,-60.146,-51.215,0.142,-0.044,0.713,-0.004,-0.038,-0.013,615.399,72.793,-251.373,-1.099,21.325,-4.073
409.045,87.132,-193.159,-137.154,-60.104,-51.012,0.427,-0.014,0.617,-0.005,-0.039,-0.013,615.422,72.837,-251.819,-1.146,21.434,-4.079
409.522,87.145,-194.124,-137.027,-60.103,-51.125,0.325,-0.116,0.6,-0.005,-0.038,-0.012,615.949,72.883,-252.621,-1.098,21.389,-4.064
409.666,87.201,-194.204,-137.238,-60.06,-50.925,0.31,-0.293,0.861,-0.011,-0.047,-0.025,615.986,72.966,-253.083,-1.142,21.495,-4.063
