px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
400.448,87.211,-178.372,-135.098,-60.844,-52.909,-2.44,0.424,2.51,0.007,-0.029,-0.004,608.032,72.568,-232.514,-1.005,20.187,-4.136
399.367,87.122,-175.898,-136.042,-60.728,-52.028,2.507,0.807,-0.729,-0.002,0.002,0.005,606.548,72.505,-231.569,-1.24,20.608,-4.161
400.204,87.232,-178.268,-135.187,-60.839,-52.833,-0.975,0.571,1.555,0.004,-0.021,-0.001,607.752,72.562,-232.54,-1.032,20.223,-4.147
399.855,87.362,-176.475,-135.963,-60.706,-52.04,1.176,0.966,-0.457,-0.004,0.001,0.018,607.067,72.989,-232.097,-1.194,20.595,-4.089
401.118,87.366,-178.837,-135.275,-60.794,-52.719,-0.219,0.459,1.394,0.01,-0.023,-0.002,608.617,72.835,-233.333,-1.026,20.285,-4.109
400.991,87.328,-177.445,-135.979,-60.696,-52.059,0.499,0.935,-0.164,-0.004,0.001,0.017,608.182,72.837,-233.111,-1.192,20.607,-4.121
402.154,87.385,-179.562,-135.375,-60.775,-52.635,0.746,0.921,0.95,0.013,-0.016,0.015,609.605,72.831,-234.237,-1.046,20.334,-4.119
402.09,87.37,-178.432,-135.998,-60.686,-52.047,-0.237,0.549,1.103,-0.003,-0.023,-0.005,609.267,72.865,-234.147,-1.192,20.62,-4.125
403.196,87.459,-180.375,-135.462,-60.754,-52.556,0.909,0.43,0.165,0.003,-0.001,0.006,610.603,72.908,-235.215,-1.059,20.379,-4.12
403.209,87.481,-179.444,-136.018,-60.672,-52.025,-0.283,0.273,0.59,-0.012,-0.01,-0.01,610.372,73.001,-235.219,-1.187,20.637,-4.118
404.227,87.529,-181.309,-135.559,-60.729,-52.468,0.616,0.64,0.487,-0.002,-0.013,0.008,611.584,72.98,-236.338,-1.073,20.432,-4.122
404.235,87.559,-180.622,-136.075,-60.647,-51.971,-0.26,0.72,0.603,-0.005,-0.011,0.002,611.362,73.094,-236.533,-1.188,20.674,-4.115
405.133,87.634,-182.44,-135.675,-60.691,-52.357,-0.272,0.71,0.892,0.003,-0.011,0.011,612.427,73.12,-237.716,-1.082,20.5,-4.114
405.148,87.669,-181.918,-136.157,-60.613,-51.903,1.031,0.779,-0.043,-0.0,-0.006,0.006,612.223,73.196,-238.021,-1.189,20.727,-4.118
406.024,87.781,-183.658,-135.794,-60.646,-52.243,2.003,0.612,0.597,0.008,-0.023,0.005,613.249,73.3,-239.199,-1.088,20.573,-4.107
406.127,87.807,-183.275,-136.244,-60.573,-51.82,-1.292,0.543,1.453,-0.002,-0.025,-0.004,613.146,73.362,-239.589,-1.188,20.786,-4.111
406.986,87.875,-184.97,-135.925,-60.603,-52.13,0.901,0.725,0.162,-0.0,-0.007,0.016,614.137,73.389,-240.79,-1.1,20.649,-4.112
407.033,87.915,-184.691,-136.348,-60.528,-51.727,0.067,0.424,0.822,-0.003,-0.02,-0.004,613.987,73.487,-241.252,-1.189,20.854,-4.108
407.764,87.972,-186.311,-136.066,-60.55,-52.002,0.577,0.431,0.226,0.0,-0.007,0.005,614.831,73.503,-242.446,-1.107,20.736,-4.109
407.797,87.97,-186.1,-136.46,-60.48,-51.631,-0.663,0.56,0.863,-0.007,-0.016,0.003,614.679,73.538,-242.924,-1.192,20.926,-4.111
408.445,87.983,-187.645,-136.201,-60.5,-51.885,1.4,0.368,0.146,-0.003,-0.014,0.005,615.43,73.508,-244.08,-1.115,20.819,-4.113
408.429,87.946,-187.484,-136.579,-60.433,-51.538,0.006,0.554,0.967,0.001,-0.024,-0.003,615.233,73.477,-244.579,-1.197,21.001,-4.123
409.013,87.922,-188.948,-136.34,-60.452,-51.78,-0.359,0.489,0.987,-0.0,-0.017,0.003,615.911,73.387,-245.682,-1.127,20.902,-4.133
408.95,87.876,-188.789,-136.691,-60.39,-51.459,0.735,0.573,0.473,-0.002,-0.017,0.0,615.678,73.338,-246.14,-1.203,21.072,-4.144
409.438,87.846,-190.143,-136.472,-60.407,-51.685,2.036,0.486,-0.183,0.003,-0.008,0.006,616.253,73.231,-247.161,-1.138,20.98,-4.157
409.417,87.797,-190.022,-136.803,-60.348,-51.384,-0.296,0.736,0.745,-0.001,-0.016,0.009,616.07,73.179,-247.621,-1.21,21.141,-4.169
409.911,87.737,-191.328,-136.599,-60.362,-51.593,-0.315,0.622,0.877,0.003,-0.018,0.009,616.644,73.055,-248.625,-1.148,21.057,-4.179
409.818,87.582,-191.212,-136.92,-60.31,-51.316,-0.087,0.584,1.029,-0.0,-0.024,-0.002,616.393,72.835,-249.059,-1.222,21.209,-4.207
410.212,87.484,-192.449,-136.735,-60.325,-51.515,0.667,0.331,0.812,0.0,-0.026,-0.006,616.859,72.642,-250.014,-1.168,21.132,-4.226
410.113,87.38,-192.399,-137.043,-60.27,-51.239,0.932,0.543,0.761,-0.001,-0.03,-0.0,616.607,72.516,-250.506,-1.236,21.281,-4.243
410.53,87.34,-193.629,-136.872,-60.279,-51.416,0.177,0.595,0.694,0.0,-0.017,0.006,617.089,72.423,-251.488,-1.18,21.213,-4.25
410.509,87.316,-193.578,-137.15,-60.225,-51.157,0.045,0.547,0.884,-0.003,-0.026,-0.0,616.93,72.418,-251.935,-1.239,21.35,-4.254
410.935,87.3,-194.717,-136.983,-60.235,-51.329,0.626,0.567,0.506,0.002,-0.017,0.005,617.42,72.346,-252.83,-1.187,21.283,-4.263
410.927,87.281,-194.673,-137.248,-60.187,-51.082,0.188,0.417,0.591,-0.004,-0.02,-0.002,617.282,72.343,-253.253,-1.246,21.412,-4.267
411.339,87.284,-195.749,-137.087,-60.199,-51.241,0.219,0.435,1.114,0.0,-0.032,-0.003,617.76,72.318,-254.088,-1.196,21.345,-4.268
411.357,87.286,-195.723,-137.338,-60.152,-51.001,1.115,0.428,0.086,-0.006,-0.015,0.003,617.655,72.357,-254.506,-1.251,21.468,-4.266
411.798,87.346,-196.781,-137.189,-60.158,-51.143,1.205,0.375,0.523,0.004,-0.026,-0.004,618.155,72.415,-255.353,-1.201,21.41,-4.26
411.888,87.396,-196.804,-137.427,-60.112,-50.914,-0.552,0.641,1.374,0.002,-0.034,0.005,618.126,72.507,-255.805,-1.252,21.529,-4.257
412.348,87.45,-197.829,-137.282,-60.118,-51.052,0.748,0.551,1.124,0.004,-0.035,-0.007,618.646,72.561,-256.623,-1.204,21.471,-4.25
412.427,87.518,-197.817,-137.499,-60.071,-50.831,0.718,0.827,1.485,0.029,-0.093,0.052,618.615,72.71,-257.012,-1.247,21.583,-4.234
412.892,87.581,-198.769,-137.359,-60.076,-50.964,0.418,0.682,1.235,0.04,-0.063,0.063,619.136,72.776,-257.768,-1.199,21.528,-4.228
413.072,87.636,-198.758,-137.566,-60.035,-50.761,0.631,0.514,1.15,0.003,-0.036,-0.001,619.214,72.881,-258.13,-1.243,21.632,-4.22
413.652,87.698,-199.657,-137.424,-60.044,-50.893,0.572,0.495,0.949,0.005,-0.034,0.006,619.853,72.948,-258.821,-1.198,21.574,-4.213
413.968,87.741,-199.642,-137.619,-60.008,-50.703,0.19,0.41,0.527,-0.014,-0.019,-0.004,620.074,73.031,-259.15,-1.242,21.669,-4.209
414.659,87.79,-200.508,-137.481,-60.02,-50.835,1.526,0.558,0.375,0.002,-0.029,0.009,620.824,73.076,-259.805,-1.2,21.611,-4.204
415.077,87.823,-200.515,-137.663,-59.988,-50.658,0.397,0.935,1.018,0.004,-0.032,0.006,621.153,73.14,-260.132,-1.243,21.699,-4.202
415.858,87.872,-201.357,-137.529,-60.0,-50.785,0.461,0.59,0.976,0.001,-0.034,0.009,621.994,73.187,-260.767,-1.202,21.642,-4.197
416.355,87.893,-201.345,-137.701,-59.973,-50.622,0.725,0.575,1.161,0.001,-0.038,-0.004,622.407,73.221,-261.046,-1.245,21.723,-4.2
