px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
400.884,85.502,-177.795,-135.008,-60.878,-53.004,1.534,-2.788,-0.21,-0.026,0.014,-0.088,608.516,70.799,-231.736,-1.002,20.132,-4.152
400.026,85.411,-175.274,-135.954,-60.771,-52.151,3.232,-0.73,-1.002,-0.005,-0.029,-0.007,607.253,70.616,-230.726,-1.243,20.548,-4.209
400.922,85.237,-177.54,-135.092,-60.871,-52.936,4.382,0.167,-0.611,0.004,-0.002,0.017,608.519,70.495,-231.607,-1.025,20.167,-4.165
400.289,85.291,-175.448,-135.876,-60.778,-52.219,4.535,0.127,-0.37,-0.003,-0.062,0.024,607.551,70.516,-230.779,-1.222,20.514,-4.201
401.141,85.196,-177.375,-135.146,-60.864,-52.892,5.042,0.1,-0.599,0.004,-0.016,0.015,608.713,70.431,-231.532,-1.038,20.191,-4.173
400.641,85.25,-175.568,-135.821,-60.783,-52.277,4.549,0.029,-0.333,-0.004,-0.057,0.019,607.924,70.452,-230.814,-1.206,20.491,-4.205
401.43,85.191,-177.238,-135.181,-60.857,-52.858,5.049,-0.455,-0.156,0.004,-0.042,0.003,608.986,70.436,-231.458,-1.044,20.208,-4.172
401.015,85.219,-175.655,-135.776,-60.787,-52.322,3.898,-4.027,0.424,-0.048,-0.105,-0.123,608.315,70.41,-230.831,-1.194,20.472,-4.207
401.744,85.187,-177.145,-135.208,-60.85,-52.831,2.448,-2.585,0.102,-0.027,-0.028,-0.077,609.287,70.443,-231.419,-1.048,20.223,-4.169
401.374,85.181,-175.742,-135.729,-60.786,-52.352,4.198,-2.184,-0.122,-0.02,-0.074,-0.056,608.693,70.427,-230.86,-1.177,20.456,-4.189
401.945,84.997,-177.073,-135.231,-60.845,-52.814,2.871,-2.769,0.075,-0.028,-0.038,-0.085,609.476,70.238,-231.39,-1.051,20.235,-4.174
401.599,84.938,-175.822,-135.707,-60.789,-52.387,2.829,-1.544,-0.531,-0.016,-0.029,-0.039,608.924,70.128,-230.903,-1.172,20.446,-4.204
402.125,84.813,-177.018,-135.252,-60.842,-52.804,4.838,-0.718,-0.133,0.001,-0.046,-0.009,609.644,70.018,-231.369,-1.057,20.245,-4.184
401.823,84.802,-175.88,-135.684,-60.792,-52.413,2.576,-4.655,0.685,-0.059,-0.097,-0.149,609.157,69.978,-230.924,-1.165,20.436,-4.207
402.357,84.707,-176.965,-135.269,-60.841,-52.792,2.111,-1.842,-0.445,-0.016,0.003,-0.05,609.868,69.899,-231.342,-1.061,20.252,-4.189
402.08,84.646,-175.905,-135.657,-60.793,-52.437,2.851,-0.774,-1.189,-0.002,-0.011,-0.011,609.424,69.824,-230.911,-1.157,20.425,-4.206
402.535,84.517,-176.912,-135.28,-60.837,-52.785,2.665,-0.378,-0.865,0.004,0.011,0.002,610.039,69.7,-231.311,-1.063,20.258,-4.192
402.307,84.521,-175.986,-135.646,-60.794,-52.454,5.271,-1.406,-0.003,-0.009,-0.091,-0.026,609.654,69.677,-230.975,-1.154,20.42,-4.212
402.825,84.478,-176.992,-135.303,-60.833,-52.768,2.889,-4.06,0.273,-0.047,-0.062,-0.128,610.318,69.648,-231.431,-1.067,20.269,-4.196
402.771,84.477,-176.222,-135.639,-60.791,-52.46,2.315,-1.724,-0.576,-0.016,-0.019,-0.043,610.119,69.636,-231.209,-1.15,20.42,-4.21
403.287,84.38,-177.353,-135.349,-60.815,-52.725,4.305,0.375,-0.419,0.011,-0.027,0.028,610.753,69.561,-231.897,-1.068,20.298,-4.193
403.156,84.379,-177.009,-135.741,-60.748,-52.37,3.736,-2.376,0.25,-0.031,-0.083,-0.066,610.441,69.545,-232.233,-1.151,20.485,-4.21
403.686,84.314,-178.262,-135.503,-60.763,-52.595,2.76,-1.401,-0.408,-0.008,-0.014,-0.031,611.065,69.475,-233.135,-1.08,20.388,-4.202
403.713,84.357,-177.889,-135.828,-60.721,-52.297,4.745,-2.525,0.257,-0.025,-0.102,-0.071,610.948,69.506,-233.295,-1.16,20.535,-4.216
404.331,84.447,-179.098,-135.595,-60.736,-52.494,0.948,-4.055,0.299,-0.048,-0.039,-0.131,611.664,69.678,-234.159,-1.09,20.44,-4.184
404.414,84.567,-178.864,-135.921,-60.683,-52.18,4.387,-0.58,-0.573,0.0,-0.05,0.002,611.601,69.85,-234.485,-1.162,20.594,-4.181
404.965,84.601,-180.119,-135.714,-60.684,-52.362,5.763,-0.992,-0.379,-0.0,-0.064,-0.015,612.231,69.939,-235.462,-1.09,20.518,-4.157
405.07,84.725,-180.013,-136.024,-60.622,-52.074,3.893,-4.615,0.1,-0.058,-0.097,-0.151,612.187,70.08,-235.917,-1.15,20.673,-4.161
405.741,84.847,-181.235,-135.825,-60.618,-52.242,2.055,-3.946,-0.037,-0.05,-0.042,-0.126,612.932,70.289,-236.885,-1.077,20.602,-4.128
405.908,84.944,-181.124,-136.111,-60.562,-51.964,5.042,-0.933,-0.326,-0.0,-0.072,-0.01,612.964,70.447,-237.288,-1.133,20.744,-4.12
406.5,84.976,-182.297,-135.931,-60.561,-52.119,3.088,-4.905,1.165,-0.064,-0.109,-0.162,613.625,70.541,-238.225,-1.069,20.679,-4.095
406.68,85.076,-182.232,-136.211,-60.507,-51.857,2.763,-1.651,-0.486,-0.017,-0.03,-0.041,613.67,70.663,-238.663,-1.124,20.818,-4.097
407.279,85.107,-183.316,-136.036,-60.507,-52.005,4.205,-0.451,-0.44,-0.001,-0.036,-0.003,614.337,70.764,-239.516,-1.062,20.754,-4.07
407.46,85.228,-183.294,-136.299,-60.452,-51.75,4.778,-4.029,0.812,-0.049,-0.128,-0.121,614.39,70.943,-239.974,-1.112,20.887,-4.062
408.061,85.321,-184.39,-136.141,-60.45,-51.885,3.15,-5.524,0.578,-0.072,-0.089,-0.181,615.051,71.095,-240.866,-1.054,20.831,-4.038
408.273,85.361,-184.348,-136.4,-60.404,-51.647,2.396,-2.742,-0.137,-0.032,-0.046,-0.083,615.139,71.137,-241.28,-1.11,20.956,-4.046
408.862,85.352,-185.405,-136.255,-60.401,-51.77,3.926,-0.033,-0.959,0.005,-0.005,0.01,615.783,71.187,-242.15,-1.056,20.905,-4.023
409.022,85.407,-185.441,-136.505,-60.351,-51.537,2.458,-1.641,-0.116,-0.017,-0.037,-0.044,615.819,71.259,-242.641,-1.105,21.03,-4.026
409.572,85.483,-186.528,-136.375,-60.343,-51.652,2.225,-1.32,-0.114,-0.013,-0.02,-0.035,616.414,71.375,-243.573,-1.053,20.988,-4.009
409.746,85.584,-186.607,-136.616,-60.292,-51.427,5.322,-0.028,-0.151,0.003,-0.071,0.013,616.467,71.497,-244.097,-1.099,21.111,-4.01
410.264,85.658,-187.643,-136.492,-60.284,-51.532,5.341,-0.66,-0.061,-0.002,-0.071,-0.004,617.028,71.626,-244.988,-1.048,21.071,-3.989
410.497,85.793,-187.754,-136.724,-60.233,-51.312,5.755,-0.461,0.027,0.001,-0.098,0.0,617.143,71.794,-245.531,-1.091,21.19,-3.986
411.103,85.892,-188.802,-136.613,-60.221,-51.405,5.399,-1.54,0.038,-0.007,-0.09,-0.032,617.786,71.948,-246.46,-1.042,21.157,-3.965
411.375,85.991,-188.96,-136.843,-60.17,-51.189,5.721,-1.021,-0.097,-0.002,-0.099,-0.018,617.94,72.077,-247.047,-1.084,21.276,-3.964
411.994,86.031,-190.014,-136.744,-60.158,-51.277,3.483,-4.332,0.381,-0.055,-0.09,-0.139,618.591,72.152,-247.999,-1.039,21.248,-3.949
412.307,86.076,-190.202,-136.966,-60.11,-51.071,3.86,-1.06,-0.196,-0.01,-0.052,-0.021,618.788,72.213,-248.6,-1.082,21.362,-3.951
412.866,86.078,-191.212,-136.873,-60.097,-51.15,5.045,-2.475,0.091,-0.023,-0.091,-0.071,619.376,72.258,-249.519,-1.037,21.337,-3.934
413.105,86.08,-191.447,-137.101,-60.046,-50.948,2.562,-2.787,0.162,-0.037,-0.063,-0.086,619.493,72.244,-250.179,-1.081,21.455,-3.945
413.645,86.071,-192.494,-137.025,-60.029,-51.018,5.44,-2.309,0.095,-0.018,-0.089,-0.064,620.052,72.259,-251.167,-1.04,21.438,-3.934
413.888,86.104,-192.752,-137.238,-59.977,-50.818,4.311,-5.773,0.85,-0.084,-0.144,-0.188,620.179,72.32,-251.837,-1.077,21.552,-3.932
414.441,86.088,-193.769,-137.164,-59.961,-50.886,4.126,-5.048,0.436,-0.068,-0.1,-0.164,620.751,72.326,-252.795,-1.037,21.536,-3.922
414.714,85.999,-194.025,-137.376,-59.914,-50.7,3.221,-5.793,0.367,-0.084,-0.116,-0.193,620.908,72.216,-253.445,-1.078,21.645,-3.934
415.205,85.847,-194.998,-137.309,-59.901,-50.764,2.359,-2.524,-0.263,-0.026,-0.021,-0.072,621.416,72.075,-254.364,-1.043,21.63,-3.927
415.421,85.74,-195.257,-137.51,-59.858,-50.584,4.195,-0.499,-0.484,-0.008,-0.068,-0.004,621.525,71.958,-254.993,-1.084,21.733,-3.936
415.877,85.657,-196.24,-137.457,-59.844,-50.641,5.504,0.345,-0.472,0.011,-0.033,0.026,621.99,71.864,-255.941,-1.053,21.723,-3.936
416.117,85.67,-196.553,-137.656,-59.797,-50.463,3.753,-2.953,0.872,-0.043,-0.236,-0.069,622.119,71.865,-256.632,-1.091,21.828,-3.945
416.648,85.688,-197.543,-137.594,-59.778,-50.516,3.714,-0.524,1.467,0.159,-0.421,0.292,622.663,71.926,-257.589,-1.052,21.819,-3.929
416.923,85.722,-197.813,-137.771,-59.735,-50.352,5.605,1.81,-0.314,0.28,-0.17,0.442,622.84,71.973,-258.197,-1.086,21.913,-3.93
417.427,85.735,-198.681,-137.69,-59.728,-50.419,5.085,-1.736,0.702,0.157,-0.218,0.215,623.372,72.028,-258.977,-1.049,21.888,-3.914
417.744,85.809,-198.978,-137.848,-59.683,-50.262,3.494,-4.549,0.798,0.03,-0.138,0.004,623.6,72.159,-259.594,-1.074,21.977,-3.903
418.28,85.867,-199.857,-137.774,-59.665,-50.313,1.832,-3.407,0.413,-0.036,-0.083,-0.085,624.158,72.306,-260.417,-1.032,21.962,-3.873
418.612,85.939,-200.148,-137.932,-59.62,-50.153,4.3,-0.331,-0.695,0.001,-0.031,0.004,624.399,72.448,-261.031,-1.056,22.051,-3.858
