px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
400.381,87.083,-177.796,-135.014,-60.862,-52.987,0.808,0.611,0.566,0.004,-0.012,0.012,608.006,72.432,-231.782,-0.991,20.144,-4.136
399.64,87.068,-175.289,-135.965,-60.743,-52.075,0.44,0.638,0.699,-0.003,0.002,-0.006,606.864,72.533,-230.823,-1.225,20.57,-4.136
400.707,87.123,-177.648,-135.092,-60.853,-52.906,0.489,0.65,0.873,0.004,-0.014,0.01,608.301,72.504,-231.76,-1.011,20.179,-4.13
400.095,87.094,-175.514,-135.893,-60.755,-52.139,0.479,0.716,0.587,-0.003,0.002,-0.002,607.353,72.568,-230.922,-1.209,20.536,-4.131
400.931,87.146,-177.428,-135.149,-60.849,-52.845,0.496,0.633,0.886,0.004,-0.012,0.008,608.505,72.555,-231.625,-1.027,20.202,-4.124
400.493,87.109,-175.548,-135.825,-60.769,-52.2,0.653,0.634,0.552,-0.002,0.001,-0.004,607.784,72.583,-230.833,-1.197,20.502,-4.129
401.403,87.13,-177.28,-135.164,-60.856,-52.833,0.641,0.831,0.385,0.004,-0.007,0.011,608.975,72.524,-231.48,-1.038,20.203,-4.13
401.067,87.102,-175.746,-135.762,-60.783,-52.26,0.714,0.396,0.7,-0.003,-0.006,-0.006,608.388,72.565,-230.914,-1.186,20.47,-4.131
401.907,87.126,-177.375,-135.193,-60.855,-52.804,0.857,0.604,0.753,0.003,-0.011,0.006,609.469,72.528,-231.617,-1.046,20.214,-4.129
401.755,87.08,-176.028,-135.715,-60.793,-52.306,0.742,0.879,0.519,-0.001,0.004,0.001,609.098,72.531,-231.111,-1.178,20.446,-4.133
402.723,87.083,-177.457,-135.184,-60.867,-52.813,0.554,0.503,0.677,0.002,-0.006,0.004,610.294,72.475,-231.658,-1.053,20.204,-4.132
402.75,87.019,-176.27,-135.659,-60.815,-52.365,0.517,0.492,0.594,-0.002,-0.0,-0.005,610.124,72.436,-231.226,-1.175,20.411,-4.141
403.706,87.013,-177.632,-135.214,-60.868,-52.79,0.781,0.569,0.735,0.003,-0.011,0.004,611.266,72.382,-231.871,-1.064,20.214,-4.14
403.824,86.992,-176.548,-135.655,-60.81,-52.361,0.698,0.632,0.837,-0.002,-0.008,-0.001,611.199,72.444,-231.51,-1.17,20.413,-4.131
404.806,86.988,-177.727,-135.242,-60.859,-52.751,0.601,0.68,0.686,0.003,-0.01,0.007,612.354,72.408,-232.025,-1.066,20.23,-4.126
404.972,86.904,-176.782,-135.648,-60.811,-52.373,1.127,0.582,0.565,-0.002,-0.006,-0.001,612.349,72.331,-231.732,-1.169,20.409,-4.138
405.861,86.897,-178.046,-135.279,-60.854,-52.727,0.68,0.77,0.667,0.006,-0.007,0.007,613.39,72.282,-232.405,-1.076,20.247,-4.137
406.046,86.852,-177.32,-135.658,-60.805,-52.366,0.64,0.36,0.754,-0.001,-0.005,-0.004,613.415,72.273,-232.298,-1.167,20.417,-4.139
406.934,86.816,-178.609,-135.332,-60.842,-52.69,0.912,0.437,0.721,0.002,-0.012,0.004,614.435,72.163,-233.066,-1.084,20.274,-4.149
407.141,86.776,-178.148,-135.718,-60.784,-52.328,0.69,0.413,0.684,-0.002,-0.005,-0.005,614.472,72.147,-233.256,-1.171,20.453,-4.154
408.026,86.847,-179.517,-135.433,-60.803,-52.592,0.822,0.282,0.78,0.002,-0.012,-0.0,615.47,72.23,-234.201,-1.088,20.337,-4.14
408.245,86.849,-179.17,-135.804,-60.744,-52.244,0.463,0.499,0.555,-0.002,-0.0,-0.003,615.523,72.258,-234.487,-1.169,20.511,-4.145
409.017,86.884,-180.484,-135.551,-60.759,-52.485,0.315,0.536,0.758,0.002,-0.007,0.002,616.392,72.28,-235.432,-1.093,20.409,-4.139
409.193,86.876,-180.194,-135.887,-60.706,-52.165,0.793,0.348,0.651,-0.002,-0.006,-0.005,616.419,72.313,-235.713,-1.168,20.566,-4.138
409.898,86.884,-181.458,-135.645,-60.727,-52.402,0.32,0.699,0.721,0.003,-0.009,0.005,617.219,72.282,-236.607,-1.1,20.464,-4.14
410.05,86.871,-181.244,-135.974,-60.672,-52.092,0.396,0.605,0.507,-0.001,-0.001,-0.0,617.223,72.299,-236.96,-1.172,20.621,-4.142
410.73,86.894,-182.512,-135.756,-60.686,-52.302,0.806,0.5,0.741,0.001,-0.013,0.004,617.987,72.3,-237.907,-1.106,20.532,-4.14
410.836,86.876,-182.407,-136.079,-60.631,-52.001,0.506,0.819,0.847,-0.001,-0.009,0.003,617.943,72.301,-238.362,-1.176,20.687,-4.144
411.403,86.891,-183.692,-135.89,-60.638,-52.186,0.724,0.561,0.608,0.002,-0.009,0.005,618.581,72.293,-239.38,-1.115,20.613,-4.143
