px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
400.628,86.082,-177.674,-135.051,-60.851,-52.94,1.99,-2.149,0.76,-0.022,-0.046,-0.052,608.236,71.483,-231.736,-0.995,20.165,-4.123
399.783,86.125,-175.18,-135.956,-60.743,-52.114,2.305,-2.14,0.774,-0.024,-0.042,-0.068,607.003,71.481,-230.701,-1.221,20.567,-4.166
400.708,85.951,-177.402,-135.128,-60.841,-52.868,2.43,-2.169,0.558,-0.022,-0.046,-0.053,608.284,71.354,-231.589,-1.013,20.199,-4.125
400.01,85.957,-175.3,-135.892,-60.753,-52.176,2.335,-2.417,0.828,-0.027,-0.046,-0.076,607.258,71.302,-230.713,-1.207,20.537,-4.167
400.808,85.776,-177.178,-135.19,-60.836,-52.82,2.007,-2.013,0.471,-0.018,-0.039,-0.047,608.356,71.144,-231.46,-1.031,20.226,-4.137
400.246,85.773,-175.373,-135.842,-60.757,-52.223,2.223,-2.394,0.595,-0.026,-0.038,-0.075,607.514,71.115,-230.709,-1.193,20.516,-4.166
400.945,85.627,-177.007,-135.231,-60.829,-52.78,2.166,-2.175,0.766,-0.022,-0.049,-0.053,608.475,71.004,-231.359,-1.039,20.245,-4.135
400.429,85.594,-175.412,-135.805,-60.762,-52.262,2.029,-2.276,0.752,-0.021,-0.041,-0.071,607.712,70.923,-230.687,-1.184,20.499,-4.168
401.046,85.431,-176.847,-135.265,-60.827,-52.756,2.051,-2.297,0.853,-0.024,-0.048,-0.062,608.561,70.778,-231.251,-1.049,20.259,-4.145
400.634,85.409,-175.503,-135.778,-60.765,-52.289,1.717,-2.275,0.649,-0.024,-0.036,-0.069,607.928,70.727,-230.736,-1.177,20.488,-4.17
401.277,85.264,-176.872,-135.298,-60.824,-52.733,2.151,-1.958,0.488,-0.017,-0.038,-0.049,608.777,70.583,-231.328,-1.058,20.273,-4.154
400.974,85.267,-175.866,-135.785,-60.756,-52.288,2.365,-2.389,0.705,-0.026,-0.048,-0.066,608.258,70.57,-231.131,-1.172,20.496,-4.174
401.556,85.17,-177.45,-135.415,-60.783,-52.629,1.662,-2.266,0.977,-0.023,-0.045,-0.061,608.99,70.495,-232.159,-1.066,20.343,-4.154
401.351,85.192,-176.717,-135.888,-60.711,-52.198,1.699,-2.208,0.857,-0.026,-0.042,-0.067,608.571,70.504,-232.226,-1.172,20.564,-4.173
402.017,85.1,-178.165,-135.539,-60.738,-52.521,2.526,-2.027,0.488,-0.019,-0.044,-0.05,609.378,70.423,-233.147,-1.072,20.418,-4.157
401.905,85.117,-177.477,-135.962,-60.674,-52.135,1.903,-2.331,0.688,-0.026,-0.041,-0.07,609.074,70.426,-233.175,-1.169,20.616,-4.174
402.583,85.064,-178.891,-135.654,-60.693,-52.414,2.789,-2.294,0.703,-0.023,-0.056,-0.059,609.876,70.414,-234.133,-1.076,20.49,-4.151
402.512,85.092,-178.422,-136.081,-60.619,-52.023,2.254,-2.206,0.738,-0.024,-0.043,-0.064,609.606,70.442,-234.409,-1.167,20.695,-4.165
403.155,85.034,-179.859,-135.831,-60.628,-52.251,2.267,-2.313,0.645,-0.025,-0.045,-0.06,610.346,70.413,-235.494,-1.086,20.598,-4.146
403.129,85.056,-179.535,-136.228,-60.557,-51.892,1.991,-2.275,0.64,-0.026,-0.042,-0.065,610.13,70.422,-235.867,-1.17,20.791,-4.162
403.756,85.01,-180.933,-135.988,-60.561,-52.109,2.482,-2.172,0.289,-0.02,-0.041,-0.054,610.849,70.413,-236.938,-1.089,20.701,-4.142
403.719,85.041,-180.6,-136.346,-60.501,-51.779,2.103,-2.157,0.381,-0.023,-0.036,-0.06,610.644,70.45,-237.224,-1.168,20.871,-4.152
404.237,85.014,-181.727,-136.055,-60.54,-52.042,2.473,-1.826,0.491,-0.018,-0.045,-0.045,611.294,70.443,-237.871,-1.095,20.739,-4.136
404.178,85.08,-181.266,-136.345,-60.505,-51.773,1.972,-2.19,0.45,-0.023,-0.042,-0.062,611.107,70.511,-237.878,-1.17,20.868,-4.145
404.725,85.07,-182.243,-136.09,-60.527,-51.996,2.553,-2.045,0.444,-0.021,-0.043,-0.053,611.764,70.556,-238.466,-1.097,20.761,-4.121
404.813,85.126,-181.796,-136.379,-60.479,-51.721,2.415,-2.252,0.57,-0.024,-0.05,-0.065,611.719,70.649,-238.516,-1.162,20.898,-4.12
405.489,85.152,-182.927,-136.196,-60.468,-51.87,2.16,-1.861,0.716,-0.019,-0.049,-0.048,612.462,70.778,-239.432,-1.088,20.839,-4.083
405.671,85.24,-182.686,-136.496,-60.41,-51.581,2.201,-2.168,0.792,-0.023,-0.051,-0.06,612.499,70.919,-239.73,-1.149,20.987,-4.077
406.35,85.254,-183.789,-136.314,-60.412,-51.742,2.656,-2.348,0.493,-0.024,-0.052,-0.062,613.249,70.978,-240.586,-1.086,20.919,-4.057
406.568,85.347,-183.624,-136.598,-60.357,-51.469,2.261,-2.233,0.487,-0.022,-0.045,-0.061,613.331,71.12,-240.929,-1.144,21.06,-4.052
407.246,85.393,-184.727,-136.424,-60.355,-51.611,2.084,-1.884,0.573,-0.021,-0.045,-0.049,614.076,71.253,-241.809,-1.08,20.998,-4.02
407.45,85.473,-184.625,-136.696,-60.301,-51.353,1.845,-2.064,0.651,-0.021,-0.045,-0.057,614.147,71.37,-242.199,-1.135,21.134,-4.018
408.057,85.476,-185.713,-136.543,-60.298,-51.493,2.283,-2.138,0.642,-0.023,-0.051,-0.057,614.809,71.397,-243.092,-1.077,21.08,-4.005
408.217,85.556,-185.683,-136.81,-60.241,-51.24,2.287,-1.963,0.441,-0.019,-0.046,-0.056,614.834,71.514,-243.554,-1.128,21.216,-4.002
408.779,85.576,-186.799,-136.673,-60.229,-51.357,1.837,-2.094,0.932,-0.024,-0.059,-0.058,615.443,71.594,-244.516,-1.07,21.174,-3.979
408.909,85.636,-186.807,-136.936,-60.174,-51.114,2.579,-2.217,0.585,-0.026,-0.058,-0.064,615.439,71.669,-245.009,-1.121,21.308,-3.982
409.421,85.662,-187.876,-136.81,-60.163,-51.222,2.625,-1.924,0.534,-0.02,-0.053,-0.051,615.993,71.746,-245.939,-1.067,21.269,-3.962
409.543,85.75,-187.919,-137.06,-60.108,-50.987,2.364,-2.052,0.742,-0.023,-0.056,-0.059,615.986,71.862,-246.446,-1.115,21.398,-3.962
410.027,85.807,-188.935,-136.917,-60.108,-51.11,2.525,-2.214,0.583,-0.024,-0.056,-0.061,616.527,71.97,-247.274,-1.063,21.346,-3.941
410.149,85.907,-188.992,-137.141,-60.064,-50.901,2.53,-1.935,0.493,-0.021,-0.054,-0.055,616.535,72.086,-247.734,-1.11,21.457,-3.944
410.612,85.953,-189.995,-137.016,-60.062,-51.012,2.665,-2.242,0.558,-0.026,-0.058,-0.062,617.046,72.166,-248.577,-1.062,21.413,-3.929
410.729,86.042,-190.063,-137.235,-60.017,-50.808,2.212,-2.217,0.45,-0.026,-0.048,-0.065,617.051,72.272,-249.043,-1.107,21.523,-3.931
411.212,86.095,-191.06,-137.124,-60.008,-50.902,2.49,-2.001,0.625,-0.022,-0.054,-0.054,617.572,72.374,-249.916,-1.06,21.489,-3.912
411.366,86.183,-191.163,-137.342,-59.962,-50.696,2.694,-2.149,0.67,-0.026,-0.064,-0.06,617.613,72.492,-250.421,-1.103,21.6,-3.91
411.848,86.223,-192.142,-137.244,-59.952,-50.778,2.516,-2.281,0.532,-0.027,-0.06,-0.063,618.129,72.583,-251.297,-1.059,21.572,-3.891
412.031,86.32,-192.271,-137.453,-59.903,-50.574,2.16,-2.157,0.615,-0.025,-0.055,-0.063,618.201,72.733,-251.82,-1.099,21.681,-3.882
412.503,86.339,-193.204,-137.359,-59.895,-50.655,2.73,-2.242,0.715,-0.029,-0.068,-0.064,618.705,72.79,-252.65,-1.057,21.653,-3.867
412.686,86.383,-193.341,-137.565,-59.851,-50.465,2.282,-2.036,0.715,-0.025,-0.06,-0.06,618.78,72.844,-253.165,-1.099,21.757,-3.87
413.176,86.397,-194.261,-137.474,-59.841,-50.54,2.608,-2.193,0.706,-0.027,-0.064,-0.065,619.301,72.907,-253.991,-1.058,21.731,-3.852
413.377,86.434,-194.39,-137.667,-59.798,-50.359,2.612,-2.428,0.563,-0.031,-0.065,-0.072,619.398,72.968,-254.481,-1.096,21.831,-3.851
413.895,86.435,-195.278,-137.582,-59.788,-50.431,2.53,-2.206,0.605,-0.027,-0.063,-0.063,619.944,73.01,-255.28,-1.056,21.807,-3.835
414.174,86.448,-195.422,-137.77,-59.75,-50.262,2.546,-2.276,0.936,-0.031,-0.071,-0.069,620.123,73.017,-255.767,-1.097,21.902,-3.843
414.734,86.44,-196.282,-137.688,-59.743,-50.331,2.733,-2.318,0.718,-0.029,-0.069,-0.064,620.712,73.046,-256.537,-1.061,21.877,-3.828
415.012,86.393,-196.405,-137.865,-59.709,-50.171,2.433,-2.378,0.595,-0.03,-0.067,-0.07,620.897,72.993,-256.977,-1.101,21.965,-3.836
415.564,86.298,-197.214,-137.79,-59.706,-50.247,2.615,-2.335,0.507,-0.029,-0.063,-0.067,621.474,72.885,-257.695,-1.07,21.94,-3.836
415.913,86.229,-197.321,-137.954,-59.677,-50.105,2.06,-2.308,1.198,-0.031,-0.076,-0.07,621.736,72.783,-258.09,-1.109,22.02,-3.851
416.589,86.148,-198.028,-137.852,-59.68,-50.196,2.445,-2.401,0.608,-0.028,-0.063,-0.065,622.456,72.726,-258.656,-1.073,21.98,-3.84
417.073,86.064,-197.992,-137.972,-59.666,-50.091,2.379,-2.2,0.625,-0.029,-0.064,-0.066,622.881,72.617,-258.813,-1.107,22.034,-3.851
417.837,85.946,-198.663,-137.889,-59.667,-50.173,2.639,-2.206,0.586,-0.026,-0.063,-0.065,623.678,72.487,-259.373,-1.077,22.003,-3.85
418.36,85.898,-198.728,-138.044,-59.634,-50.034,2.663,-2.308,0.269,-0.027,-0.056,-0.066,624.115,72.434,-259.723,-1.109,22.082,-3.857
419.146,85.82,-199.372,-137.954,-59.638,-50.121,2.993,-2.319,0.469,-0.029,-0.065,-0.066,624.939,72.349,-260.237,-1.079,22.046,-3.855
