px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
401.053,87.141,-178.432,-135.019,-60.845,-52.973,0.963,0.292,0.502,0.005,0.004,0.01,608.668,72.536,-232.465,-0.979,20.157,-4.123
400.496,87.094,-176.108,-136.027,-60.728,-52.018,0.488,0.159,0.778,-0.004,-0.028,-0.015,607.688,72.563,-231.761,-1.234,20.603,-4.137
401.811,87.184,-178.747,-135.124,-60.835,-52.876,0.779,0.203,0.199,0.004,0.011,0.007,609.383,72.579,-232.945,-1.007,20.203,-4.126
401.52,87.187,-176.881,-135.974,-60.729,-52.063,0.679,0.158,0.648,-0.004,-0.026,-0.012,608.734,72.675,-232.46,-1.217,20.583,-4.129
402.751,87.281,-179.212,-135.215,-60.816,-52.783,0.385,0.509,0.601,0.003,0.001,0.01,610.283,72.712,-233.576,-1.023,20.248,-4.119
402.541,87.254,-177.702,-135.959,-60.725,-52.081,0.247,0.239,1.01,-0.003,-0.03,-0.01,609.757,72.733,-233.272,-1.208,20.58,-4.131
403.627,87.35,-179.842,-135.308,-60.794,-52.694,0.649,0.005,0.386,0.003,0.001,0.002,611.114,72.799,-234.381,-1.038,20.297,-4.116
403.46,87.339,-178.631,-135.973,-60.708,-52.065,0.85,0.441,0.56,-0.003,-0.026,-0.004,610.661,72.841,-234.259,-1.2,20.596,-4.124
404.428,87.397,-180.629,-135.417,-60.766,-52.596,0.66,0.354,0.324,0.002,0.005,0.006,611.859,72.847,-235.381,-1.053,20.355,-4.119
404.301,87.385,-179.57,-136.007,-60.687,-52.032,0.645,0.473,0.461,-0.002,-0.016,-0.002,611.478,72.906,-235.294,-1.195,20.623,-4.119
