px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
399.806,86.664,-175.993,-135.033,-60.871,-52.979,-0.139,-0.93,4.507,-0.001,-0.086,-0.09,607.427,71.969,-229.981,-1.005,20.145,-4.15
398.906,86.71,-173.44,-135.872,-60.772,-52.21,0.101,-0.799,4.487,-0.004,-0.08,-0.087,606.169,71.988,-228.779,-1.215,20.517,-4.186
399.729,86.601,-175.394,-135.096,-60.87,-52.929,-0.145,-1.024,4.425,-0.004,-0.083,-0.093,607.325,71.875,-229.469,-1.026,20.169,-4.161
398.985,86.646,-173.241,-135.797,-60.784,-52.283,-0.072,-1.033,4.629,-0.007,-0.09,-0.096,606.28,71.906,-228.453,-1.199,20.482,-4.188
399.674,86.544,-174.877,-135.141,-60.865,-52.891,0.07,-0.887,4.329,-0.001,-0.074,-0.085,607.249,71.801,-229.026,-1.037,20.189,-4.167
399.036,86.572,-172.985,-135.74,-60.791,-52.338,0.437,-1.338,4.657,-0.01,-0.097,-0.106,606.356,71.823,-228.105,-1.185,20.456,-4.189
399.63,86.471,-174.357,-135.171,-60.863,-52.869,0.007,-0.991,4.544,-0.008,-0.083,-0.089,607.192,71.707,-228.551,-1.045,20.201,-4.174
399.049,86.482,-172.665,-135.698,-60.799,-52.384,0.132,-0.464,4.58,0.0,-0.078,-0.079,606.386,71.707,-227.712,-1.176,20.436,-4.195
399.551,86.362,-173.894,-135.197,-60.864,-52.854,0.63,-0.853,4.31,-0.003,-0.085,-0.086,607.102,71.56,-228.119,-1.055,20.21,-4.186
399.067,86.376,-172.436,-135.667,-60.806,-52.42,0.71,-0.58,4.342,-0.003,-0.082,-0.081,606.417,71.57,-227.424,-1.171,20.42,-4.203
399.555,86.261,-173.598,-135.244,-60.853,-52.822,-0.027,-0.403,4.497,-0.002,-0.074,-0.075,607.08,71.421,-227.913,-1.063,20.235,-4.198
399.327,86.384,-172.529,-135.686,-60.771,-52.375,0.228,-0.969,4.497,-0.01,-0.089,-0.092,606.657,71.706,-227.626,-1.15,20.45,-4.166
400.191,86.329,-173.933,-135.314,-60.798,-52.707,0.705,-0.843,4.456,-0.002,-0.097,-0.084,607.673,71.708,-228.471,-1.043,20.296,-4.136
