px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
399.91,86.866,-176.189,-135.05,-60.864,-52.957,0.355,-0.537,4.277,-0.005,-0.066,-0.074,607.522,72.199,-230.218,-1.005,20.156,-4.142
398.963,86.914,-173.737,-135.858,-60.759,-52.218,0.436,-0.564,4.64,0.0,-0.085,-0.085,606.224,72.216,-229.09,-1.201,20.52,-4.178
399.829,86.842,-175.644,-135.114,-60.857,-52.905,0.207,-0.226,4.282,-0.002,-0.062,-0.067,607.413,72.147,-229.776,-1.021,20.184,-4.152
399.057,86.894,-173.573,-135.784,-60.77,-52.289,1.425,-0.399,4.162,-0.002,-0.08,-0.077,606.351,72.19,-228.801,-1.183,20.486,-4.177
399.815,86.829,-175.166,-135.157,-60.856,-52.868,-0.071,-0.464,4.556,-0.002,-0.066,-0.075,607.382,72.12,-229.357,-1.035,20.201,-4.158
399.17,86.869,-173.346,-135.736,-60.783,-52.337,0.232,-0.273,4.21,-0.004,-0.073,-0.069,606.488,72.146,-228.48,-1.177,20.46,-4.181
399.823,86.805,-174.7,-135.189,-60.857,-52.843,0.13,-0.508,4.725,-0.001,-0.073,-0.078,607.378,72.079,-228.931,-1.047,20.212,-4.164
399.238,86.85,-173.07,-135.692,-60.792,-52.379,0.712,-0.487,4.115,-0.0,-0.072,-0.074,606.577,72.12,-228.123,-1.169,20.438,-4.182
399.827,86.786,-174.23,-135.209,-60.857,-52.827,0.735,-0.247,3.845,-0.0,-0.058,-0.063,607.374,72.046,-228.489,-1.053,20.219,-4.168
399.317,86.82,-172.773,-135.656,-60.8,-52.416,0.298,-0.429,4.545,0.0,-0.076,-0.078,606.671,72.072,-227.762,-1.162,20.42,-4.186
