px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
402.288,86.953,-178.062,-134.965,-60.896,-53.019,6.566,-0.409,-0.773,0.004,-0.122,0.017,609.952,72.329,-231.902,-1.001,20.104,-4.129
401.554,86.899,-175.616,-135.885,-60.763,-52.139,6.555,-0.536,-0.968,-0.005,-0.143,0.004,608.821,72.393,-230.995,-1.213,20.528,-4.126
402.653,86.92,-177.952,-135.042,-60.885,-52.944,6.327,-0.133,-0.991,0.004,-0.118,0.028,610.284,72.311,-231.922,-1.019,20.14,-4.127
402.064,86.848,-175.978,-135.821,-60.773,-52.206,6.091,-0.218,-0.836,-0.004,-0.143,0.014,609.358,72.314,-231.25,-1.198,20.498,-4.132
403.065,86.872,-178.031,-135.104,-60.874,-52.89,6.576,-0.196,-1.049,0.003,-0.118,0.023,610.667,72.254,-232.109,-1.031,20.17,-4.132
402.678,86.798,-176.358,-135.77,-60.779,-52.263,6.442,-0.281,-1.098,-0.004,-0.137,0.013,609.992,72.228,-231.546,-1.186,20.475,-4.14
403.723,86.815,-178.076,-135.124,-60.878,-52.876,6.521,-0.478,-0.989,0.003,-0.122,0.013,611.32,72.177,-232.17,-1.041,20.174,-4.138
403.518,86.769,-176.677,-135.707,-60.793,-52.317,6.173,-0.436,-0.968,-0.003,-0.137,0.005,610.863,72.208,-231.748,-1.175,20.443,-4.136
404.446,86.78,-178.523,-135.195,-60.859,-52.807,5.822,-0.352,-1.083,0.003,-0.117,0.016,612.008,72.159,-232.759,-1.05,20.213,-4.135
404.247,86.714,-177.629,-135.746,-60.778,-52.294,6.165,-0.536,-0.811,-0.004,-0.142,0.004,611.566,72.115,-232.789,-1.176,20.467,-4.147
405.136,86.788,-179.489,-135.283,-60.836,-52.732,6.343,-0.394,-1.207,0.003,-0.117,0.018,612.652,72.154,-233.895,-1.062,20.26,-4.141
