px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
401.777,86.882,-178.051,-134.976,-60.883,-53.006,5.917,-0.407,-0.943,0.001,-0.123,0.021,609.43,72.277,-231.936,-0.995,20.117,-4.123
401.054,86.896,-175.586,-135.905,-60.764,-52.13,6.749,-0.677,-0.916,-0.001,-0.126,-0.004,608.312,72.354,-230.989,-1.221,20.534,-4.137
402.08,86.883,-177.912,-135.063,-60.877,-52.914,6.253,-0.404,-1.312,0.001,-0.117,0.026,609.703,72.316,-231.927,-1.02,20.152,-4.116
401.493,86.875,-175.886,-135.837,-60.77,-52.19,6.286,-0.4,-1.149,-0.001,-0.122,0.007,608.78,72.342,-231.185,-1.202,20.506,-4.132
402.431,86.781,-177.927,-135.125,-60.864,-52.863,6.734,-0.237,-1.324,0.001,-0.118,0.028,610.023,72.198,-232.056,-1.03,20.184,-4.122
402.021,86.731,-176.258,-135.794,-60.774,-52.241,6.795,-0.681,-1.09,-0.001,-0.129,-0.001,609.323,72.159,-231.492,-1.19,20.488,-4.141
402.947,86.697,-178.193,-135.191,-60.848,-52.808,6.775,-0.456,-1.189,0.0,-0.126,0.021,610.505,72.097,-232.449,-1.04,20.218,-4.129
402.765,86.649,-176.917,-135.767,-60.773,-52.276,6.3,-0.416,-1.098,-0.002,-0.124,0.009,610.073,72.046,-232.116,-1.18,20.478,-4.149
403.772,86.61,-178.742,-135.218,-60.845,-52.792,6.284,-0.378,-0.995,0.001,-0.124,0.025,611.316,71.976,-233.042,-1.047,20.23,-4.139
403.724,86.596,-177.705,-135.749,-60.769,-52.294,6.51,-0.285,-1.122,-0.001,-0.125,0.014,611.036,71.994,-232.889,-1.17,20.474,-4.147
404.693,86.541,-179.404,-135.276,-60.834,-52.744,5.914,-0.417,-1.138,0.001,-0.119,0.02,612.208,71.888,-233.805,-1.058,20.259,-4.146
404.699,86.509,-178.536,-135.764,-60.767,-52.293,6.285,-0.517,-1.217,-0.001,-0.116,0.003,612.002,71.859,-233.745,-1.174,20.481,-4.161
