px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
401.778,86.977,-178.15,-135.055,-60.873,-52.939,5.527,-0.063,-1.443,-0.0,-0.099,0.017,609.396,72.348,-232.164,-1.014,20.152,-4.133
401.008,86.952,-175.932,-135.848,-60.755,-52.186,5.884,-0.389,-1.632,-0.0,-0.087,-0.001,608.281,72.41,-231.281,-1.193,20.52,-4.134
402.129,86.965,-178.02,-135.13,-60.872,-52.867,6.18,-0.316,-1.511,-0.001,-0.105,0.01,609.721,72.343,-232.137,-1.039,20.18,-4.134
401.513,86.941,-176.147,-135.78,-60.771,-52.246,5.973,-0.441,-1.412,-0.002,-0.098,-0.001,608.82,72.402,-231.368,-1.183,20.484,-4.131
402.726,86.939,-177.94,-135.147,-60.875,-52.845,6.135,-0.315,-1.351,-0.002,-0.109,0.006,610.315,72.337,-232.073,-1.047,20.184,-4.129
402.569,86.897,-176.315,-135.677,-60.798,-52.339,6.088,-0.377,-1.675,-0.0,-0.088,0.001,609.929,72.359,-231.335,-1.168,20.429,-4.128
403.901,86.849,-177.856,-135.113,-60.895,-52.876,5.418,-0.325,-1.39,-0.0,-0.099,0.004,611.515,72.235,-231.894,-1.052,20.159,-4.132
403.926,86.775,-176.468,-135.579,-60.829,-52.43,5.909,-0.127,-1.718,-0.0,-0.091,0.003,611.34,72.221,-231.283,-1.159,20.372,-4.131
405.075,86.74,-177.882,-135.095,-60.911,-52.889,5.449,-0.371,-1.469,-0.001,-0.099,0.005,612.705,72.13,-231.857,-1.058,20.141,-4.132
405.149,86.659,-176.745,-135.526,-60.849,-52.487,6.042,-0.32,-1.712,-0.0,-0.091,0.003,612.592,72.067,-231.441,-1.157,20.34,-4.14
406.253,86.635,-178.113,-135.101,-60.917,-52.886,6.477,-0.123,-1.666,-0.0,-0.102,0.011,613.883,72.007,-232.084,-1.065,20.14,-4.137
406.289,86.594,-177.176,-135.497,-60.853,-52.509,6.453,-0.264,-1.676,0.0,-0.096,0.003,613.745,72.017,-231.825,-1.15,20.327,-4.135
407.382,86.551,-178.548,-135.131,-60.91,-52.864,6.052,-0.264,-1.663,-0.001,-0.094,0.009,614.996,71.905,-232.574,-1.07,20.155,-4.143
407.477,86.52,-177.765,-135.497,-60.851,-52.517,6.226,-0.373,-1.796,-0.001,-0.089,0.0,614.93,71.915,-232.419,-1.148,20.328,-4.143
408.51,86.517,-179.046,-135.16,-60.901,-52.833,5.741,-0.317,-1.686,-0.0,-0.093,0.006,616.11,71.892,-233.134,-1.072,20.172,-4.138
408.684,86.465,-178.489,-135.522,-60.84,-52.498,6.437,-0.295,-2.031,0.0,-0.086,0.002,616.121,71.852,-233.202,-1.148,20.344,-4.145
409.646,86.452,-179.841,-135.245,-60.875,-52.763,5.709,-0.363,-1.721,-0.001,-0.093,0.006,617.198,71.806,-234.105,-1.08,20.221,-4.145
409.894,86.419,-179.496,-135.598,-60.807,-52.434,6.832,-0.342,-1.8,-0.003,-0.101,0.007,617.283,71.804,-234.388,-1.148,20.394,-4.147
410.821,86.435,-180.853,-135.359,-60.833,-52.664,6.09,-0.303,-1.606,-0.002,-0.099,0.008,618.308,71.789,-235.368,-1.086,20.29,-4.147
411.004,86.486,-180.558,-135.69,-60.765,-52.344,6.329,-0.339,-1.623,-0.001,-0.091,0.005,618.337,71.907,-235.674,-1.147,20.455,-4.138
411.868,86.532,-181.831,-135.458,-60.791,-52.562,5.902,-0.399,-1.694,-0.0,-0.091,0.006,619.297,71.945,-236.579,-1.087,20.354,-4.132
411.945,86.564,-181.494,-135.746,-60.737,-52.285,6.176,-0.442,-1.781,-0.001,-0.089,0.001,619.242,72.026,-236.753,-1.144,20.495,-4.127
412.658,86.65,-182.713,-135.539,-60.754,-52.476,6.108,-0.456,-1.306,-0.003,-0.106,0.003,620.04,72.125,-237.654,-1.085,20.407,-4.116
412.692,86.746,-182.517,-135.824,-60.694,-52.199,6.304,-0.525,-1.54,-0.002,-0.102,-0.001,619.939,72.286,-237.984,-1.136,20.552,-4.106
413.254,86.873,-183.7,-135.639,-60.705,-52.368,6.448,-0.232,-1.455,-0.002,-0.112,0.006,620.575,72.43,-238.895,-1.081,20.477,-4.094
413.232,87.031,-183.658,-135.926,-60.636,-52.083,6.286,-0.119,-1.618,0.001,-0.098,0.007,620.413,72.681,-239.4,-1.126,20.628,-4.076
413.73,87.18,-184.875,-135.766,-60.64,-52.227,5.971,-0.247,-1.454,-0.002,-0.104,0.008,620.973,72.863,-240.394,-1.073,20.567,-4.06
413.713,87.328,-184.912,-136.049,-60.573,-51.954,5.984,-0.433,-1.439,-0.001,-0.101,-0.002,620.816,73.074,-240.969,-1.119,20.715,-4.05
414.289,87.487,-186.276,-135.92,-60.566,-52.071,5.944,-0.258,-1.427,-0.001,-0.104,0.006,621.435,73.259,-242.178,-1.069,20.672,-4.037
414.322,87.602,-186.407,-136.195,-60.497,-51.803,5.571,-0.296,-1.23,-0.001,-0.106,0.001,621.329,73.449,-242.841,-1.111,20.819,-4.024
414.919,87.756,-187.76,-136.075,-60.487,-51.905,5.805,-0.214,-1.587,-0.0,-0.102,0.006,621.967,73.653,-244.058,-1.061,20.781,-4.004
414.974,87.876,-187.856,-136.323,-60.429,-51.663,6.507,-0.395,-1.702,-0.001,-0.1,0.002,621.898,73.839,-244.624,-1.102,20.911,-3.992
415.413,87.935,-188.755,-136.167,-60.444,-51.804,5.842,-0.058,-1.816,0.0,-0.092,0.012,622.404,73.915,-245.279,-1.059,20.844,-3.982
415.399,87.962,-188.526,-136.37,-60.404,-51.605,6.079,-0.326,-1.13,-0.001,-0.121,0.003,622.294,73.994,-245.416,-1.1,20.945,-3.974
415.826,87.986,-189.394,-136.224,-60.418,-51.739,6.49,-0.386,-1.543,-0.003,-0.114,0.003,622.783,74.026,-246.058,-1.058,20.883,-3.966
415.858,88.005,-189.387,-136.427,-60.373,-51.539,5.947,-0.411,-1.487,-0.001,-0.106,0.001,622.715,74.1,-246.43,-1.095,20.987,-3.957
416.33,87.953,-190.44,-136.302,-60.381,-51.661,5.618,-0.333,-1.142,-0.002,-0.112,0.004,623.237,74.032,-247.298,-1.057,20.936,-3.956
416.326,87.781,-190.531,-136.516,-60.341,-51.48,6.318,-0.386,-1.37,-0.003,-0.114,0.001,623.124,73.809,-247.769,-1.101,21.041,-3.977
416.804,87.624,-191.686,-136.419,-60.344,-51.591,6.418,-0.351,-1.6,-0.001,-0.11,0.005,623.635,73.581,-248.788,-1.07,21.004,-3.992
416.842,87.475,-191.885,-136.631,-60.298,-51.403,6.123,-0.418,-1.44,-0.002,-0.111,0.001,623.563,73.418,-249.381,-1.109,21.112,-4.003
417.217,87.298,-192.935,-136.547,-60.3,-51.507,5.741,-0.419,-1.436,-0.003,-0.109,0.003,623.965,73.154,-250.314,-1.08,21.08,-4.023
417.226,87.109,-193.17,-136.761,-60.256,-51.328,7.023,-0.567,-1.644,-0.005,-0.116,-0.002,623.861,72.908,-250.94,-1.122,21.188,-4.045
417.582,86.978,-194.138,-136.672,-60.259,-51.431,6.084,-0.355,-1.539,-0.003,-0.113,0.004,624.248,72.712,-251.782,-1.093,21.153,-4.06
417.63,86.822,-194.366,-136.874,-60.215,-51.259,6.173,-0.174,-1.796,0.0,-0.107,0.009,624.188,72.514,-252.385,-1.131,21.257,-4.077
418.016,86.727,-195.317,-136.787,-60.217,-51.353,6.253,-0.377,-1.647,-0.001,-0.112,0.005,624.604,72.376,-253.216,-1.101,21.224,-4.085
418.046,86.649,-195.422,-136.964,-60.179,-51.196,6.13,-0.337,-1.728,-0.001,-0.109,0.001,624.542,72.284,-253.649,-1.135,21.315,-4.095
418.455,86.598,-196.331,-136.88,-60.18,-51.283,6.09,-0.481,-1.565,-0.004,-0.111,0.002,624.98,72.209,-254.443,-1.106,21.283,-4.098
418.523,86.549,-196.434,-137.047,-60.144,-51.13,6.491,-0.286,-1.595,0.001,-0.115,0.003,624.962,72.166,-254.855,-1.138,21.368,-4.101
418.957,86.523,-197.277,-136.966,-60.149,-51.211,6.615,-0.41,-1.879,-0.005,-0.108,0.003,625.429,72.123,-255.578,-1.113,21.335,-4.102
419.148,86.508,-197.41,-137.132,-60.118,-51.056,6.315,-0.42,-1.824,-0.002,-0.106,0.003,625.536,72.117,-256.009,-1.149,21.417,-4.105
419.629,86.497,-198.164,-137.05,-60.125,-51.139,6.174,-0.447,-1.453,-0.004,-0.121,0.004,626.052,72.087,-256.635,-1.124,21.382,-4.107
419.919,86.508,-198.302,-137.192,-60.089,-51.001,6.779,-0.442,-1.859,-0.001,-0.11,0.0,626.266,72.134,-257.049,-1.148,21.459,-4.101
420.55,86.527,-199.019,-137.095,-60.096,-51.088,6.249,-0.458,-1.408,-0.003,-0.118,0.003,626.94,72.167,-257.621,-1.118,21.419,-4.093
420.967,86.504,-199.074,-137.227,-60.072,-50.968,6.394,-0.039,-1.645,0.0,-0.114,0.012,627.289,72.141,-257.91,-1.147,21.483,-4.099
421.786,86.52,-199.801,-137.133,-60.081,-51.05,6.244,-0.519,-1.516,-0.003,-0.116,-0.0,628.152,72.176,-258.49,-1.12,21.443,-4.09
422.301,86.534,-199.893,-137.255,-60.056,-50.927,6.236,-0.465,-1.469,-0.004,-0.119,0.001,628.606,72.234,-258.806,-1.145,21.505,-4.081
423.148,86.534,-200.651,-137.172,-60.062,-51.006,6.01,-0.381,-1.529,-0.002,-0.113,0.005,629.489,72.23,-259.438,-1.12,21.47,-4.079
423.742,86.558,-200.829,-137.291,-60.033,-50.882,6.766,-0.373,-2.036,-0.003,-0.11,0.001,630.022,72.316,-259.845,-1.141,21.533,-4.065
424.553,86.578,-201.569,-137.21,-60.038,-50.953,5.93,-0.45,-1.538,0.002,-0.112,0.006,630.868,72.354,-260.464,-1.115,21.5,-4.057
425.221,86.587,-201.78,-137.324,-60.015,-50.838,6.162,-0.6,-1.55,-0.037,-0.121,-0.049,631.48,72.403,-260.882,-1.139,21.557,-4.05
426.029,86.612,-202.477,-137.232,-60.023,-50.912,6.468,-1.292,-1.333,-0.14,-0.12,-0.214,632.331,72.475,-261.438,-1.111,21.518,-4.033
426.575,86.609,-202.624,-137.335,-60.003,-50.811,6.023,-1.762,-1.112,-0.212,-0.148,-0.322,632.827,72.495,-261.77,-1.133,21.569,-4.03
427.388,86.601,-203.318,-137.249,-60.015,-50.892,5.423,-2.299,-1.006,-0.291,-0.138,-0.442,633.679,72.482,-262.322,-1.111,21.53,-4.028
427.838,86.56,-203.408,-137.35,-60.003,-50.802,6.245,-1.926,-1.507,-0.264,-0.085,-0.401,634.081,72.427,-262.576,-1.138,21.575,-4.036
428.588,86.5,-203.967,-137.264,-60.025,-50.893,5.855,-1.919,-0.717,-0.229,-0.161,-0.348,634.876,72.318,-262.966,-1.124,21.529,-4.047
