px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
402.147,86.991,-177.936,-135.006,-60.891,-52.986,5.976,-0.179,-0.853,0.004,-0.118,0.025,609.792,72.349,-231.842,-1.011,20.122,-4.135
401.47,86.921,-175.689,-135.84,-60.772,-52.186,6.319,-0.164,-0.995,-0.004,-0.138,0.016,608.757,72.394,-230.988,-1.204,20.505,-4.13
402.678,86.975,-177.84,-135.066,-60.884,-52.927,6.232,-0.199,-0.71,0.004,-0.127,0.023,610.3,72.343,-231.843,-1.027,20.149,-4.135
402.243,86.921,-175.985,-135.76,-60.784,-52.26,5.853,-0.072,-0.5,-0.004,-0.148,0.016,609.566,72.391,-231.15,-1.186,20.469,-4.129
403.337,86.942,-177.75,-135.101,-60.883,-52.894,5.869,-0.278,-0.583,0.003,-0.126,0.02,610.946,72.311,-231.802,-1.038,20.162,-4.136
403.077,86.89,-176.136,-135.69,-60.802,-52.33,6.269,-0.38,-0.598,-0.003,-0.147,0.008,610.435,72.333,-231.163,-1.176,20.431,-4.135
404.193,86.916,-177.731,-135.11,-60.889,-52.883,5.604,-0.232,-0.413,0.003,-0.129,0.019,611.802,72.291,-231.781,-1.045,20.162,-4.135
404.125,86.858,-176.418,-135.625,-60.816,-52.385,5.675,-0.226,-0.678,-0.003,-0.138,0.015,611.515,72.317,-231.325,-1.165,20.398,-4.129
405.281,86.86,-177.883,-135.113,-60.896,-52.882,5.839,-0.301,-0.726,0.002,-0.122,0.017,612.894,72.226,-231.919,-1.052,20.158,-4.138
405.37,86.81,-176.79,-135.568,-60.832,-52.443,6.115,-0.279,-0.502,-0.003,-0.148,0.013,612.788,72.241,-231.583,-1.158,20.366,-4.135
406.441,86.832,-178.205,-135.12,-60.898,-52.868,5.747,-0.125,-0.522,0.003,-0.13,0.023,614.054,72.218,-232.246,-1.056,20.159,-4.133
406.504,86.799,-177.339,-135.552,-60.834,-52.458,6.221,-0.404,-0.889,-0.002,-0.136,0.01,613.93,72.234,-232.106,-1.153,20.359,-4.133
407.498,86.802,-178.798,-135.168,-60.887,-52.833,6.231,-0.189,-0.96,0.002,-0.125,0.021,615.085,72.16,-232.931,-1.064,20.184,-4.142
407.587,86.782,-178.328,-135.571,-60.822,-52.445,5.884,-0.544,-0.58,-0.003,-0.142,0.004,614.998,72.207,-233.149,-1.151,20.374,-4.136
408.485,86.775,-179.907,-135.252,-60.86,-52.763,6.057,-0.345,-0.422,0.001,-0.138,0.014,616.026,72.117,-234.213,-1.071,20.232,-4.148
408.58,86.742,-179.529,-135.64,-60.795,-52.397,6.024,-0.373,-0.981,-0.002,-0.133,0.013,615.946,72.12,-234.508,-1.153,20.417,-4.15
409.43,86.764,-180.871,-135.326,-60.832,-52.697,6.049,-0.372,-0.968,0.002,-0.12,0.016,616.927,72.111,-235.345,-1.074,20.278,-4.148
409.505,86.741,-180.339,-135.667,-60.776,-52.367,6.32,-0.361,-0.678,-0.002,-0.145,0.01,616.851,72.152,-235.399,-1.147,20.44,-4.141
410.238,86.747,-181.517,-135.389,-60.808,-52.631,6.378,-0.157,-0.827,0.002,-0.132,0.023,617.7,72.134,-236.133,-1.076,20.318,-4.138
410.173,86.671,-181.247,-135.722,-60.755,-52.321,5.849,-0.394,-0.576,-0.002,-0.142,0.01,617.486,72.073,-236.43,-1.15,20.474,-4.144
410.715,86.668,-182.621,-135.469,-60.783,-52.567,5.563,-0.539,-0.411,0.002,-0.132,0.007,618.132,72.032,-237.401,-1.084,20.363,-4.146
410.626,86.621,-182.525,-135.78,-60.733,-52.276,6.295,-0.141,-0.963,-0.002,-0.138,0.02,617.903,72.006,-237.838,-1.152,20.51,-4.15
411.187,86.62,-183.88,-135.543,-60.761,-52.508,5.265,-0.441,-0.748,0.001,-0.124,0.012,618.562,71.959,-238.812,-1.092,20.405,-4.154
411.177,86.587,-183.926,-135.85,-60.704,-52.22,5.669,-0.284,-0.594,-0.002,-0.144,0.016,618.41,71.953,-239.401,-1.154,20.554,-4.156
