px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
402.052,86.739,-178.197,-134.978,-60.886,-53.012,6.336,-0.647,-1.59,0.001,-0.105,0.012,609.705,72.104,-232.077,-0.998,20.115,-4.132
401.31,86.658,-175.774,-135.909,-60.764,-52.122,6.481,-0.83,-1.419,-0.006,-0.111,-0.01,608.568,72.129,-231.183,-1.222,20.536,-4.133
402.353,86.689,-178.155,-135.064,-60.873,-52.929,6.83,-0.641,-1.602,0.0,-0.107,0.01,609.97,72.07,-232.181,-1.017,20.155,-4.13
401.743,86.627,-176.16,-135.842,-60.769,-52.184,6.361,-0.957,-1.557,-0.007,-0.108,-0.009,609.028,72.103,-231.469,-1.202,20.508,-4.129
402.665,86.618,-178.189,-135.124,-60.863,-52.873,6.748,-0.761,-1.432,-0.0,-0.114,0.008,610.255,72.0,-232.317,-1.03,20.183,-4.132
402.248,86.525,-176.498,-135.79,-60.775,-52.238,7.046,-0.913,-1.644,-0.006,-0.11,-0.009,609.554,71.977,-231.722,-1.19,20.485,-4.134
403.267,86.526,-178.313,-135.16,-60.859,-52.841,6.712,-0.876,-1.321,-0.002,-0.112,0.006,610.84,71.904,-232.501,-1.039,20.2,-4.134
403.109,86.455,-176.895,-135.739,-60.783,-52.29,6.511,-0.792,-1.596,-0.003,-0.105,-0.006,610.436,71.889,-232.032,-1.178,20.461,-4.138
404.133,86.47,-178.598,-135.185,-60.853,-52.816,6.17,-0.767,-1.615,0.0,-0.099,0.007,611.695,71.855,-232.833,-1.043,20.213,-4.133
404.015,86.427,-177.379,-135.689,-60.793,-52.331,7.225,-0.925,-1.651,-0.006,-0.112,-0.009,611.368,71.881,-232.427,-1.168,20.436,-4.131
404.954,86.412,-179.091,-135.214,-60.857,-52.79,5.709,-1.05,-1.296,-0.007,-0.106,-0.001,612.508,71.789,-233.355,-1.056,20.221,-4.137
404.845,86.374,-178.222,-135.71,-60.787,-52.318,7.615,-0.746,-1.769,-0.002,-0.111,-0.006,612.185,71.806,-233.314,-1.171,20.448,-4.137
405.721,86.443,-179.853,-135.285,-60.836,-52.716,6.521,-0.636,-1.545,0.001,-0.107,0.007,613.239,71.86,-234.262,-1.063,20.261,-4.127
405.72,86.454,-179.167,-135.734,-60.768,-52.282,6.513,-0.743,-1.373,-0.003,-0.111,-0.006,613.044,71.948,-234.334,-1.164,20.47,-4.12
406.561,86.497,-180.714,-135.351,-60.811,-52.647,6.299,-0.637,-1.421,-0.0,-0.111,0.005,614.044,71.955,-235.27,-1.066,20.301,-4.117
406.602,86.515,-180.215,-135.768,-60.747,-52.245,6.732,-0.942,-1.395,-0.007,-0.113,-0.009,613.903,72.042,-235.479,-1.159,20.496,-4.111
407.351,86.579,-181.721,-135.423,-60.781,-52.567,6.899,-0.892,-1.546,-0.004,-0.111,0.003,614.795,72.102,-236.444,-1.067,20.347,-4.1
407.382,86.598,-181.368,-135.821,-60.716,-52.185,6.857,-0.912,-1.52,-0.004,-0.112,-0.006,614.648,72.182,-236.777,-1.153,20.536,-4.095
408.094,86.619,-182.854,-135.516,-60.748,-52.482,6.603,-0.783,-1.246,-0.003,-0.117,0.003,615.484,72.154,-237.782,-1.072,20.404,-4.098
408.105,86.629,-182.552,-135.89,-60.685,-52.122,6.608,-0.761,-1.559,-0.005,-0.109,-0.005,615.327,72.227,-238.126,-1.153,20.582,-4.092
408.773,86.693,-184.043,-135.612,-60.709,-52.384,6.72,-0.878,-1.541,-0.003,-0.108,0.003,616.109,72.282,-239.191,-1.075,20.464,-4.085
408.736,86.699,-183.806,-135.964,-60.652,-52.054,7.245,-0.884,-1.811,-0.004,-0.107,-0.006,615.911,72.314,-239.558,-1.153,20.631,-4.089
409.387,86.743,-185.257,-135.716,-60.673,-52.295,6.078,-1.029,-1.451,-0.008,-0.109,-0.002,616.662,72.325,-240.63,-1.082,20.526,-4.089
