px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
400.053,87.246,-176.267,-135.059,-60.867,-52.952,0.663,1.261,3.569,0.005,-0.049,-0.016,607.663,72.563,-230.3,-1.011,20.157,-4.147
399.14,87.217,-173.675,-135.954,-60.747,-52.093,0.889,1.454,3.484,0.003,-0.046,-0.012,606.369,72.652,-229.182,-1.224,20.563,-4.144
400.014,87.298,-175.735,-135.136,-60.858,-52.88,0.872,1.497,3.429,0.005,-0.041,-0.013,607.592,72.618,-229.893,-1.03,20.191,-4.149
399.27,87.302,-173.546,-135.886,-60.755,-52.156,0.389,1.004,3.977,-0.002,-0.055,-0.027,606.528,72.737,-228.946,-1.207,20.533,-4.142
400.014,87.372,-175.276,-135.193,-60.847,-52.823,0.927,1.161,3.756,0.004,-0.053,-0.021,607.566,72.707,-229.535,-1.041,20.219,-4.147
399.362,87.343,-173.348,-135.838,-60.76,-52.206,0.262,1.113,3.879,-0.001,-0.048,-0.02,606.639,72.759,-228.673,-1.194,20.513,-4.145
400.004,87.388,-174.807,-135.239,-60.841,-52.788,0.686,1.205,3.601,0.005,-0.047,-0.021,607.535,72.7,-229.142,-1.051,20.24,-4.154
399.416,87.367,-173.078,-135.797,-60.765,-52.248,0.932,1.018,3.729,0.0,-0.053,-0.027,606.709,72.767,-228.336,-1.184,20.495,-4.148
399.996,87.456,-174.363,-135.253,-60.834,-52.754,0.372,1.162,3.634,0.004,-0.045,-0.019,607.523,72.849,-228.733,-1.05,20.25,-4.132
399.541,87.454,-172.869,-135.754,-60.765,-52.268,0.639,1.089,3.599,0.0,-0.046,-0.022,606.855,72.932,-228.07,-1.169,20.479,-4.125
400.089,87.541,-174.062,-135.275,-60.828,-52.72,0.887,1.198,3.875,0.002,-0.058,-0.019,607.608,72.985,-228.475,-1.054,20.262,-4.119
399.825,87.619,-172.8,-135.721,-60.762,-52.267,0.916,1.022,3.66,0.002,-0.05,-0.026,607.156,73.215,-227.965,-1.155,20.469,-4.091
400.663,87.648,-174.061,-135.309,-60.819,-52.673,0.832,1.646,3.527,0.004,-0.051,-0.004,608.168,73.15,-228.541,-1.058,20.28,-4.104
400.511,87.601,-173.097,-135.75,-60.76,-52.273,0.555,1.288,3.669,-0.001,-0.05,-0.017,607.823,73.081,-228.303,-1.164,20.48,-4.124
401.28,87.697,-174.353,-135.378,-60.803,-52.627,0.331,1.259,3.908,0.007,-0.053,-0.023,608.747,73.143,-228.964,-1.069,20.316,-4.121
401.231,87.71,-173.495,-135.775,-60.745,-52.25,0.714,0.985,3.952,-0.001,-0.059,-0.028,608.525,73.197,-228.773,-1.16,20.5,-4.122
401.992,87.763,-174.619,-135.434,-60.787,-52.579,0.281,1.384,3.651,0.006,-0.046,-0.013,609.429,73.201,-229.344,-1.075,20.347,-4.124
402.033,87.764,-173.827,-135.796,-60.735,-52.233,0.675,1.652,3.512,0.004,-0.046,-0.006,609.313,73.247,-229.156,-1.159,20.514,-4.123
402.795,87.829,-174.917,-135.484,-60.772,-52.532,0.314,1.304,3.878,0.003,-0.056,-0.017,610.206,73.273,-229.745,-1.08,20.376,-4.123
402.897,87.843,-174.245,-135.827,-60.721,-52.21,0.569,1.125,3.667,0.0,-0.051,-0.022,610.156,73.313,-229.649,-1.159,20.535,-4.127
403.701,87.902,-175.289,-135.54,-60.755,-52.487,0.268,1.319,3.872,0.005,-0.053,-0.02,611.079,73.332,-230.232,-1.086,20.408,-4.129
403.885,87.906,-174.687,-135.854,-60.706,-52.183,0.851,1.07,3.697,-0.0,-0.058,-0.025,611.126,73.39,-230.162,-1.157,20.554,-4.124
404.704,87.929,-175.697,-135.589,-60.738,-52.442,0.323,1.038,3.916,0.002,-0.059,-0.025,612.056,73.366,-230.745,-1.09,20.437,-4.128
404.95,87.898,-175.196,-135.892,-60.694,-52.16,0.971,1.169,3.468,0.001,-0.051,-0.019,612.167,73.348,-230.752,-1.16,20.577,-4.134
405.789,87.935,-176.198,-135.644,-60.72,-52.395,0.918,1.157,3.738,0.005,-0.056,-0.02,613.109,73.369,-231.363,-1.094,20.469,-4.129
406.092,87.914,-175.782,-135.93,-60.674,-52.126,0.478,0.892,4.048,-0.001,-0.062,-0.034,613.283,73.37,-231.435,-1.158,20.603,-4.132
406.953,87.92,-176.782,-135.71,-60.697,-52.346,1.006,1.011,3.943,0.002,-0.065,-0.026,614.233,73.32,-232.09,-1.099,20.508,-4.14
407.299,87.919,-176.438,-135.983,-60.65,-52.084,0.663,1.049,3.926,0.002,-0.061,-0.026,614.454,73.361,-232.22,-1.158,20.639,-4.137
408.167,87.932,-177.409,-135.78,-60.672,-52.288,0.602,1.235,3.646,0.005,-0.053,-0.016,615.405,73.318,-232.869,-1.104,20.55,-4.145
408.568,87.914,-177.109,-136.039,-60.632,-52.05,0.829,1.384,3.894,0.001,-0.064,-0.015,615.688,73.299,-233.01,-1.162,20.672,-4.154
409.464,87.943,-178.103,-135.846,-60.647,-52.238,0.857,1.498,3.831,0.007,-0.062,-0.008,616.66,73.3,-233.712,-1.107,20.591,-4.154
409.875,87.913,-177.95,-136.114,-60.599,-51.997,0.906,0.765,3.741,-0.003,-0.064,-0.033,616.944,73.259,-234.03,-1.163,20.721,-4.166
