px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
399.112,86.093,-174.89,-135.004,-60.872,-53.013,1.054,-1.683,3.513,-0.016,-0.067,-0.108,606.741,71.375,-228.839,-0.996,20.134,-4.155
398.175,86.104,-172.243,-135.883,-60.793,-52.216,0.838,-1.454,4.766,-0.001,-0.114,-0.101,605.442,71.305,-227.546,-1.236,20.507,-4.209
399.065,85.946,-174.215,-135.064,-60.866,-52.966,-1.832,-1.784,5.538,-0.008,-0.098,-0.122,606.667,71.193,-228.257,-1.012,20.16,-4.167
398.283,85.967,-171.904,-135.786,-60.798,-52.305,-2.271,-1.696,5.049,-0.014,-0.096,-0.104,605.587,71.173,-227.068,-1.206,20.468,-4.204
398.891,85.796,-173.466,-135.096,-60.863,-52.945,-0.897,-1.772,3.66,-0.024,-0.059,-0.104,606.478,71.015,-227.559,-1.02,20.174,-4.176
398.16,85.766,-171.459,-135.726,-60.808,-52.377,0.201,-1.532,3.286,-0.016,-0.071,-0.089,605.488,70.911,-226.518,-1.193,20.44,-4.219
398.751,85.617,-172.901,-135.128,-60.862,-52.925,0.137,-1.618,3.478,-0.021,-0.069,-0.102,606.324,70.798,-227.038,-1.03,20.186,-4.187
398.096,85.589,-171.331,-135.705,-60.804,-52.4,0.14,-1.617,3.221,-0.022,-0.072,-0.089,605.427,70.726,-226.375,-1.183,20.435,-4.22
398.523,85.436,-172.731,-135.19,-60.85,-52.876,-0.345,-1.504,3.523,-0.025,-0.065,-0.095,606.065,70.592,-226.98,-1.042,20.216,-4.196
397.864,85.422,-171.535,-135.731,-60.791,-52.387,-0.007,-1.087,3.375,-0.015,-0.072,-0.073,605.176,70.529,-226.645,-1.181,20.453,-4.228
398.18,85.319,-173.151,-135.33,-60.812,-52.764,-0.487,-1.597,3.888,-0.024,-0.075,-0.097,605.646,70.427,-227.676,-1.06,20.293,-4.213
397.606,85.374,-172.363,-135.832,-60.749,-52.3,0.213,-1.344,3.301,-0.016,-0.075,-0.082,604.855,70.479,-227.706,-1.184,20.518,-4.23
398.168,85.418,-174.175,-135.478,-60.738,-52.583,0.229,-1.518,3.509,-0.02,-0.072,-0.09,605.55,70.728,-229.075,-1.052,20.396,-4.158
397.849,85.369,-173.749,-136.0,-60.665,-52.136,1.223,-1.514,3.348,-0.008,-0.08,-0.092,604.989,70.553,-229.518,-1.175,20.635,-4.21
398.375,85.225,-175.499,-135.739,-60.658,-52.407,1.01,-1.646,3.674,-0.012,-0.083,-0.107,605.599,70.335,-230.94,-1.078,20.545,-4.219
398.213,85.254,-175.171,-136.219,-60.579,-51.976,1.146,-1.605,3.274,-0.014,-0.083,-0.096,605.211,70.329,-231.438,-1.184,20.773,-4.244
398.854,85.263,-176.857,-135.962,-60.557,-52.204,1.285,-1.488,3.176,-0.011,-0.075,-0.094,605.935,70.415,-232.838,-1.076,20.694,-4.21
398.771,85.359,-176.665,-136.398,-60.468,-51.798,1.796,-1.684,3.764,-0.004,-0.101,-0.105,605.639,70.548,-233.437,-1.16,20.912,-4.213
399.423,85.353,-178.248,-136.164,-60.45,-52.01,0.494,-1.672,4.949,-0.003,-0.108,-0.121,606.367,70.591,-234.756,-1.062,20.84,-4.187
399.404,85.435,-178.039,-136.576,-60.371,-51.63,-1.965,-1.92,5.522,-0.01,-0.115,-0.12,606.147,70.692,-235.283,-1.146,21.043,-4.195
399.938,85.464,-179.484,-136.386,-60.339,-51.797,-0.021,-1.423,3.546,-0.018,-0.079,-0.091,606.734,70.795,-236.555,-1.054,20.995,-4.164
399.849,85.583,-179.286,-136.773,-60.261,-51.431,1.168,-1.67,4.35,-0.006,-0.109,-0.112,606.454,70.964,-237.058,-1.131,21.189,-4.162
400.459,85.644,-180.704,-136.585,-60.233,-51.594,-1.9,-1.871,5.693,-0.009,-0.112,-0.125,607.12,71.105,-238.295,-1.041,21.139,-4.13
400.422,85.769,-180.532,-136.95,-60.156,-51.246,1.303,-1.713,3.403,-0.016,-0.093,-0.096,606.899,71.289,-238.795,-1.113,21.325,-4.125
400.933,85.838,-181.859,-136.777,-60.13,-51.394,-0.311,-1.773,5.09,-0.008,-0.109,-0.121,607.462,71.443,-239.957,-1.029,21.279,-4.091
400.995,86.0,-181.813,-137.122,-60.051,-51.062,0.736,-1.532,4.166,-0.016,-0.107,-0.099,607.346,71.678,-240.562,-1.092,21.459,-4.081
401.517,86.076,-183.111,-136.972,-60.02,-51.19,-0.063,-2.042,5.472,-0.011,-0.126,-0.137,607.908,71.835,-241.738,-1.013,21.426,-4.05
401.588,86.193,-183.076,-137.308,-59.945,-50.873,-0.699,-1.534,4.168,-0.015,-0.095,-0.094,607.802,71.993,-242.331,-1.078,21.6,-4.049
402.073,86.259,-184.343,-137.174,-59.908,-50.984,1.06,-1.842,4.531,-0.012,-0.112,-0.123,608.318,72.155,-243.511,-0.999,21.576,-4.014
402.152,86.377,-184.38,-137.497,-59.833,-50.675,-1.407,-1.997,5.015,-0.022,-0.114,-0.118,608.225,72.331,-244.161,-1.06,21.745,-4.007
402.674,86.393,-185.574,-137.371,-59.801,-50.787,1.621,-1.817,4.117,-0.013,-0.113,-0.121,608.777,72.405,-245.267,-0.988,21.721,-3.983
402.785,86.446,-185.592,-137.677,-59.734,-50.502,-1.807,-1.83,5.737,-0.013,-0.123,-0.119,608.722,72.482,-245.855,-1.049,21.879,-3.986
403.322,86.467,-186.748,-137.56,-59.701,-50.6,1.184,-1.757,3.214,-0.024,-0.09,-0.104,609.287,72.58,-246.938,-0.98,21.859,-3.957
403.412,86.53,-186.792,-137.854,-59.633,-50.323,0.27,-1.731,4.989,-0.006,-0.123,-0.12,609.215,72.682,-247.54,-1.037,22.014,-3.955
404.007,86.528,-187.978,-137.749,-59.602,-50.416,-1.266,-1.887,5.1,-0.016,-0.114,-0.12,609.832,72.732,-248.663,-0.973,21.997,-3.934
404.12,86.555,-187.999,-138.028,-59.54,-50.16,0.857,-1.539,3.432,-0.014,-0.092,-0.095,609.791,72.769,-249.205,-1.03,22.141,-3.94
404.686,86.542,-189.08,-137.919,-59.515,-50.255,0.54,-1.895,5.276,-0.01,-0.128,-0.132,610.386,72.812,-250.204,-0.97,22.118,-3.918
404.935,86.567,-189.157,-138.179,-59.457,-50.014,-1.544,-1.824,4.841,-0.024,-0.112,-0.109,610.49,72.857,-250.769,-1.023,22.254,-3.92
405.455,86.543,-190.156,-138.083,-59.432,-50.103,1.864,-1.823,3.866,-0.011,-0.11,-0.121,611.032,72.864,-251.703,-0.967,22.236,-3.905
405.677,86.559,-190.238,-138.335,-59.376,-49.874,-1.514,-1.752,5.769,-0.013,-0.13,-0.123,611.111,72.878,-252.258,-1.019,22.367,-3.914
406.29,86.56,-191.2,-138.229,-59.35,-49.964,1.148,-1.777,3.503,-0.027,-0.101,-0.11,611.752,72.947,-253.144,-0.958,22.347,-3.889
406.489,86.573,-191.238,-138.464,-59.298,-49.751,0.378,-1.771,4.748,-0.008,-0.12,-0.119,611.817,72.956,-253.622,-1.008,22.469,-3.897
407.126,86.542,-192.197,-138.369,-59.275,-49.839,0.531,-1.37,4.057,-0.012,-0.104,-0.105,612.477,72.951,-254.513,-0.954,22.45,-3.884
407.435,86.569,-192.238,-138.583,-59.226,-49.641,0.041,-1.646,4.843,-0.011,-0.121,-0.115,612.663,72.996,-254.96,-0.998,22.563,-3.886
408.08,86.547,-193.112,-138.483,-59.207,-49.734,0.669,-1.631,4.031,-0.016,-0.106,-0.111,613.336,73.0,-255.749,-0.945,22.539,-3.872
408.409,86.553,-193.157,-138.69,-59.163,-49.549,-0.333,-2.186,5.274,-0.025,-0.143,-0.131,613.546,72.993,-256.177,-0.991,22.646,-3.883
409.064,86.537,-194.021,-138.601,-59.141,-49.631,1.291,-1.777,3.765,-0.019,-0.093,-0.115,614.224,73.011,-256.976,-0.939,22.628,-3.868
409.415,86.55,-194.07,-138.8,-59.098,-49.45,-0.825,-2.117,6.371,-0.018,-0.314,-0.131,614.46,73.021,-257.398,-0.983,22.732,-3.875
410.073,86.478,-194.865,-138.708,-59.085,-49.54,1.803,-2.185,6.643,-0.041,-0.971,-0.136,615.147,72.955,-258.104,-0.937,22.707,-3.869
410.395,86.446,-194.828,-138.868,-59.057,-49.394,1.623,-3.212,10.692,-0.088,-1.504,-0.248,615.381,72.919,-258.346,-0.978,22.785,-3.876
411.099,86.351,-195.477,-138.728,-59.067,-49.526,1.354,-3.005,10.317,-0.107,-1.678,-0.233,616.15,72.823,-258.787,-0.932,22.727,-3.87
