px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
400.102,86.995,-176.313,-135.016,-60.859,-53.003,3.376,0.812,1.807,0.0,-0.024,-0.023,607.719,72.28,-230.308,-0.99,20.147,-4.154
399.242,86.95,-173.671,-135.939,-60.753,-52.122,0.416,0.45,2.937,-0.009,-0.047,-0.039,606.476,72.326,-229.144,-1.224,20.554,-4.16
400.125,86.998,-175.801,-135.101,-60.858,-52.917,-2.154,0.106,5.472,-0.005,-0.075,-0.067,607.713,72.303,-229.914,-1.018,20.179,-4.152
399.438,86.971,-173.598,-135.872,-60.767,-52.177,1.013,0.36,5.189,0.008,-0.091,-0.07,606.706,72.37,-228.951,-1.211,20.52,-4.152
400.164,87.0,-175.337,-135.159,-60.852,-52.86,2.521,0.255,3.35,-0.001,-0.054,-0.051,607.73,72.316,-229.54,-1.033,20.204,-4.151
399.518,86.951,-173.338,-135.823,-60.776,-52.235,2.626,0.671,2.022,-0.003,-0.034,-0.025,606.805,72.3,-228.604,-1.201,20.497,-4.164
400.198,86.992,-174.845,-135.198,-60.849,-52.828,1.229,0.565,2.261,-0.006,-0.027,-0.027,607.747,72.295,-229.107,-1.043,20.22,-4.156
399.685,86.973,-173.164,-135.775,-60.779,-52.274,-0.712,0.472,3.265,-0.014,-0.041,-0.034,606.993,72.346,-228.36,-1.187,20.477,-4.156
400.271,87.006,-174.519,-135.223,-60.844,-52.798,-2.904,0.246,4.969,-0.011,-0.061,-0.053,607.81,72.332,-228.827,-1.048,20.233,-4.15
399.828,86.993,-173.014,-135.736,-60.781,-52.304,-1.063,0.137,5.415,-0.003,-0.086,-0.069,607.152,72.39,-228.153,-1.175,20.462,-4.148
400.25,87.054,-174.104,-135.237,-60.838,-52.771,1.542,0.378,4.512,0.009,-0.074,-0.061,607.785,72.438,-228.443,-1.048,20.241,-4.134
399.787,87.038,-172.594,-135.692,-60.786,-52.336,3.469,0.535,3.072,0.006,-0.06,-0.05,607.132,72.467,-227.664,-1.164,20.442,-4.137
400.329,87.062,-173.572,-135.24,-60.841,-52.766,2.416,0.439,2.397,-0.002,-0.038,-0.039,607.864,72.449,-227.91,-1.052,20.241,-4.134
400.016,87.086,-172.382,-135.663,-60.785,-52.347,1.457,0.799,2.231,-0.006,-0.035,-0.022,607.375,72.575,-227.416,-1.153,20.433,-4.119
400.713,87.087,-173.622,-135.279,-60.83,-52.721,-0.169,0.383,3.264,-0.008,-0.043,-0.036,608.23,72.509,-228.038,-1.056,20.263,-4.125
400.504,86.989,-172.857,-135.725,-60.777,-52.331,-2.063,0.125,4.722,-0.013,-0.069,-0.06,607.825,72.331,-227.991,-1.168,20.46,-4.162
400.953,87.006,-174.224,-135.423,-60.796,-52.627,-2.844,0.248,6.092,-0.001,-0.088,-0.065,608.391,72.304,-228.911,-1.079,20.337,-4.163
400.672,86.975,-173.584,-135.84,-60.736,-52.241,0.668,0.187,4.831,0.004,-0.086,-0.067,607.924,72.278,-228.97,-1.175,20.53,-4.175
