px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
399.862,86.959,-176.374,-134.995,-60.862,-53.015,1.195,0.061,3.723,-0.002,-0.067,-0.056,607.491,72.273,-230.333,-0.985,20.137,-4.145
398.992,86.955,-173.743,-135.911,-60.751,-52.141,1.002,0.034,3.876,-0.0,-0.065,-0.068,606.236,72.362,-229.186,-1.212,20.545,-4.15
399.846,86.968,-175.87,-135.068,-60.852,-52.943,0.415,-0.357,3.943,-0.013,-0.071,-0.065,607.444,72.298,-229.953,-1.001,20.171,-4.143
399.106,86.943,-173.63,-135.84,-60.762,-52.215,0.647,0.332,4.061,-0.001,-0.069,-0.051,606.38,72.319,-228.951,-1.197,20.512,-4.157
399.827,86.948,-175.405,-135.124,-60.851,-52.899,0.184,-0.487,4.619,-0.008,-0.079,-0.079,607.403,72.247,-229.565,-1.02,20.192,-4.154
399.188,86.915,-173.446,-135.788,-60.776,-52.27,0.164,-0.058,4.105,-0.008,-0.07,-0.066,606.487,72.26,-228.667,-1.189,20.484,-4.164
399.809,86.944,-174.95,-135.163,-60.851,-52.855,0.179,0.4,4.248,0.001,-0.074,-0.048,607.373,72.268,-229.16,-1.033,20.206,-4.149
399.247,86.919,-173.213,-135.747,-60.787,-52.306,0.291,0.197,4.182,-0.002,-0.068,-0.061,606.568,72.266,-228.351,-1.184,20.461,-4.162
399.793,86.936,-174.532,-135.196,-60.854,-52.827,0.349,0.111,3.757,-0.0,-0.058,-0.057,607.346,72.242,-228.781,-1.047,20.216,-4.155
399.277,86.915,-172.972,-135.714,-60.794,-52.339,1.172,0.119,3.632,-0.003,-0.063,-0.059,606.613,72.251,-228.051,-1.178,20.445,-4.165
399.765,86.913,-174.132,-135.22,-60.855,-52.812,0.31,-0.129,4.123,-0.004,-0.071,-0.068,607.308,72.192,-228.41,-1.056,20.225,-4.164
399.339,86.91,-172.727,-135.679,-60.8,-52.375,0.942,0.001,4.281,-0.002,-0.074,-0.067,606.69,72.232,-227.744,-1.171,20.428,-4.167
399.78,86.919,-173.746,-135.231,-60.853,-52.801,1.109,0.246,4.093,0.0,-0.072,-0.056,607.319,72.2,-228.042,-1.059,20.229,-4.164
399.385,86.914,-172.433,-135.65,-60.804,-52.404,0.796,0.204,4.272,-0.002,-0.073,-0.061,606.749,72.228,-227.403,-1.164,20.415,-4.169
399.805,86.92,-173.342,-135.24,-60.854,-52.795,0.015,-0.038,4.089,-0.003,-0.066,-0.063,607.34,72.191,-227.647,-1.062,20.232,-4.167
399.452,86.919,-172.116,-135.615,-60.81,-52.438,1.183,-0.045,4.084,-0.003,-0.072,-0.071,606.831,72.226,-227.026,-1.156,20.398,-4.169
399.855,86.925,-172.949,-135.24,-60.855,-52.795,0.327,0.192,4.146,-0.0,-0.067,-0.059,607.391,72.195,-227.251,-1.063,20.231,-4.167
399.566,86.918,-171.877,-135.593,-60.811,-52.457,0.734,0.208,4.047,-0.004,-0.068,-0.056,606.954,72.234,-226.755,-1.149,20.39,-4.166
399.918,86.913,-172.742,-135.266,-60.847,-52.77,-0.069,0.199,4.054,-0.003,-0.063,-0.06,607.44,72.19,-227.099,-1.066,20.246,-4.166
399.736,86.974,-171.94,-135.606,-60.791,-52.422,0.669,0.143,4.253,-0.0,-0.071,-0.064,607.113,72.386,-226.883,-1.138,20.408,-4.139
400.32,86.942,-172.947,-135.317,-60.821,-52.704,1.272,0.204,4.05,-0.001,-0.076,-0.05,607.814,72.304,-227.435,-1.062,20.282,-4.143
400.245,86.808,-172.308,-135.68,-60.78,-52.402,0.628,0.236,4.01,-0.002,-0.066,-0.058,607.577,72.043,-227.376,-1.155,20.442,-4.19
400.778,86.778,-173.359,-135.438,-60.801,-52.645,0.682,0.048,4.11,-0.001,-0.07,-0.062,608.204,71.95,-228.057,-1.088,20.34,-4.199
400.759,86.774,-172.924,-135.787,-60.748,-52.327,1.111,0.332,3.889,0.001,-0.07,-0.052,608.028,71.938,-228.211,-1.166,20.502,-4.212
401.309,86.78,-174.044,-135.575,-60.758,-52.535,0.842,0.14,4.104,0.0,-0.073,-0.058,608.657,71.915,-229.025,-1.101,20.418,-4.212
401.332,86.75,-173.737,-135.911,-60.699,-52.233,0.618,0.152,4.47,0.0,-0.084,-0.061,608.523,71.864,-229.303,-1.171,20.58,-4.228
401.876,86.743,-174.901,-135.72,-60.696,-52.427,0.686,0.243,4.152,-0.001,-0.081,-0.052,609.128,71.814,-230.225,-1.102,20.512,-4.231
401.911,86.726,-174.69,-136.05,-60.633,-52.129,0.36,0.172,4.284,-0.002,-0.075,-0.062,609.005,71.789,-230.601,-1.167,20.675,-4.243
402.439,86.729,-175.838,-135.887,-60.627,-52.294,0.608,0.105,3.964,-0.0,-0.072,-0.057,609.584,71.761,-231.549,-1.105,20.62,-4.245
402.501,86.711,-175.678,-136.205,-60.567,-52.006,0.793,0.057,4.163,-0.001,-0.076,-0.06,609.493,71.735,-231.955,-1.17,20.776,-4.257
403.035,86.72,-176.778,-136.054,-60.562,-52.155,1.495,-0.126,3.527,-0.003,-0.07,-0.066,610.077,71.73,-232.866,-1.113,20.724,-4.254
403.118,86.727,-176.676,-136.361,-60.504,-51.867,1.656,0.077,3.647,-0.0,-0.07,-0.061,610.013,71.764,-233.313,-1.175,20.875,-4.255
