px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
399.689,86.142,-175.532,-134.994,-60.88,-53.025,-0.287,-1.439,4.385,-0.008,-0.077,-0.101,607.326,71.409,-229.449,-0.998,20.125,-4.159
398.779,86.158,-172.894,-135.877,-60.779,-52.216,-0.245,-1.536,4.675,-0.013,-0.104,-0.109,606.041,71.388,-228.224,-1.223,20.514,-4.199
399.614,86.01,-174.865,-135.058,-60.873,-52.97,-0.186,-1.363,4.522,-0.007,-0.085,-0.1,607.222,71.26,-228.885,-1.015,20.153,-4.166
398.85,86.011,-172.611,-135.798,-60.788,-52.294,-0.462,-1.458,4.517,-0.014,-0.093,-0.106,606.144,71.226,-227.814,-1.202,20.479,-4.201
399.563,85.885,-174.223,-135.096,-60.87,-52.941,0.039,-1.533,4.394,-0.009,-0.085,-0.105,607.156,71.114,-228.3,-1.025,20.169,-4.173
398.927,85.891,-172.199,-135.72,-60.801,-52.37,0.008,-1.717,4.368,-0.014,-0.096,-0.118,606.256,71.089,-227.268,-1.186,20.442,-4.203
399.552,85.764,-173.569,-135.112,-60.871,-52.93,-0.348,-1.619,4.565,-0.01,-0.09,-0.109,607.138,70.974,-227.665,-1.032,20.174,-4.179
398.954,85.726,-171.805,-135.67,-60.809,-52.426,-0.061,-1.554,4.611,-0.015,-0.1,-0.109,606.303,70.887,-226.79,-1.174,20.419,-4.212
399.5,85.583,-173.026,-135.136,-60.871,-52.917,0.216,-1.452,4.263,-0.01,-0.084,-0.099,607.075,70.759,-227.153,-1.04,20.183,-4.19
398.933,85.465,-171.51,-135.65,-60.817,-52.465,-0.142,-1.623,4.371,-0.014,-0.093,-0.112,606.288,70.549,-226.449,-1.174,20.406,-4.233
399.569,85.461,-173.075,-135.211,-60.84,-52.832,-0.6,-1.459,4.725,-0.012,-0.093,-0.103,607.103,70.709,-227.377,-1.041,20.231,-4.171
399.368,85.574,-172.555,-135.757,-60.733,-52.299,-0.284,-1.619,4.641,-0.013,-0.1,-0.109,606.653,70.954,-227.838,-1.144,20.501,-4.15
399.956,85.387,-174.408,-135.474,-60.741,-52.603,-0.23,-1.583,4.403,-0.013,-0.087,-0.108,607.337,70.634,-229.296,-1.053,20.393,-4.175
399.764,85.429,-174.025,-135.997,-60.643,-52.118,-0.129,-1.652,4.791,-0.01,-0.109,-0.112,606.898,70.707,-229.843,-1.156,20.649,-4.182
400.425,85.353,-175.768,-135.717,-60.642,-52.382,-0.334,-1.524,4.779,-0.009,-0.097,-0.105,607.659,70.642,-231.218,-1.058,20.547,-4.167
400.346,85.398,-175.55,-136.2,-60.537,-51.934,-0.14,-1.545,4.673,-0.012,-0.107,-0.108,607.342,70.721,-231.892,-1.144,20.794,-4.171
400.936,85.35,-177.33,-135.971,-60.507,-52.151,0.135,-1.624,4.675,-0.014,-0.099,-0.109,607.997,70.702,-233.442,-1.04,20.73,-4.152
400.866,85.392,-177.203,-136.433,-60.402,-51.722,-0.204,-1.827,4.839,-0.017,-0.112,-0.118,607.692,70.784,-234.184,-1.12,20.97,-4.153
401.457,85.398,-178.945,-136.234,-60.371,-51.903,0.091,-1.785,4.477,-0.016,-0.098,-0.112,608.339,70.848,-235.735,-1.025,20.917,-4.127
401.39,85.5,-178.951,-136.683,-60.266,-51.479,-0.436,-1.555,4.928,-0.016,-0.111,-0.109,608.041,71.015,-236.594,-1.102,21.153,-4.121
401.941,85.53,-180.656,-136.516,-60.23,-51.625,0.285,-1.595,4.721,-0.017,-0.105,-0.109,608.634,71.121,-238.165,-1.014,21.116,-4.091
401.866,85.615,-180.704,-136.95,-60.125,-51.221,0.075,-1.709,4.907,-0.017,-0.118,-0.118,608.33,71.252,-239.043,-1.088,21.346,-4.09
402.381,85.617,-182.294,-136.801,-60.092,-51.357,0.076,-1.703,4.72,-0.016,-0.107,-0.115,608.881,71.305,-240.518,-1.008,21.314,-4.067
402.342,85.71,-182.313,-137.197,-59.996,-50.982,0.125,-1.744,4.776,-0.018,-0.116,-0.119,608.63,71.461,-241.297,-1.077,21.524,-4.061
402.874,85.762,-183.778,-137.041,-59.963,-51.113,0.462,-1.7,4.573,-0.02,-0.111,-0.114,609.205,71.604,-242.637,-0.994,21.49,-4.026
402.895,85.861,-183.814,-137.419,-59.869,-50.759,0.08,-1.815,4.725,-0.017,-0.119,-0.12,609.018,71.751,-243.404,-1.059,21.692,-4.024
403.435,85.886,-185.252,-137.296,-59.831,-50.87,0.067,-1.862,4.829,-0.015,-0.117,-0.122,609.583,71.832,-244.77,-0.984,21.673,-4.0
403.502,85.973,-185.336,-137.656,-59.737,-50.528,0.318,-1.875,4.677,-0.02,-0.122,-0.122,609.449,71.988,-245.563,-1.044,21.869,-3.991
404.072,85.988,-186.682,-137.531,-59.702,-50.633,0.234,-1.724,4.96,-0.014,-0.119,-0.123,610.048,72.084,-246.83,-0.97,21.847,-3.961
404.169,86.033,-186.716,-137.865,-59.617,-50.319,0.547,-1.739,4.265,-0.02,-0.117,-0.117,609.956,72.175,-247.516,-1.029,22.028,-3.957
404.74,86.007,-187.969,-137.752,-59.587,-50.424,0.364,-1.614,4.693,-0.015,-0.116,-0.118,610.551,72.183,-248.695,-0.963,22.008,-3.941
404.89,86.045,-188.023,-138.067,-59.507,-50.13,0.174,-1.635,4.692,-0.014,-0.121,-0.117,610.522,72.262,-249.362,-1.019,22.178,-3.938
405.463,86.036,-189.204,-137.954,-59.478,-50.23,0.359,-1.742,4.691,-0.017,-0.115,-0.119,611.122,72.305,-250.467,-0.954,22.157,-3.917
405.643,86.054,-189.23,-138.251,-59.405,-49.958,0.421,-1.657,4.677,-0.013,-0.123,-0.12,611.131,72.34,-251.067,-1.009,22.317,-3.921
406.217,86.015,-190.328,-138.142,-59.382,-50.064,0.54,-1.816,4.505,-0.014,-0.116,-0.121,611.731,72.312,-252.078,-0.95,22.292,-3.911
406.393,86.058,-190.347,-138.417,-59.311,-49.804,0.099,-1.762,4.74,-0.018,-0.122,-0.121,611.748,72.4,-252.636,-1.001,22.442,-3.907
406.961,86.037,-191.395,-138.314,-59.288,-49.901,0.254,-1.624,4.706,-0.02,-0.119,-0.118,612.341,72.408,-253.607,-0.942,22.421,-3.893
407.141,86.004,-191.413,-138.581,-59.224,-49.661,0.511,-1.92,4.745,-0.013,-0.126,-0.128,612.364,72.367,-254.138,-0.996,22.564,-3.903
407.701,85.894,-192.384,-138.48,-59.205,-49.763,0.992,-1.689,4.225,-0.016,-0.118,-0.116,612.95,72.253,-255.023,-0.942,22.54,-3.898
407.939,85.828,-192.378,-138.731,-59.147,-49.537,0.345,-1.626,4.483,-0.018,-0.12,-0.117,613.042,72.183,-255.493,-0.994,22.673,-3.908
408.546,85.72,-193.286,-138.628,-59.133,-49.642,0.513,-1.98,4.477,-0.018,-0.121,-0.13,613.68,72.067,-256.299,-0.943,22.644,-3.904
408.791,85.646,-193.261,-138.861,-59.08,-49.436,0.415,-1.78,4.741,-0.019,-0.134,-0.122,613.788,71.972,-256.715,-0.993,22.767,-3.918
409.396,85.545,-194.128,-138.763,-59.065,-49.533,0.887,-1.852,6.639,-0.019,-0.647,-0.122,614.422,71.876,-257.488,-0.943,22.741,-3.911
409.717,85.487,-194.051,-138.966,-59.021,-49.348,1.563,-2.502,9.619,-0.02,-1.377,-0.137,614.625,71.818,-257.791,-0.989,22.847,-3.918
