px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
402.083,86.997,-178.144,-134.967,-60.89,-53.015,6.989,-0.506,-1.019,0.0,-0.137,0.016,609.744,72.383,-232.0,-0.998,20.108,-4.126
401.436,86.925,-175.79,-135.893,-60.765,-52.133,6.741,-0.206,-1.115,-0.0,-0.132,0.016,608.702,72.412,-231.173,-1.217,20.529,-4.129
402.708,86.94,-178.284,-135.058,-60.873,-52.932,5.764,-0.182,-0.794,0.0,-0.132,0.022,610.326,72.329,-232.303,-1.015,20.153,-4.128
402.269,86.861,-176.531,-135.84,-60.766,-52.192,5.6,-0.34,-0.458,-0.0,-0.136,0.009,609.551,72.315,-231.845,-1.199,20.51,-4.135
403.399,86.842,-178.784,-135.115,-60.87,-52.895,6.317,-0.278,-0.833,0.0,-0.137,0.023,610.992,72.173,-232.886,-1.032,20.176,-4.146
403.125,86.792,-177.349,-135.788,-60.777,-52.251,6.66,-0.371,-0.914,-0.0,-0.135,0.008,610.429,72.202,-232.566,-1.19,20.483,-4.146
404.28,86.877,-179.429,-135.171,-60.856,-52.831,5.571,-0.254,-0.436,0.0,-0.141,0.019,611.848,72.253,-233.639,-1.04,20.206,-4.135
404.183,86.882,-178.289,-135.77,-60.772,-52.258,6.647,-0.449,-0.591,-0.0,-0.145,0.004,611.493,72.332,-233.495,-1.18,20.48,-4.134
405.254,86.953,-180.199,-135.227,-60.842,-52.768,6.486,-0.352,-1.175,-0.002,-0.129,0.018,612.797,72.376,-234.517,-1.048,20.236,-4.124
405.219,86.986,-179.27,-135.758,-60.762,-52.25,5.9,-0.256,-0.344,-0.0,-0.143,0.012,612.532,72.517,-234.484,-1.168,20.482,-4.11
406.206,87.05,-181.082,-135.284,-60.819,-52.7,6.617,-0.387,-0.821,0.0,-0.137,0.015,613.719,72.542,-235.53,-1.049,20.271,-4.105
406.167,87.051,-180.318,-135.772,-60.746,-52.232,6.824,-0.257,-1.205,-0.0,-0.13,0.017,613.467,72.612,-235.59,-1.16,20.498,-4.102
407.087,87.119,-182.026,-135.347,-60.792,-52.629,5.781,-0.135,-0.953,0.0,-0.13,0.022,614.566,72.675,-236.623,-1.049,20.312,-4.088
407.047,87.133,-181.401,-135.797,-60.72,-52.196,6.195,-0.466,-0.353,-0.0,-0.148,0.007,614.327,72.757,-236.766,-1.148,20.524,-4.083
407.829,87.162,-183.015,-135.422,-60.762,-52.56,6.384,-0.284,-0.553,0.0,-0.143,0.015,615.264,72.73,-237.783,-1.051,20.36,-4.086
407.774,87.168,-182.516,-135.844,-60.692,-52.155,6.377,-0.321,-0.77,-0.0,-0.136,0.011,615.019,72.802,-238.014,-1.142,20.561,-4.081
408.503,87.216,-184.106,-135.512,-60.722,-52.468,6.248,-0.218,-1.113,-0.0,-0.13,0.021,615.884,72.836,-239.091,-1.05,20.419,-4.073
408.455,87.194,-183.81,-135.921,-60.655,-52.084,6.582,-0.466,-0.759,-0.002,-0.143,0.007,615.65,72.845,-239.499,-1.139,20.613,-4.077
409.081,87.208,-185.452,-135.64,-60.679,-52.36,6.498,-0.33,-0.707,0.0,-0.144,0.016,616.388,72.813,-240.711,-1.06,20.495,-4.079
409.0,87.189,-185.313,-136.034,-60.611,-51.99,6.539,-0.185,-0.537,-0.0,-0.146,0.014,616.125,72.822,-241.259,-1.144,20.684,-4.083
409.554,87.206,-186.987,-135.787,-60.626,-52.234,6.301,-0.222,-0.766,0.0,-0.144,0.02,616.774,72.8,-242.568,-1.07,20.584,-4.085
409.386,87.188,-187.046,-136.186,-60.55,-51.867,6.56,-0.266,-0.893,-0.0,-0.138,0.015,616.415,72.793,-243.338,-1.15,20.78,-4.094
409.878,87.218,-188.757,-135.983,-60.552,-52.072,6.862,-0.383,-0.902,-0.0,-0.143,0.015,616.978,72.78,-244.776,-1.08,20.704,-4.097
409.814,87.232,-188.915,-136.361,-60.475,-51.72,6.639,-0.555,-0.861,-0.001,-0.144,0.004,616.728,72.821,-245.622,-1.152,20.894,-4.101
410.337,87.268,-190.612,-136.184,-60.473,-51.903,6.346,-0.369,-0.8,-0.0,-0.143,0.015,617.311,72.81,-247.088,-1.088,20.831,-4.106
410.27,87.299,-190.832,-136.549,-60.398,-51.562,6.418,-0.286,-0.982,-0.0,-0.136,0.015,617.064,72.874,-247.973,-1.159,21.014,-4.107
410.79,87.373,-192.511,-136.387,-60.396,-51.725,6.703,-0.184,-1.056,0.0,-0.142,0.025,617.64,72.918,-249.445,-1.099,20.957,-4.109
410.781,87.429,-192.699,-136.73,-60.328,-51.411,6.639,-0.335,-0.98,-0.0,-0.141,0.01,617.46,72.982,-250.25,-1.168,21.128,-4.117
411.343,87.583,-194.169,-136.552,-60.331,-51.579,5.929,-0.322,-0.762,-0.0,-0.143,0.016,618.089,73.136,-251.48,-1.106,21.061,-4.109
411.418,87.684,-194.349,-136.867,-60.268,-51.285,6.327,-0.28,-0.807,-0.0,-0.144,0.017,618.007,73.264,-252.228,-1.171,21.218,-4.112
411.994,87.757,-195.723,-136.71,-60.275,-51.446,6.914,-0.329,-1.275,0.0,-0.14,0.019,618.642,73.293,-253.379,-1.119,21.157,-4.117
412.094,87.783,-195.764,-136.988,-60.223,-51.183,6.54,-0.439,-0.913,-0.0,-0.143,0.009,618.606,73.348,-253.915,-1.179,21.293,-4.118
412.667,87.813,-196.917,-136.809,-60.236,-51.361,6.531,-0.086,-0.986,0.0,-0.144,0.023,619.252,73.345,-254.798,-1.124,21.219,-4.12
412.786,87.784,-196.895,-137.063,-60.194,-51.137,6.889,-0.255,-1.241,-0.0,-0.139,0.015,619.245,73.281,-255.213,-1.183,21.34,-4.138
413.303,87.804,-197.974,-136.892,-60.206,-51.309,6.069,-0.489,-0.813,-0.0,-0.145,0.013,619.831,73.26,-256.038,-1.131,21.27,-4.143
413.361,87.788,-197.921,-137.129,-60.165,-51.092,6.454,-0.252,-0.79,0.0,-0.147,0.016,619.773,73.243,-256.399,-1.184,21.384,-4.151
413.842,87.774,-198.916,-136.969,-60.18,-51.259,6.443,-0.401,-0.815,-0.001,-0.15,0.014,620.319,73.166,-257.146,-1.138,21.315,-4.162
413.96,87.759,-198.87,-137.197,-60.141,-51.054,6.666,-0.215,-0.726,-0.0,-0.153,0.016,620.324,73.138,-257.495,-1.191,21.425,-4.174
414.486,87.757,-199.835,-137.045,-60.153,-51.21,6.431,-0.227,-1.441,-0.0,-0.134,0.024,620.912,73.085,-258.231,-1.145,21.362,-4.182
414.642,87.745,-199.818,-137.262,-60.114,-51.013,6.352,-0.193,-0.886,-0.0,-0.145,0.018,620.959,73.068,-258.597,-1.193,21.467,-4.19
415.222,87.752,-200.785,-137.116,-60.124,-51.16,6.857,-0.185,-0.816,0.0,-0.156,0.024,621.598,73.036,-259.347,-1.148,21.408,-4.195
415.491,87.746,-200.811,-137.323,-60.085,-50.969,6.366,-0.323,-0.872,-0.001,-0.15,0.016,621.763,73.041,-259.74,-1.193,21.509,-4.199
416.153,87.756,-201.736,-137.184,-60.096,-51.106,7.293,-0.263,-1.237,0.0,-0.147,0.022,622.483,73.025,-260.454,-1.151,21.451,-4.201
416.47,87.75,-201.748,-137.379,-60.064,-50.925,7.374,-0.436,-1.567,0.0,-0.137,0.015,622.705,73.028,-260.803,-1.197,21.544,-4.205
417.206,87.786,-202.634,-137.235,-60.076,-51.058,5.961,-0.239,-0.869,-0.005,-0.147,0.011,623.504,73.069,-261.471,-1.153,21.483,-4.197
417.642,87.781,-202.64,-137.408,-60.05,-50.897,6.753,-0.593,-1.331,-0.039,-0.138,-0.047,623.856,73.068,-261.769,-1.197,21.564,-4.203
418.439,87.8,-203.414,-137.254,-60.071,-51.045,6.729,-0.973,-1.087,-0.113,-0.164,-0.148,624.725,73.067,-262.287,-1.157,21.494,-4.203
418.969,87.81,-203.338,-137.396,-60.053,-50.904,5.828,-1.818,-0.716,-0.238,-0.131,-0.346,625.191,73.112,-262.443,-1.195,21.558,-4.198
