px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],px_obj[mm],py_obj[mm],pz_obj[mm],prx_obj[deg],pry_obj[deg],prz_obj[deg]
399.549,85.718,-175.856,-134.995,-60.863,-53.039,-0.204,-2.058,4.355,-0.005,-0.083,-0.145,607.172,70.943,-229.813,-0.986,20.136,-4.17
398.631,85.764,-173.173,-135.901,-60.779,-52.225,-0.316,-2.23,4.219,-0.012,-0.081,-0.12,605.877,70.879,-228.534,-1.231,20.523,-4.233
399.462,85.546,-175.211,-135.061,-60.859,-52.987,-0.601,-2.358,4.066,-0.017,-0.086,-0.144,607.057,70.734,-229.267,-1.005,20.164,-4.182
398.693,85.558,-172.935,-135.823,-60.788,-52.304,-0.857,-2.505,4.189,-0.012,-0.071,-0.134,605.97,70.65,-228.172,-1.211,20.488,-4.236
399.377,85.34,-174.641,-135.11,-60.857,-52.953,0.143,-2.161,3.6,-0.012,-0.068,-0.138,606.95,70.485,-228.766,-1.02,20.183,-4.196
398.7,85.331,-172.653,-135.768,-60.797,-52.367,-0.746,-2.493,3.962,-0.02,-0.077,-0.128,605.999,70.378,-227.796,-1.199,20.463,-4.247
399.316,85.143,-174.119,-135.144,-60.858,-52.934,-0.735,-2.199,4.225,-0.01,-0.071,-0.141,606.874,70.239,-228.289,-1.032,20.195,-4.211
398.714,85.106,-172.341,-135.716,-60.807,-52.425,0.28,-2.217,4.337,-0.011,-0.099,-0.124,606.034,70.115,-227.392,-1.188,20.437,-4.256
399.263,84.923,-173.599,-135.165,-60.859,-52.925,-0.247,-2.568,4.073,-0.022,-0.082,-0.148,606.812,69.977,-227.793,-1.041,20.201,-4.224
398.737,84.865,-172.079,-135.681,-60.811,-52.465,-0.226,-1.962,4.048,-0.01,-0.081,-0.112,606.07,69.848,-227.073,-1.18,20.422,-4.262
399.149,84.632,-173.327,-135.206,-60.855,-52.899,-0.307,-2.242,4.001,-0.012,-0.071,-0.141,606.678,69.642,-227.586,-1.051,20.219,-4.237
398.642,84.591,-172.051,-135.673,-60.809,-52.479,-0.439,-2.343,4.358,-0.017,-0.091,-0.127,605.976,69.548,-227.039,-1.176,20.42,-4.268
