time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.252, 87, -176.672, -135.524, -60.7984, -52.4954, 1.8, -1.6, 0.6, -0.02, -0.04, -0.05, 0, 0, 0.2, 0, 0, 0
0.008, 399.252, 87.001, -176.675, -135.526, -60.7977, -52.4942, 1.9, -2.3, 0.7, -0.03, -0.04, -0.07, 0.2, -0.1, 0.4, 0, 0, 0
0.012, 399.254, 86.995, -176.676, -135.525, -60.7978, -52.4945, 1.7, -2.2, 0.8, -0.02, -0.04, -0.06, 0.2, -0.1, 0.4, 0, 0, 0
0.016, 399.26, 86.997, -176.678, -135.525, -60.7976, -52.4942, 1.7, -1.8, 0.9, -0.02, -0.04, -0.05, 0.1, -0.1, 0.4, 0, 0, 0
0.02, 399.259, 86.997, -176.68, -135.526, -60.797, -52.4931, 1.9, -1.8, 0.7, -0.02, -0.04, -0.05, 0.2, -0.1, 0.4, 0, 0, 0
0.024, 399.262, 86.997, -176.673, -135.524, -60.7976, -52.4945, 2, -2, 0.9, -0.02, -0.05, -0.06, 0.2, -0.1, 0.4, 0, 0, 0
0.028, 399.264, 86.991, -176.673, -135.524, -60.7977, -52.4948, 1.8, -1.8, 0.8, -0.02, -0.04, -0.05, 0.2, -0.3, 0.5, 0, 0, 0
0.032, 399.266, 86.986, -176.674, -135.524, -60.7977, -52.4951, 2.2, -2, 0.8, -0.02, -0.04, -0.05, 0.1, -0.1, 0.4, 0, 0, 0
0.036, 399.269, 86.98, -176.675, -135.524, -60.7978, -52.4954, 2.2, -2.1, 0.7, -0.02, -0.04, -0.05, 0.1, -0.1, 0.4, 0, 0, 0
0.04, 399.276, 86.983, -176.672, -135.523, -60.7976, -52.4953, 1.7, -2.1, 0.9, -0.02, -0.04, -0.05, 0.2, -0.1, 0.3, 0, 0, 0
0.044, 399.279, 86.978, -176.673, -135.523, -60.7976, -52.4955, 2, -2.1, 0.8, -0.02, -0.04, -0.05, 0.2, -0.2, 0.4, 0, 0, 0
0.048, 399.281, 86.972, -176.674, -135.523, -60.7976, -52.4958, 1.9, -2, 1.2, -0.02, -0.06, -0.05, 0.2, -0.1, 0.3, 0, 0, 0
0.052, 399.289, 86.975, -176.672, -135.522, -60.7974, -52.4957, 2.1, -2.1, 1.1, -0.02, -0.05, -0.06, 0.2, -0.1, 0.3, 0, 0, 0
0.056, 399.29, 86.969, -176.675, -135.523, -60.7969, -52.4948, 1.8, -2.2, 1, -0.02, -0.05, -0.06, 0.1, 0, 0.4, 0, 0, 0
0.06, 399.297, 86.966, -176.68, -135.523, -60.7962, -52.4937, 1.8, -2.2, 1.1, -0.03, -0.06, -0.07, 0.2, -0.1, 0.6, 0, 0, 0
0.064, 399.302, 86.961, -176.676, -135.523, -60.7962, -52.4941, 1.9, -2.3, 1, -0.03, -0.05, -0.07, 0.2, -0.2, 0.5, 0, 0, 0
0.068, 399.306, 86.963, -176.68, -135.524, -60.7954, -52.4926, 2, -2.1, 1.1, -0.03, -0.06, -0.07, 0.1, -0.1, 0.3, 0, 0, 0
0.072, 399.307, 86.958, -176.685, -135.526, -60.7943, -52.4905, 1.9, -2.2, 1, -0.02, -0.05, -0.06, 0.2, -0.1, 0.3, 0, 0, 0
0.076, 399.317, 86.955, -176.684, -135.525, -60.7941, -52.4906, 1.7, -2.2, 1.1, -0.02, -0.05, -0.06, 0.1, -0.1, 0.3, 0, 0, 0
0.08, 399.318, 86.95, -176.689, -135.528, -60.7929, -52.4885, 2.1, -2.2, 1, -0.02, -0.05, -0.06, 0.2, -0.1, 0.4, 0, 0, 0
0.084, 399.325, 86.952, -176.687, -135.527, -60.7927, -52.4884, 2.1, -2.1, 0.9, -0.02, -0.04, -0.05, 0.1, -0.1, 0.4, 0, 0, 0
0.088, 399.331, 86.95, -176.694, -135.528, -60.7914, -52.486, 2, -2.2, 0.8, -0.02, -0.04, -0.05, 0.1, -0.1, 0.4, 0, 0, 0
0.092, 399.336, 86.944, -176.69, -135.528, -60.7914, -52.4865, 1.9, -2.1, 0.8, -0.02, -0.04, -0.06, 0.1, -0.1, 0.4, 0, 0, 0
0.096, 399.337, 86.939, -176.695, -135.53, -60.7903, -52.4845, 2.2, -2.3, 0.9, -0.03, -0.04, -0.07, 0.1, -0.2, 0.4, 0, 0, 0
0.1, 399.344, 86.942, -176.692, -135.529, -60.7901, -52.4843, 2, -2.1, 0.9, -0.02, -0.04, -0.05, 0.2, -0.1, 0.3, 0, 0, 0
0.104, 399.346, 86.936, -176.696, -135.53, -60.7895, -52.4834, 2.4, -2.2, 0.6, -0.02, -0.04, -0.06, 0.1, -0.1, 0.4, 0, 0, 0
0.108, 399.355, 86.934, -176.696, -135.531, -60.7888, -52.4823, 2.3, -2.4, 0.4, -0.02, -0.03, -0.07, 0.1, -0.1, 0.4, 0, 0, 0
0.112, 399.357, 86.929, -176.7, -135.532, -60.7882, -52.4813, 2.6, -2.2, 0.3, -0.02, -0.03, -0.05, 0.2, -0.1, 0.3, 0, 0, 0
0.116, 399.364, 86.931, -176.697, -135.531, -60.788, -52.4812, 2.4, -2.2, 0.3, -0.02, -0.03, -0.05, 0.2, -0.2, 0.3, 0, 0, 0
0.12, 399.365, 86.925, -176.7, -135.532, -60.7875, -52.4804, 2.2, -2.2, 0.4, -0.02, -0.04, -0.06, 0.2, -0.2, 0.4, 0, 0, 0
0.124, 399.37, 86.92, -176.696, -135.532, -60.7875, -52.4809, 2.1, -2.2, 0.5, -0.02, -0.04, -0.06, 0.1, -0.2, 0.4, 0, 0, 0
0.128, 399.38, 86.924, -176.702, -135.532, -60.7865, -52.4791, 2.5, -2.2, 0.5, -0.02, -0.04, -0.06, 0.1, -0.3, 0.2, 0, 0, 0
0.132, 399.385, 86.919, -176.698, -135.531, -60.7866, -52.4797, 2.1, -2.3, 0.7, -0.02, -0.04, -0.06, 0.2, -0.2, 0.3, 0, 0, 0
