time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 403.856, 90.31, -177.241, -138.526, -62.3356, -49.2252, 1.1, 0.2, -0.2, 0, 0.02, 0.01, 0, -0.1, 0.2, 0, 0, 0
0.008, 403.854, 90.311, -177.246, -138.526, -62.3347, -49.2256, 1.4, -0.1, -0.5, 0, 0.03, 0, 0, -0.2, 0.4, 0, 0, 0
0.012, 403.857, 90.313, -177.253, -138.525, -62.3338, -49.2258, 1.3, 0, -0.4, 0, 0.03, 0, 0, -0.1, 0.5, 0, 0, 0
0.016, 403.855, 90.314, -177.259, -138.525, -62.3329, -49.2262, 1.1, 0, -0.4, 0, 0.02, 0, 0.1, -0.1, 0.3, 0, 0, 0
0.02, 403.852, 90.314, -177.266, -138.527, -62.3322, -49.2248, 1, 0, -0.3, 0, 0.01, 0.01, 0.1, -0.1, 0.4, 0, 0, 0
0.024, 403.849, 90.314, -177.271, -138.526, -62.3314, -49.2252, 1.6, -0.1, -0.3, 0, 0.01, 0, 0.1, 0, 0.3, 0, 0, 0
0.028, 403.845, 90.315, -177.282, -138.526, -62.3297, -49.226, 1.2, 0, -0.3, 0, 0, 0, 0.1, 0, 0.4, 0, 0, 0
0.032, 403.843, 90.316, -177.287, -138.526, -62.3289, -49.2264, 1.3, 0, -0.4, 0, 0.02, 0, 0.1, -0.1, 0.3, 0, 0, 0
0.036, 403.839, 90.317, -177.298, -138.525, -62.3272, -49.2273, 1.4, -0.1, -0.5, 0, 0.02, 0, 0.1, -0.1, 0.4, 0, 0, 0
0.04, 403.835, 90.319, -177.309, -138.525, -62.3255, -49.2281, 1.7, 0, -0.5, 0, 0.02, 0, 0.2, -0.1, 0.4, 0, 0, 0
0.044, 403.833, 90.319, -177.314, -138.525, -62.3248, -49.2285, 1.6, -0.1, -0.3, 0, 0, 0, 0.2, 0, 0.4, 0, 0, 0
