time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.266, 87.006, -176.671, -135.521, -60.7973, -52.4966, 6.1, -0.5, -1.6, -0.01, -0.1, 0.01, 0.4, -0.3, 0.3, 0, 0, 0
0.008, 399.263, 87.007, -176.678, -135.522, -60.796, -52.4957, 6.7, -0.8, -1.7, 0, -0.11, 0, 0.3, -0.2, 0.3, 0, 0, 0
0.012, 399.261, 87.008, -176.684, -135.522, -60.7951, -52.496, 6.3, -0.9, -0.9, -0.01, -0.13, 0, 0, -0.2, 0.2, 0, 0, 0
0.016, 399.258, 87.008, -176.689, -135.522, -60.7942, -52.4964, 6.2, -0.9, -1.4, -0.01, -0.11, 0, -0.1, -0.1, 0.3, 0, 0, 0
0.02, 399.256, 87.008, -176.696, -135.523, -60.7937, -52.4951, 6.4, -0.9, -1.8, -0.01, -0.11, 0, 0, -0.1, 0.3, 0, 0, 0
0.024, 399.254, 87.009, -176.701, -135.523, -60.7929, -52.4954, 7.2, -0.7, -1.8, 0, -0.12, 0, 0, -0.1, 0.3, 0, 0, 0
0.028, 399.251, 87.009, -176.706, -135.523, -60.792, -52.4958, 6.1, -0.7, -1.9, -0.01, -0.11, 0, 0.3, -0.1, 0.5, 0, 0, 0
0.032, 399.249, 87.01, -176.712, -135.523, -60.7912, -52.4961, 7.1, -0.7, -2, 0, -0.11, 0, 0.3, -0.1, 0.4, 0, 0, 0
0.036, 399.247, 87.011, -176.717, -135.522, -60.7904, -52.4964, 6, -0.7, -1.5, 0, -0.1, 0, 0, -0.2, 0.2, 0, 0, 0
0.04, 399.24, 87.012, -176.735, -135.524, -60.7881, -52.4957, 6.8, -0.7, -1.9, 0, -0.11, 0, 0, -0.2, 0.2, 0, 0, 0
0.044, 399.235, 87.012, -176.747, -135.525, -60.7866, -52.4947, 6, -0.8, -1.3, 0, -0.12, 0, 0, -0.2, 0.4, 0, 0, 0
0.048, 399.233, 87.013, -176.752, -135.525, -60.7858, -52.495, 7.1, -0.7, -1.8, 0, -0.13, 0, 0.2, -0.1, 0.5, 0, 0, 0
0.052, 399.227, 87.014, -176.765, -135.527, -60.7843, -52.4939, 8.2, -0.8, -2, 0, -0.14, 0, 0.2, -0.2, 0.5, 0, 0, 0
0.056, 399.222, 87.014, -176.777, -135.528, -60.7829, -52.493, 7.7, -0.6, -1.9, 0, -0.13, 0, 0.1, -0.2, 0.3, 0, 0, 0
0.06, 399.22, 87.015, -176.782, -135.528, -60.7822, -52.4933, 8.8, -0.6, -2.3, 0, -0.13, 0, 0, -0.2, 0.2, 0, 0, 0
0.064, 399.218, 87.015, -176.787, -135.528, -60.7813, -52.4937, 8.6, -0.6, -2.2, 0, -0.12, 0.01, -0.1, -0.1, 0.3, 0, 0, 0
0.068, 399.213, 87.016, -176.8, -135.529, -60.7798, -52.4926, 8.4, -0.7, -1.8, 0, -0.13, 0, 0, -0.2, 0.5, 0, 0, 0
0.072, 399.216, 87.018, -176.806, -135.529, -60.7789, -52.4926, 8.4, -0.8, -2.2, 0, -0.11, 0, 0.1, 0, 0.5, 0, 0, 0
0.076, 399.211, 87.019, -176.819, -135.53, -60.7774, -52.4916, 7.1, -1.1, -1.5, 0, -0.09, -0.01, 0, -0.2, 0.2, 0, 0, 0
0.08, 399.208, 87.02, -176.824, -135.53, -60.7765, -52.4919, 7.4, -1.1, -1.5, 0, -0.1, -0.02, 0.3, -0.1, 0.3, 0, 0, 0
0.084, 399.211, 87.019, -176.819, -135.53, -60.7774, -52.4916, 6.4, -0.5, -1.6, 0, -0.11, 0, 0, -0.1, 0.2, 0, 0, 0
0.088, 399.216, 87.018, -176.806, -135.529, -60.7789, -52.4926, 6.4, -1.2, -0.9, -0.01, -0.12, -0.01, 0, -0.2, 0, 0, 0, 0
0.092, 399.218, 87.018, -176.801, -135.529, -60.7796, -52.4923, 5.4, -1, -1.2, -0.01, -0.11, -0.01, 0.2, -0.2, 0.3, 0, 0, 0
0.096, 399.22, 87.017, -176.796, -135.529, -60.7805, -52.492, 6.7, -1.1, -1.6, -0.01, -0.11, -0.01, -0.1, -0.2, 0.2, 0, 0, 0
