time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.255, 87.009, -176.673, -135.523, -60.798, -52.4945, -0.2, -2.4, 3.8, -0.01, -0.07, -0.14, 0.2, -0.4, 0.3, 0, 0, 0
0.008, 399.258, 87.009, -176.666, -135.522, -60.7986, -52.4959, 0.1, -2.4, 4.1, -0.01, -0.08, -0.14, 0.2, -0.4, 0.3, 0, 0, 0
0.012, 399.256, 87.003, -176.665, -135.522, -60.7988, -52.4965, 0.2, -2.9, 3.9, -0.02, -0.08, -0.15, 0, -0.4, 0.1, 0, 0, 0
0.016, 399.255, 87.003, -176.667, -135.524, -60.7982, -52.4952, 0.3, -3.1, 4, -0.02, -0.09, -0.16, 0.3, -0.4, 0.3, 0, 0, 0
0.02, 399.258, 87.003, -176.66, -135.522, -60.7988, -52.4967, 0.5, -3.3, 4.3, -0.02, -0.1, -0.17, 0.2, -0.4, 0.3, 0, 0, 0
0.024, 399.261, 87.003, -176.654, -135.52, -60.7994, -52.4981, 0.4, -3.4, 4.3, -0.02, -0.1, -0.17, 0.1, -0.3, 0.2, 0, 0, 0
0.028, 399.263, 87.003, -176.649, -135.52, -60.7994, -52.4984, 0.3, -3.2, 4.3, -0.02, -0.09, -0.16, 0, -0.3, 0.2, 0, 0, 0
0.032, 399.264, 87.006, -176.648, -135.519, -60.7993, -52.498, 0.5, -3.2, 4.2, -0.02, -0.09, -0.16, 0, -0.3, 0.3, 0, 0, 0
0.036, 399.266, 87.006, -176.642, -135.518, -60.7998, -52.4993, 0.1, -3.2, 4, -0.02, -0.08, -0.17, 0.1, -0.4, 0.4, 0, 0, 0
0.04, 399.27, 87.006, -176.635, -135.516, -60.8004, -52.5007, 0.4, -3.2, 3.8, -0.02, -0.07, -0.17, 0.2, -0.4, 0.3, 0, 0, 0
