time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.25, 87, -176.665, -135.524, -60.7991, -52.495, 3.1, -0.3, -2.3, -0.02, 0, 0, 0, -0.2, 0.2, 0, 0, 0
0.008, 399.255, 87.002, -176.667, -135.524, -60.7989, -52.4947, 0.2, -0.6, -0.7, -0.02, -0.01, -0.01, 0, -0.2, 0.2, 0, 0, 0
0.012, 399.25, 87, -176.665, -135.524, -60.7991, -52.495, -1.1, -0.4, -1.1, -0.03, 0, 0, 0.1, -0.2, 0, 0, 0, 0
0.016, 399.255, 87.002, -176.667, -135.524, -60.7989, -52.4947, -1.9, -0.5, -0.8, -0.03, 0, 0, 0.1, -0.3, 0.2, 0, 0, 0
0.02, 399.25, 87, -176.665, -135.524, -60.7991, -52.495, 4.8, 0.2, -2.5, 0, 0, 0, 0, -0.2, 0.1, 0, 0, 0
0.024, 399.255, 87.002, -176.667, -135.524, -60.7989, -52.4947, -3, -0.2, 0, -0.03, -0.01, 0, 0.1, -0.2, 0, 0, 0, 0
0.028, 399.254, 87.002, -176.669, -135.525, -60.7983, -52.4935, -2, -1.2, 2.8, -0.01, -0.07, -0.06, 0.2, -0.3, 0.1, 0, 0, 0
0.032, 399.251, 86.995, -176.669, -135.526, -60.7986, -52.4941, -2.6, -1.3, 3.5, 0, -0.07, -0.08, 0.1, -0.2, 0.3, 0, 0, 0
0.036, 399.254, 86.995, -176.662, -135.524, -60.7992, -52.4955, -1, -1.2, 3.3, 0, -0.08, -0.07, 0.1, -0.3, 0.2, 0, 0, 0
0.04, 399.257, 86.995, -176.655, -135.522, -60.7998, -52.497, 5, -0.4, -0.6, 0, -0.03, -0.03, 0.1, -0.2, 0.1, 0, 0, 0
0.044, 399.26, 86.995, -176.648, -135.521, -60.8004, -52.4984, 6.1, 0, -2.3, 0, 0, 0, 0.1, -0.1, 0.1, 0, 0, 0
0.048, 399.263, 86.995, -176.641, -135.519, -60.801, -52.4998, 3.3, 0.2, -2.3, 0, 0, 0, 0.2, 0, 0.1, 0, 0, 0
0.052, 399.265, 86.995, -176.636, -135.519, -60.801, -52.5, 2.2, 0.3, -2.7, -0.02, 0.01, 0.02, 0.1, -0.2, 0.2, 0, 0, 0
0.056, 399.268, 86.995, -176.629, -135.517, -60.8016, -52.5014, -1.3, 0, -1.1, -0.02, 0, 0.01, 0.1, -0.2, 0.2, 0, 0, 0
0.06, 399.271, 86.993, -176.623, -135.516, -60.8024, -52.5032, -3.2, 0, 0, -0.03, 0, 0, 0.1, -0.1, 0.1, 0, 0, 0
0.064, 399.28, 86.995, -176.618, -135.514, -60.8028, -52.5043, -4.9, 0, 0.7, -0.03, 0, 0, 0.1, 0, 0.1, 0, 0, 0
0.068, 399.282, 86.995, -176.611, -135.512, -60.8034, -52.5056, -4.2, -0.1, 2, -0.02, -0.04, -0.02, 0.1, -0.2, 0.2, 0, 0, 0
