time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.252, 87, -176.672, -135.524, -60.7984, -52.4954, 2.9, -2.6, 0, -0.03, -0.05, -0.07, 0.1, -0.2, 0.3, 0, 0, 0
0.008, 399.249, 86.993, -176.671, -135.525, -60.7986, -52.496, 3, -2.8, -0.1, -0.03, -0.04, -0.08, 0, -0.2, 0.3, 0, 0, 0
0.012, 399.255, 86.995, -176.673, -135.524, -60.7984, -52.4957, 3.5, -2.9, -0.1, -0.03, -0.04, -0.08, 0, -0.2, 0.2, 0, 0, 0
0.016, 399.255, 86.993, -176.674, -135.525, -60.7986, -52.496, 3.6, -3, -0.1, -0.03, -0.05, -0.09, 0, -0.2, 0.3, 0, 0, 0
0.02, 399.254, 86.993, -176.676, -135.526, -60.7979, -52.4948, 3.1, -3.1, -0.1, -0.04, -0.04, -0.09, 0.1, -0.2, 0.4, 0, 0, 0
0.024, 399.256, 86.987, -176.677, -135.526, -60.798, -52.4951, 3.4, -2.9, -0.1, -0.03, -0.04, -0.08, 0.1, -0.2, 0.3, 0, 0, 0
0.028, 399.253, 86.98, -176.676, -135.526, -60.7982, -52.4957, 3.6, -2.8, 0, -0.03, -0.06, -0.08, 0, -0.1, 0.4, 0, 0, 0
0.032, 399.25, 86.972, -176.675, -135.527, -60.7985, -52.4963, 3.3, -3, 0, -0.03, -0.05, -0.09, 0.1, -0.2, 0.3, 0, 0, 0
0.036, 399.248, 86.965, -176.674, -135.527, -60.7987, -52.4969, 3.2, -2.9, 0, -0.03, -0.05, -0.09, 0.1, -0.2, 0.3, 0, 0, 0
0.04, 399.245, 86.958, -176.673, -135.527, -60.7989, -52.4975, 3.3, -2.8, 0.1, -0.03, -0.06, -0.08, 0.1, -0.2, 0.3, 0, 0, 0
0.044, 399.239, 86.943, -176.671, -135.528, -60.7994, -52.4988, 3.4, -2.6, 0, -0.02, -0.05, -0.06, 0, -0.3, 0.3, 0, 0, 0
0.048, 399.233, 86.928, -176.669, -135.529, -60.7999, -52.4999, 3.2, -2.8, 0.1, -0.03, -0.06, -0.07, 0.1, -0.2, 0.3, 0, 0, 0
0.052, 399.235, 86.922, -176.67, -135.529, -60.7999, -52.5003, 3.4, -2.8, 0.1, -0.02, -0.05, -0.06, 0.1, -0.2, 0.3, 0, 0, 0
0.056, 399.232, 86.915, -176.669, -135.529, -60.8002, -52.5009, 3.4, -2.7, 0.1, -0.02, -0.05, -0.06, 0.1, -0.2, 0.3, 0, 0, 0
0.06, 399.234, 86.91, -176.672, -135.53, -60.7996, -52.5, 3.4, -2.6, 0, -0.02, -0.05, -0.06, 0.1, -0.2, 0.3, 0, 0, 0
0.064, 399.237, 86.905, -176.673, -135.53, -60.7997, -52.5003, 3.4, -2.6, 0, -0.03, -0.04, -0.07, 0.2, -0.2, 0.3, 0, 0, 0
0.068, 399.244, 86.901, -176.676, -135.529, -60.7995, -52.5003, 3.3, -2.6, 0, -0.03, -0.04, -0.08, 0.1, -0.2, 0.3, 0, 0, 0
0.072, 399.247, 86.896, -176.677, -135.529, -60.7996, -52.5006, 3.6, -2.5, -0.2, -0.03, -0.04, -0.08, 0.1, -0.3, 0.2, 0, 0, 0
0.076, 399.254, 86.893, -176.68, -135.528, -60.7994, -52.5006, 3.4, -2.7, -0.2, -0.04, -0.04, -0.09, 0.1, -0.2, 0.3, 0, 0, 0
0.08, 399.265, 86.889, -176.676, -135.526, -60.7999, -52.502, 3.3, -2.9, -0.1, -0.04, -0.05, -0.1, 0.1, -0.2, 0.3, 0, 0, 0
0.084, 399.278, 86.887, -176.68, -135.524, -60.7995, -52.5017, 3.7, -3, -0.3, -0.04, -0.04, -0.11, 0.1, -0.2, 0.3, 0, 0, 0
0.088, 399.286, 86.884, -176.683, -135.524, -60.7994, -52.5017, 3.7, -3, -0.2, -0.04, -0.04, -0.1, 0.2, -0.1, 0.3, 0, 0, 0
0.092, 399.298, 86.882, -176.688, -135.522, -60.7991, -52.5014, 3.4, -3.1, -0.3, -0.04, -0.04, -0.1, 0.1, -0.1, 0.3, 0, 0, 0
0.096, 399.306, 86.88, -176.693, -135.523, -60.7982, -52.5, 3.6, -3.1, -0.2, -0.04, -0.04, -0.1, 0, -0.3, 0.3, 0, 0, 0
0.1, 399.313, 86.876, -176.696, -135.522, -60.7981, -52.5, 3.7, -3, -0.1, -0.04, -0.04, -0.09, 0.1, -0.2, 0.3, 0, 0, 0
0.104, 399.329, 86.882, -176.701, -135.52, -60.7975, -52.4991, 3.4, -2.9, 0, -0.03, -0.05, -0.09, 0, -0.1, 0.4, 0, 0, 0
0.108, 399.337, 86.878, -176.704, -135.52, -60.7974, -52.4991, 3.5, -3, 0, -0.03, -0.05, -0.09, 0.1, -0.3, 0.4, 0, 0, 0
0.112, 399.344, 86.875, -176.707, -135.519, -60.7972, -52.4991, 3, -3, 0, -0.03, -0.05, -0.09, 0.2, -0.3, 0.3, 0, 0, 0
0.116, 399.36, 86.874, -176.707, -135.517, -60.7969, -52.4989, 3.1, -2.9, 0, -0.03, -0.04, -0.08, 0.1, -0.2, 0.4, 0, 0, 0
