time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.252, 87.007, -176.679, -135.525, -60.7976, -52.4936, 2.5, -2.3, 0.4, -0.02, -0.05, -0.06, 0.1, -0.4, 0.5, 0, 0, 0
0.008, 399.25, 87, -176.679, -135.526, -60.7978, -52.4941, 2.3, -2.6, 0.4, -0.03, -0.05, -0.07, 0.2, -0.3, 0.5, 0, 0, 0
0.012, 399.252, 87, -176.672, -135.524, -60.7984, -52.4954, 2.1, -2.2, 0.5, -0.01, -0.04, -0.06, 0.2, -0.2, 0.5, 0, 0, 0
0.016, 399.258, 87.002, -176.674, -135.524, -60.7982, -52.4951, 2.1, -2.5, 0.5, -0.02, -0.05, -0.06, 0.2, -0.2, 0.5, 0, 0, 0
0.02, 399.257, 87.003, -176.677, -135.525, -60.7975, -52.4939, 2.1, -2.7, 0.6, -0.02, -0.05, -0.08, 0.2, -0.1, 0.6, 0, 0, 0
0.024, 399.26, 86.997, -176.678, -135.525, -60.7976, -52.4942, 2.7, -2.9, 0.4, -0.03, -0.05, -0.07, 0.2, -0.3, 0.5, 0, 0, 0
0.028, 399.263, 86.997, -176.671, -135.523, -60.7982, -52.4956, 2.3, -2.6, 0.4, -0.03, -0.05, -0.07, 0.2, -0.3, 0.5, 0, 0, 0
0.032, 399.26, 86.989, -176.67, -135.524, -60.7984, -52.4962, 2, -2.6, 0.2, -0.03, -0.04, -0.07, 0.2, -0.3, 0.5, 0, 0, 0
0.036, 399.267, 86.991, -176.666, -135.523, -60.7983, -52.4962, 2, -2.6, 0.4, -0.03, -0.04, -0.07, 0.2, -0.2, 0.5, 0, 0, 0
0.04, 399.264, 86.984, -176.665, -135.523, -60.7985, -52.4969, 2.3, -2.7, 0.3, -0.03, -0.04, -0.07, 0.2, -0.2, 0.5, 0, 0, 0
0.044, 399.264, 86.976, -176.658, -135.522, -60.7994, -52.4989, 2.6, -2.7, 0.2, -0.03, -0.04, -0.07, 0.2, -0.2, 0.5, 0, 0, 0
