time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.245, 87.001, -176.677, -135.528, -60.799, -52.4916, -0.1, -3.3, 3.7, -0.03, -0.07, -0.16, 0, -0.2, 0.3, 0, 0, 0
0.008, 399.245, 87.001, -176.677, -135.526, -60.7978, -52.4941, -0.1, -3.1, 3.8, -0.02, -0.07, -0.16, 0.1, -0.2, 0.2, 0, 0, 0
0.012, 399.248, 87.001, -176.67, -135.524, -60.7984, -52.4953, 0.6, -2.9, 3.8, -0.01, -0.07, -0.15, 0, -0.2, 0.2, 0, 0, 0
0.016, 399.247, 87.001, -176.673, -135.526, -60.7977, -52.4941, 0.9, -3, 3.6, -0.02, -0.08, -0.15, 0, 0, 0.3, 0, 0, 0
0.02, 399.25, 87.001, -176.666, -135.524, -60.7983, -52.4955, 0.4, -3.2, 3.8, -0.02, -0.07, -0.16, 0, 0, 0.2, 0, 0, 0
0.024, 399.25, 86.994, -176.658, -135.523, -60.7992, -52.4976, 0.1, -3.5, 4, -0.02, -0.07, -0.17, 0, 0, 0.2, 0, 0, 0
0.028, 399.253, 86.994, -176.651, -135.521, -60.7998, -52.499, 0.1, -3.6, 4.2, -0.03, -0.08, -0.18, 0, -0.2, 0.2, 0, 0, 0
0.032, 399.256, 86.994, -176.644, -135.519, -60.8004, -52.5004, 0, -3.1, 4.1, -0.02, -0.08, -0.17, 0, 0, 0.2, 0, 0, 0
0.036, 399.259, 86.994, -176.638, -135.518, -60.801, -52.5017, -0.1, -3, 4.4, -0.02, -0.09, -0.16, 0, -0.1, 0.3, 0, 0, 0
0.04, 399.261, 86.994, -176.633, -135.518, -60.801, -52.502, 0, -2.9, 4.4, -0.02, -0.08, -0.15, 0, 0, 0.3, 0, 0, 0
0.044, 399.265, 86.994, -176.626, -135.516, -60.8016, -52.5034, 0, -3, 4.5, -0.02, -0.1, -0.15, 0, -0.2, 0.2, 0, 0, 0
0.048, 399.268, 86.994, -176.619, -135.514, -60.8022, -52.5048, -0.2, -2.6, 4.3, -0.02, -0.09, -0.15, 0, -0.2, 0.2, 0, 0, 0
0.052, 399.271, 86.996, -176.612, -135.512, -60.8026, -52.5058, -0.1, -2.4, 4.4, -0.01, -0.08, -0.14, 0, -0.2, 0.2, 0, 0, 0
0.056, 399.273, 86.996, -176.608, -135.512, -60.8026, -52.5059, 0, -2.6, 4.1, -0.01, -0.08, -0.14, 0, -0.2, 0.2, 0, 0, 0
0.06, 399.276, 86.996, -176.601, -135.51, -60.8032, -52.5074, 0.2, -2.6, 4.2, -0.01, -0.08, -0.14, 0, -0.2, 0.2, 0, 0, 0
0.064, 399.275, 86.989, -176.595, -135.511, -60.8034, -52.5082, 0.1, -2.8, 4, -0.01, -0.08, -0.14, 0.1, -0.1, 0.3, 0, 0, 0
0.068, 399.276, 86.99, -176.593, -135.512, -60.8028, -52.5071, 0.2, -2.9, 4.1, -0.02, -0.08, -0.15, 0.1, -0.1, 0.3, 0, 0, 0
0.072, 399.275, 86.983, -176.59, -135.513, -60.8024, -52.5067, 0.1, -2.9, 3.9, -0.02, -0.08, -0.15, 0, -0.1, 0.2, 0, 0, 0
0.076, 399.274, 86.976, -176.586, -135.514, -60.8021, -52.5064, 0.2, -3, 4.1, -0.02, -0.09, -0.16, 0, -0.1, 0.2, 0, 0, 0
0.08, 399.272, 86.969, -176.582, -135.516, -60.8018, -52.506, 0.3, -3.2, 3.9, -0.02, -0.09, -0.16, 0, -0.3, 0.2, 0, 0, 0
0.084, 399.274, 86.97, -176.58, -135.517, -60.8012, -52.5049, 0.1, -3.3, 4.1, -0.02, -0.09, -0.16, 0.1, -0.2, 0.3, 0, 0, 0
0.088, 399.272, 86.963, -176.577, -135.518, -60.8008, -52.5045, 0.2, -3.2, 4, -0.02, -0.09, -0.16, 0.1, -0.2, 0.3, 0, 0, 0
0.092, 399.27, 86.956, -176.576, -135.521, -60.7999, -52.503, -0.1, -3.1, 4.2, -0.02, -0.1, -0.15, 0.2, -0.2, 0.3, 0, 0, 0
0.096, 399.266, 86.942, -176.572, -135.522, -60.7997, -52.5031, 0, -2.9, 4.1, -0.02, -0.09, -0.15, 0.1, -0.2, 0.4, 0, 0, 0
0.1, 399.264, 86.935, -176.568, -135.524, -60.7994, -52.5028, 0, -2.9, 4.2, -0.02, -0.09, -0.15, 0.1, -0.1, 0.3, 0, 0, 0
0.104, 399.262, 86.928, -176.565, -135.525, -60.7989, -52.5022, 0.2, -2.5, 3.8, -0.01, -0.08, -0.14, 0.1, -0.1, 0.3, 0, 0, 0
0.108, 399.26, 86.921, -176.564, -135.528, -60.798, -52.5007, 0, -2.6, 4, -0.01, -0.08, -0.14, 0.1, -0.2, 0.4, 0, 0, 0
