time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.253, 87.003, -176.672, -135.524, -60.7982, -52.4951, 0.1, -0.2, 4.4, 0, -0.07, -0.07, 0.2, -0.2, 0.2, 0, 0, 0
0.008, 399.256, 87.003, -176.665, -135.522, -60.7988, -52.4965, 1, -0.5, 3.9, 0, -0.06, -0.08, 0.2, -0.2, 0.3, 0, 0, 0
0.012, 399.255, 87.003, -176.667, -135.524, -60.7982, -52.4952, 1.3, -0.5, 3.6, 0, -0.06, -0.08, 0.2, -0.2, 0.2, 0, 0, 0
0.016, 399.258, 87.003, -176.66, -135.522, -60.7988, -52.4967, 0.1, -0.7, 4.3, 0, -0.07, -0.08, 0.2, -0.2, 0.2, 0, 0, 0
0.02, 399.261, 87.003, -176.654, -135.52, -60.7994, -52.4981, 0.3, -0.4, 4.6, 0, -0.07, -0.08, 0.2, -0.2, 0.3, 0, 0, 0
0.024, 399.259, 87.001, -176.645, -135.519, -60.8002, -52.4998, 0.1, -0.2, 4.4, 0, -0.07, -0.07, 0.2, -0.3, 0.2, 0, 0, 0
0.028, 399.262, 87.001, -176.639, -135.518, -60.8007, -52.5011, -0.2, -0.3, 4.6, 0, -0.07, -0.07, 0.2, -0.3, 0.2, 0, 0, 0
0.032, 399.261, 87.001, -176.641, -135.519, -60.8002, -52.5, -0.4, -0.4, 4.6, 0, -0.07, -0.07, 0.2, -0.2, 0.2, 0, 0, 0
0.036, 399.264, 87.001, -176.634, -135.517, -60.8008, -52.5014, 0, -0.6, 4.6, 0, -0.07, -0.09, 0.3, -0.3, 0.2, 0, 0, 0
0.04, 399.267, 87.001, -176.627, -135.516, -60.8014, -52.5028, 0.2, -0.7, 4.4, 0, -0.06, -0.09, 0.2, -0.3, 0.2, 0, 0, 0
0.044, 399.271, 87.001, -176.62, -135.514, -60.802, -52.5042, 0.8, -0.9, 4.1, 0, -0.06, -0.09, 0.2, -0.2, 0.1, 0, 0, 0
0.048, 399.273, 87.001, -176.613, -135.512, -60.8025, -52.5055, 0.1, -0.9, 4.4, 0, -0.07, -0.08, 0.3, -0.1, 0.3, 0, 0, 0
0.052, 399.276, 87.002, -176.609, -135.512, -60.8025, -52.5057, 0.4, -0.7, 4.5, 0, -0.07, -0.09, 0.2, -0.2, 0.2, 0, 0, 0
0.056, 399.281, 87.002, -176.597, -135.51, -60.8031, -52.5073, 0.4, -0.8, 4.4, 0, -0.07, -0.09, 0.2, -0.2, 0.4, 0, 0, 0
0.06, 399.283, 87.002, -176.593, -135.51, -60.8031, -52.5073, 0, -0.8, 4.5, 0, -0.08, -0.08, 0.3, -0.4, 0.3, 0, 0, 0
0.064, 399.284, 87.003, -176.59, -135.511, -60.8025, -52.5064, -0.3, -0.7, 4.8, 0, -0.08, -0.08, 0.3, -0.4, 0.3, 0, 0, 0
0.068, 399.286, 87.003, -176.588, -135.512, -60.802, -52.5055, -0.2, -0.5, 4.9, 0, -0.08, -0.09, 0.3, -0.4, 0.3, 0, 0, 0
0.072, 399.287, 87.004, -176.587, -135.514, -60.8008, -52.5033, -0.3, -0.5, 4.7, 0, -0.08, -0.08, 0.2, -0.3, 0.3, 0, 0, 0
0.076, 399.291, 87.005, -176.579, -135.514, -60.8007, -52.5035, -0.9, -0.6, 5, 0, -0.08, -0.08, 0.2, -0.3, 0.3, 0, 0, 0
0.08, 399.292, 87.005, -176.578, -135.516, -60.7995, -52.5014, -0.1, -0.4, 4.7, 0, -0.08, -0.08, 0.1, -0.3, 0.2, 0, 0, 0
0.084, 399.293, 87.006, -176.576, -135.517, -60.799, -52.5005, -0.4, -0.6, 4.6, 0, -0.08, -0.08, 0.2, -0.3, 0.3, 0, 0, 0
0.088, 399.297, 87.007, -176.569, -135.518, -60.7983, -52.4996, -0.6, -0.5, 4.4, 0, -0.07, -0.08, 0.2, -0.2, 0.2, 0, 0, 0
0.092, 399.298, 87.007, -176.566, -135.519, -60.7977, -52.4985, 0.1, -0.6, 4, -0.01, -0.06, -0.07, 0.2, -0.2, 0.3, 0, 0, 0
0.096, 399.299, 87.008, -176.564, -135.52, -60.7972, -52.4976, -0.1, -0.4, 4.2, 0, -0.06, -0.08, 0.2, -0.2, 0.3, 0, 0, 0
