time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.252, 87, -176.672, -135.524, -60.7984, -52.4954, 0.5, 0.6, 4.3, 0, -0.06, -0.05, 0.2, -0.2, 0.3, 0, 0, 0
0.008, 399.252, 87.001, -176.675, -135.526, -60.7977, -52.4942, 0.8, 0.6, 3.3, 0, -0.04, -0.04, 0.3, -0.3, 0.5, 0, 0, 0
0.012, 399.255, 87.001, -176.668, -135.524, -60.7983, -52.4956, 0.8, 0.8, 3, 0, -0.04, -0.04, 0.3, -0.2, 0.3, 0, 0, 0
0.016, 399.258, 87.001, -176.661, -135.522, -60.799, -52.497, 0.2, 0.8, 4.2, 0, -0.06, -0.05, 0.2, 0, 0.4, 0, 0, 0
0.02, 399.261, 87.001, -176.654, -135.521, -60.7996, -52.4984, 0.9, 0.9, 3.3, 0, -0.04, -0.03, 0.2, 0, 0.4, 0, 0, 0
0.024, 399.263, 87.001, -176.649, -135.52, -60.7996, -52.4988, 0.6, 0.6, 4.1, 0, -0.06, -0.05, 0.4, -0.2, 0.4, 0, 0, 0
0.028, 399.266, 87.001, -176.642, -135.519, -60.8002, -52.5, 1.6, 0.8, 3.7, 0, -0.05, -0.04, 0.3, -0.3, 0.4, 0, 0, 0
0.032, 399.269, 87.001, -176.636, -135.517, -60.8008, -52.5015, 0.4, 0.8, 3.9, 0, -0.05, -0.05, 0.3, -0.3, 0.3, 0, 0, 0
0.036, 399.272, 87.001, -176.629, -135.516, -60.8014, -52.5029, 1.2, 0.6, 3.6, 0, -0.04, -0.04, 0.3, -0.2, 0.5, 0, 0, 0
0.04, 399.275, 87.001, -176.622, -135.514, -60.802, -52.5043, -0.2, 0.7, 4, 0, -0.05, -0.05, 0.3, -0.3, 0.5, 0, 0, 0
0.044, 399.278, 87.001, -176.615, -135.512, -60.8025, -52.5056, 0, 0.6, 4.5, 0, -0.06, -0.05, 0.3, -0.3, 0.4, 0, 0, 0
0.048, 399.281, 87.001, -176.608, -135.511, -60.8032, -52.507, 1.2, 0.8, 3.5, 0, -0.05, -0.04, 0.2, -0.2, 0.3, 0, 0, 0
0.052, 399.284, 87.001, -176.601, -135.509, -60.8038, -52.5084, 0, 0.7, 3.8, 0, -0.04, -0.04, 0.3, -0.2, 0.5, 0, 0, 0
0.056, 399.283, 87.001, -176.604, -135.511, -60.8031, -52.5072, 0, 0.6, 4.5, 0, -0.06, -0.05, 0.4, -0.3, 0.5, 0, 0, 0
0.06, 399.286, 87.001, -176.597, -135.509, -60.8038, -52.5086, 1.5, 0.7, 3.7, 0, -0.05, -0.04, 0.4, -0.1, 0.6, 0, 0, 0
0.064, 399.289, 87.001, -176.59, -135.507, -60.8043, -52.5099, 0.6, 0.4, 3.6, 0, -0.05, -0.05, 0.3, 0, 0.6, -0.01, 0, 0
0.068, 399.295, 87.001, -176.576, -135.504, -60.8055, -52.5127, 0.9, 0.6, 3.9, 0, -0.06, -0.05, 0.2, -0.2, 0.5, 0, 0, 0
0.072, 399.298, 87.001, -176.569, -135.503, -60.8061, -52.5141, 2.1, 0.6, 3.3, 0, -0.05, -0.04, 0.3, -0.2, 0.2, 0, 0, 0
0.076, 399.301, 87.001, -176.565, -135.502, -60.8061, -52.5143, 1.2, 0.8, 3, 0, -0.05, -0.03, 0.4, -0.3, 0.3, 0, 0, 0
0.08, 399.303, 87.002, -176.561, -135.502, -60.806, -52.5144, 0.5, 0.6, 3.7, 0, -0.05, -0.04, 0.3, -0.2, 0.5, 0, 0, 0
0.084, 399.305, 87.002, -176.556, -135.502, -60.8061, -52.5147, 1.8, 0.7, 3.5, 0.01, -0.05, -0.04, 0.4, -0.1, 0.6, 0, 0, 0
0.088, 399.306, 87.002, -176.553, -135.503, -60.8055, -52.5136, 1.2, 0.6, 3.3, 0, -0.05, -0.03, 0.3, -0.3, 0.5, 0, 0, 0
0.092, 399.307, 87.003, -176.553, -135.505, -60.8043, -52.5115, 0, 0.7, 4.1, 0, -0.06, -0.05, 0.3, -0.2, 0.4, 0, 0, 0
0.096, 399.308, 87.004, -176.551, -135.506, -60.8037, -52.5104, 0.8, 0.7, 3.9, 0, -0.07, -0.04, 0.2, -0.3, 0.5, 0, 0, 0
0.1, 399.309, 87.004, -176.551, -135.508, -60.8025, -52.5082, -0.4, 0.6, 4.5, 0, -0.08, -0.04, 0.4, -0.3, 0.5, 0, 0, 0
0.104, 399.31, 87.005, -176.55, -135.511, -60.8013, -52.5061, 0.4, 0.6, 4.8, 0, -0.1, -0.05, 0.4, -0.3, 0.5, 0, 0, 0
