time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.252, 87, -176.672, -135.524, -60.7984, -52.4954, 0.5, -1.5, 4.2, -0.01, -0.09, -0.1, 0, -0.3, 0.3, 0, 0, 0
0.008, 399.252, 87.001, -176.675, -135.526, -60.7977, -52.4942, 0.2, -1.7, 4.1, -0.02, -0.09, -0.11, 0, -0.1, 0.4, 0, 0, 0
0.012, 399.255, 87.001, -176.668, -135.524, -60.7983, -52.4956, 0.5, -1.5, 4.2, -0.01, -0.09, -0.1, 0, -0.2, 0.3, 0, 0, 0
0.016, 399.258, 87.001, -176.661, -135.522, -60.799, -52.497, 0, -1.7, 4.7, -0.01, -0.1, -0.11, 0.1, -0.3, 0.4, 0, 0, 0
0.02, 399.261, 87.001, -176.654, -135.521, -60.7996, -52.4984, 0.4, -1.7, 4.7, 0, -0.1, -0.11, 0.1, -0.3, 0.4, 0, 0, 0
0.024, 399.263, 87.001, -176.649, -135.52, -60.7996, -52.4988, 0.6, -1.4, 4.5, -0.01, -0.09, -0.1, 0, -0.1, 0.4, 0, 0, 0
0.028, 399.266, 87.001, -176.642, -135.519, -60.8002, -52.5, 0.5, -1.5, 4.5, -0.01, -0.09, -0.1, 0, -0.1, 0.4, 0, 0, 0
0.032, 399.269, 87.001, -176.636, -135.517, -60.8008, -52.5015, -0.1, -1.6, 4.7, -0.01, -0.09, -0.1, 0, -0.1, 0.4, 0, 0, 0
0.036, 399.272, 87.001, -176.629, -135.516, -60.8014, -52.5029, -0.2, -1.4, 4.5, -0.01, -0.09, -0.1, 0, 0, 0.4, 0, 0, 0
0.04, 399.275, 87.003, -176.621, -135.513, -60.8018, -52.5039, -0.4, -1.5, 4.5, -0.01, -0.08, -0.11, 0, -0.2, 0.5, 0, 0, 0
0.044, 399.278, 87.003, -176.615, -135.512, -60.8024, -52.5052, -0.6, -1.4, 4.6, -0.01, -0.08, -0.1, 0, -0.2, 0.5, 0, 0, 0
0.048, 399.281, 87.003, -176.608, -135.51, -60.803, -52.5066, -0.1, -1.4, 4.5, -0.01, -0.09, -0.1, 0, -0.1, 0.4, 0, 0, 0
0.052, 399.284, 87.003, -176.603, -135.51, -60.803, -52.5068, 0.1, -1.3, 4.3, -0.01, -0.08, -0.1, 0.1, -0.1, 0.3, 0, 0, 0
0.056, 399.287, 87.003, -176.596, -135.508, -60.8036, -52.5082, 0.2, -1.3, 4.2, -0.01, -0.08, -0.1, 0, -0.2, 0.3, 0, 0, 0
0.06, 399.289, 87.003, -176.59, -135.507, -60.8041, -52.5095, 0, -1.3, 4.2, -0.01, -0.08, -0.1, 0, -0.2, 0.3, 0, 0, 0
