time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.267, 87.013, -176.674, -135.519, -60.7952, -52.4974, 1.6, -0.8, 0.2, -0.01, -0.12, -0.01, 0.2, -0.3, 0.3, 0, 0, 0
0.008, 399.265, 87.014, -176.679, -135.519, -60.7945, -52.4977, 8.5, -0.5, -2.6, 0, -0.1, 0, 0.3, -0.3, 0.3, 0, 0, 0
0.012, 399.263, 87.014, -176.685, -135.521, -60.7949, -52.4955, 6.1, -0.7, -0.7, -0.01, -0.13, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.016, 399.261, 87.015, -176.69, -135.521, -60.794, -52.4958, 5.3, -0.7, -0.8, -0.01, -0.13, 0, 0.3, -0.2, 0.3, 0, 0, 0
0.02, 399.256, 87.016, -176.701, -135.523, -60.7927, -52.4949, 5.3, -0.6, -1.3, -0.01, -0.12, 0, 0.3, -0.2, 0.2, 0, 0, 0
0.024, 399.252, 87.017, -176.713, -135.522, -60.791, -52.4956, 4.4, -0.6, -1.2, -0.01, -0.11, 0, 0.2, -0.2, 0.4, 0, 0, 0
0.028, 399.255, 87.019, -176.719, -135.522, -60.79, -52.4956, 4.8, -0.4, -1.8, -0.02, -0.1, 0.01, 0.2, -0.3, 0.3, 0, 0, 0
0.032, 399.25, 87.02, -176.732, -135.523, -60.7885, -52.4945, 6.3, -0.4, -2.5, -0.02, -0.09, 0.02, 0.2, -0.2, 0.2, 0, 0, 0
0.036, 399.242, 87.021, -176.75, -135.524, -60.7862, -52.4938, 7.5, -0.3, -3, -0.01, -0.09, 0.02, 0.1, -0.2, 0.2, 0, 0, 0
0.04, 399.24, 87.022, -176.755, -135.524, -60.7854, -52.4941, 8.4, -0.3, -2.9, 0, -0.11, 0.01, 0.1, -0.1, 0.2, 0, 0, 0
0.044, 399.235, 87.022, -176.767, -135.526, -60.7839, -52.4931, 7.2, -0.6, -2.2, -0.01, -0.12, 0, 0.1, -0.1, 0.2, 0, 0, 0
