time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.275, 87.005, -176.675, -135.523, -60.7985, -52.4942, 0.8, 0, 0.3, 0, -0.01, -0.01, 0.3, -0.3, 0.3, 0, 0, 0
0.008, 399.273, 87.006, -176.68, -135.523, -60.7977, -52.4945, 0.5, 0.6, 0.3, 0, 0, 0, 0.3, -0.1, 0.4, 0, 0, 0
0.012, 399.271, 87.007, -176.686, -135.522, -60.7969, -52.4949, 0.6, 0.5, 0.5, 0, 0, 0, 0.1, -0.2, 0.3, 0, 0, 0
0.016, 399.268, 87.007, -176.692, -135.524, -60.7963, -52.4936, 1, 0.5, 0, 0, 0, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.02, 399.266, 87.007, -176.697, -135.524, -60.7954, -52.4939, 0.3, 0.4, 0.6, 0, -0.02, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.024, 399.264, 87.008, -176.702, -135.524, -60.7947, -52.4942, 0.4, 0.4, 0.5, 0, -0.01, 0, 0.2, -0.1, 0.4, 0, 0, 0
0.028, 399.262, 87.008, -176.708, -135.523, -60.7938, -52.4946, 1, 0.5, 0.4, 0, 0, 0, 0.1, -0.2, 0.2, 0, 0, 0
0.032, 399.255, 87.01, -176.725, -135.525, -60.7916, -52.4939, 1.7, 0.4, 0.2, 0, -0.01, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.036, 399.25, 87.01, -176.738, -135.526, -60.7901, -52.4928, 1.3, 0.4, 0.2, 0, 0, 0, 0.2, -0.2, 0.1, 0, 0, 0
0.04, 399.242, 87.011, -176.756, -135.528, -60.7877, -52.4921, 0.7, 0.4, 0.7, 0, -0.02, 0, 0.1, -0.2, 0.1, 0, 0, 0
0.044, 399.24, 87.012, -176.761, -135.528, -60.787, -52.4924, 1, 0.3, 0.9, 0, -0.03, 0, 0.1, -0.2, 0.2, 0, 0, 0
0.048, 399.235, 87.013, -176.773, -135.529, -60.7856, -52.4915, 1.8, 0.3, 0.3, 0, -0.03, 0, 0.2, -0.1, 0.3, 0, 0, 0
0.052, 399.233, 87.013, -176.778, -135.529, -60.7847, -52.4918, 1.9, 0.2, 0.2, 0, -0.03, 0, 0.3, -0.1, 0.4, 0, 0, 0
0.056, 399.231, 87.014, -176.783, -135.529, -60.7839, -52.4922, 1.6, 0.1, 0.1, 0, -0.02, 0, 0.3, -0.3, 0.3, 0, 0, 0
