time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.248, 87.001, -176.67, -135.524, -60.7984, -52.4953, 0, 1.6, 3.9, 0, -0.05, 0, 0.2, -0.2, 0.5, 0, 0, 0
0.008, 399.251, 87.001, -176.663, -135.523, -60.799, -52.4968, 1.9, 1.2, 3.2, 0.01, -0.05, -0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.012, 399.25, 87.001, -176.666, -135.524, -60.7983, -52.4955, 1.3, 1.1, 3.4, 0, -0.06, -0.02, 0.1, -0.2, 0.3, 0, 0, 0
0.016, 399.253, 87.001, -176.659, -135.522, -60.799, -52.4969, 1.4, 1.2, 3.6, 0, -0.06, -0.02, 0.1, -0.3, 0.4, 0, 0, 0
0.02, 399.256, 87.001, -176.652, -135.521, -60.7996, -52.4984, 0.8, 1.1, 3.5, 0, -0.05, -0.03, 0.1, -0.2, 0.3, 0, 0, 0
0.024, 399.259, 87.001, -176.645, -135.519, -60.8002, -52.4998, 2, 1.5, 3.1, 0.01, -0.04, -0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.028, 399.262, 87.001, -176.639, -135.518, -60.8007, -52.5011, 1, 1.4, 3.5, 0.01, -0.04, -0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.032, 399.264, 87.001, -176.634, -135.517, -60.8008, -52.5014, 1, 1.3, 3.6, 0, -0.05, -0.02, 0.1, -0.1, 0.5, 0, 0, 0
0.036, 399.267, 87.001, -176.627, -135.516, -60.8014, -52.5028, 1.4, 1.4, 3.4, 0.01, -0.04, -0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.04, 399.271, 87.001, -176.62, -135.514, -60.802, -52.5042, 1.5, 1.2, 3.1, 0, -0.04, -0.03, 0.2, -0.2, 0.3, 0, 0, 0
0.044, 399.273, 87.002, -176.616, -135.514, -60.8019, -52.5043, 0.3, 1.1, 3.6, 0, -0.05, -0.02, 0.1, -0.3, 0.4, 0, 0, 0
0.048, 399.275, 87.002, -176.611, -135.513, -60.8019, -52.5044, 0.6, 0.9, 3.7, 0.01, -0.05, -0.04, 0.1, -0.2, 0.3, 0, 0, 0
0.052, 399.277, 87.002, -176.606, -135.513, -60.8019, -52.5046, 1.3, 1.2, 3.4, 0.01, -0.05, -0.01, 0, -0.2, 0.3, 0, 0, 0
0.056, 399.279, 87.002, -176.601, -135.513, -60.802, -52.5049, 1.3, 1.2, 3.2, 0, -0.05, -0.02, 0, -0.3, 0.3, 0, 0, 0
0.06, 399.281, 87.003, -176.6, -135.514, -60.8013, -52.5037, 0.8, 0.8, 3.6, 0, -0.06, -0.03, 0, -0.3, 0.3, 0, 0, 0
0.064, 399.282, 87.003, -176.597, -135.515, -60.8007, -52.5028, 0.8, 1, 3.7, 0, -0.07, -0.03, 0.1, -0.2, 0.3, 0, 0, 0
0.068, 399.284, 87.004, -176.594, -135.516, -60.8002, -52.5019, 1.4, 1.3, 3.3, 0.01, -0.05, -0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.072, 399.284, 87.005, -176.594, -135.518, -60.7989, -52.4996, 1.4, 1, 3.2, 0, -0.05, -0.03, 0.1, -0.2, 0.4, 0, 0, 0
0.076, 399.288, 87.005, -176.585, -135.518, -60.7989, -52.5, 0.8, 0.7, 3.3, 0, -0.05, -0.04, 0.2, -0.2, 0.5, 0, 0, 0
0.08, 399.29, 87.006, -176.582, -135.518, -60.7984, -52.4991, 0.8, 1, 3.9, 0, -0.06, -0.03, 0.2, -0.3, 0.3, 0, 0, 0
0.084, 399.291, 87.007, -176.582, -135.521, -60.7972, -52.4969, 1.3, 1.3, 3.4, 0, -0.06, -0.02, 0.1, -0.3, 0.4, 0, 0, 0
0.088, 399.292, 87.007, -176.58, -135.522, -60.7966, -52.4958, 1.5, 1.2, 3.3, 0, -0.04, -0.02, 0.1, -0.3, 0.4, 0, 0, 0
0.092, 399.293, 87.008, -176.578, -135.523, -60.7959, -52.4948, 1.1, 1.4, 3.1, 0, -0.03, 0, 0.1, -0.3, 0.4, 0, 0, 0
0.096, 399.295, 87.008, -176.575, -135.524, -60.7953, -52.4937, 0, 1.2, 3.7, 0, -0.04, -0.02, 0.1, -0.2, 0.3, 0, 0, 0
0.1, 399.296, 87.009, -176.573, -135.525, -60.7948, -52.4928, 0.2, 1.1, 3.9, 0, -0.05, -0.02, 0.1, -0.3, 0.4, 0, 0, 0
0.104, 399.301, 87.009, -176.562, -135.523, -60.7953, -52.4943, 1.3, 1.5, 3, 0.01, -0.03, -0.01, 0.1, -0.3, 0.4, 0, 0, 0
0.108, 399.303, 87.009, -176.559, -135.524, -60.7948, -52.4933, 1.2, 1.6, 3, 0, -0.03, 0, 0.2, -0.3, 0.4, 0, 0, 0
0.112, 399.304, 87.01, -176.557, -135.525, -60.7941, -52.4923, 0.5, 1.2, 3.5, 0, -0.04, -0.02, 0.2, -0.3, 0.4, 0, 0, 0
0.116, 399.307, 87.01, -176.552, -135.524, -60.7942, -52.4926, 0.3, 1.3, 3.7, 0, -0.05, -0.02, 0.1, -0.3, 0.4, 0, 0, 0
0.12, 399.308, 87.011, -176.55, -135.526, -60.7935, -52.4914, 1, 1.5, 3.2, 0.01, -0.04, -0.01, 0.2, -0.2, 0.5, 0, 0, 0
0.124, 399.313, 87.011, -176.538, -135.524, -60.7942, -52.4931, 0.9, 1.4, 3.1, 0, -0.03, -0.02, 0.1, -0.3, 0.4, 0, 0, 0
