time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.252, 87, -176.672, -135.527, -60.7995, -52.4929, 1.6, -1.7, 0.6, -0.01, -0.04, -0.06, 0, -0.2, 0.2, 0, 0, 0
0.008, 399.255, 87, -176.665, -135.525, -60.8002, -52.4944, 1.4, -1.7, 1.1, -0.01, -0.05, -0.05, 0, -0.2, 0.2, 0, 0, 0
0.012, 399.261, 87.002, -176.667, -135.524, -60.8, -52.494, 0.9, -1.8, 1.5, -0.01, -0.06, -0.06, 0.1, -0.3, 0.1, 0, 0, 0
0.016, 399.26, 87.003, -176.67, -135.526, -60.7993, -52.4928, 2.1, -1.8, 0.9, -0.01, -0.06, -0.06, 0.1, -0.3, 0.1, 0, 0, 0
0.02, 399.263, 87.003, -176.663, -135.524, -60.7999, -52.4942, 1.9, -1.5, 0.7, -0.02, -0.05, -0.05, 0.1, -0.3, 0.1, 0, 0, 0
0.024, 399.266, 87.003, -176.656, -135.522, -60.8006, -52.4956, 1.7, -1.8, 0.8, -0.02, -0.04, -0.05, 0.1, -0.3, 0.1, 0, 0, 0
0.028, 399.269, 87.003, -176.649, -135.521, -60.8012, -52.4971, 2.1, -1.6, 0.7, -0.02, -0.04, -0.04, 0, -0.3, 0.2, 0, 0, 0
0.032, 399.269, 86.995, -176.641, -135.52, -60.802, -52.499, 1.6, -1.5, 0.9, -0.02, -0.05, -0.05, 0, -0.3, 0.2, 0, 0, 0
0.036, 399.272, 86.995, -176.634, -135.518, -60.8026, -52.5004, 2.3, -1.7, 0.8, -0.01, -0.06, -0.06, 0.1, -0.2, 0.2, 0, 0, 0
0.04, 399.275, 86.995, -176.628, -135.516, -60.8032, -52.5018, 1.3, -1.4, 1.1, -0.01, -0.05, -0.05, 0, -0.3, 0.2, 0, 0, 0
0.044, 399.278, 86.995, -176.621, -135.515, -60.8038, -52.5032, 1.5, -1.7, 1.1, -0.01, -0.04, -0.06, 0, -0.1, 0.1, 0, 0, 0
0.048, 399.278, 86.995, -176.623, -135.516, -60.8032, -52.5021, 0.9, -1.6, 1.2, -0.01, -0.04, -0.06, 0.1, -0.2, 0.2, 0, 0, 0
0.052, 399.28, 86.995, -176.616, -135.515, -60.8038, -52.5034, 1.7, -1.6, 0.9, -0.01, -0.06, -0.06, 0.1, -0.3, 0.1, 0, 0, 0
0.056, 399.281, 86.988, -176.608, -135.513, -60.8046, -52.5054, 1.3, -1.7, 1.3, -0.01, -0.06, -0.06, 0, -0.1, 0.2, 0, 0, 0
0.06, 399.278, 86.98, -176.607, -135.514, -60.8049, -52.506, 1.1, -1.7, 1.5, -0.01, -0.06, -0.06, 0, -0.2, 0.2, 0, 0, 0
0.064, 399.28, 86.975, -176.608, -135.513, -60.8049, -52.5063, 1, -1.6, 1.4, -0.01, -0.06, -0.06, 0.1, -0.3, 0.1, 0, 0, 0
0.068, 399.278, 86.96, -176.6, -135.512, -60.806, -52.5089, 1, -1.6, 1.2, -0.01, -0.05, -0.05, 0, -0.4, 0.1, 0, 0, 0
0.072, 399.275, 86.953, -176.599, -135.513, -60.8062, -52.5096, 0.5, -1.5, 1.4, -0.01, -0.05, -0.05, 0.1, -0.2, 0, 0, 0, 0
0.076, 399.272, 86.945, -176.598, -135.513, -60.8065, -52.5102, 0.4, -1.6, 1.4, -0.01, -0.04, -0.04, 0.1, -0.2, 0.3, 0, 0, 0
0.08, 399.269, 86.931, -176.589, -135.512, -60.8075, -52.5128, 0.3, -1.5, 1.6, 0, -0.06, -0.03, 0, -0.3, 0.2, 0, 0, 0
0.084, 399.266, 86.923, -176.588, -135.513, -60.8078, -52.5134, 0.9, -1.4, 1.6, 0, -0.05, -0.02, 0, -0.2, 0.2, 0, 0, 0
0.088, 399.263, 86.915, -176.587, -135.513, -60.808, -52.514, 0.8, -1.5, 1.4, 0, -0.06, -0.03, 0.1, -0.2, 0.3, 0, 0, 0
0.092, 399.263, 86.909, -176.58, -135.512, -60.8088, -52.5158, 0.6, -1.6, 1.6, -0.01, -0.06, -0.04, 0, -0.2, 0.2, 0, 0, 0
0.096, 399.26, 86.901, -176.579, -135.512, -60.809, -52.5165, 0.3, -1.7, 1.7, -0.01, -0.07, -0.06, 0, -0.3, 0.3, 0, 0, 0
0.1, 399.257, 86.894, -176.58, -135.514, -60.8087, -52.5158, 1, -1.7, 1.2, -0.01, -0.05, -0.06, 0.1, -0.3, 0.1, 0, 0, 0
0.104, 399.257, 86.886, -176.572, -135.513, -60.8095, -52.5179, 1.1, -1.6, 1.1, -0.02, -0.04, -0.07, 0.1, -0.3, 0.2, 0, 0, 0
0.108, 399.254, 86.879, -176.572, -135.513, -60.8097, -52.5184, 0.8, -1.7, 0.7, -0.02, -0.03, -0.07, 0.1, -0.4, 0.2, 0, 0, 0
0.112, 399.251, 86.872, -176.571, -135.514, -60.81, -52.5191, 0.4, -1.8, 1.1, -0.02, -0.04, -0.07, 0, -0.3, 0.2, 0, 0, 0
0.116, 399.251, 86.864, -176.563, -135.512, -60.8108, -52.5211, 1.4, -1.6, 0.9, -0.01, -0.04, -0.06, 0, -0.3, 0.2, 0, 0, 0
0.12, 399.248, 86.857, -176.562, -135.513, -60.8111, -52.5217, 1.1, -1.4, 0.7, -0.02, -0.04, -0.05, 0, -0.1, 0.1, 0, 0, 0
0.124, 399.245, 86.849, -176.561, -135.513, -60.8113, -52.5223, 0.9, -1.6, 1, -0.01, -0.04, -0.05, 0, -0.1, 0.1, 0, 0, 0
0.128, 399.248, 86.849, -176.554, -135.512, -60.8119, -52.5238, 1.5, -1.7, 0.6, -0.01, -0.04, -0.05, 0, -0.1, 0.1, 0, 0, 0
0.132, 399.251, 86.844, -176.555, -135.511, -60.8119, -52.524, 1.3, -1.9, 0.7, -0.01, -0.04, -0.05, 0, -0.2, 0.2, 0, 0, 0
0.136, 399.25, 86.844, -176.557, -135.513, -60.8113, -52.5228, 1.5, -1.6, 0.6, -0.02, -0.04, -0.04, 0.1, -0.3, 0.1, 0, 0, 0
0.14, 399.25, 86.837, -176.549, -135.511, -60.8122, -52.5248, 0.8, -1.7, 1.1, -0.02, -0.06, -0.05, 0.1, -0.3, 0.1, 0, 0, 0
0.144, 399.247, 86.829, -176.548, -135.512, -60.8124, -52.5255, 0.3, -1.9, 1.4, -0.02, -0.07, -0.06, 0, -0.2, 0.2, 0, 0, 0
0.148, 399.25, 86.829, -176.542, -135.51, -60.813, -52.5267, 0.9, -1.9, 1.3, -0.02, -0.07, -0.06, 0, -0.2, 0.2, 0, 0, 0
0.152, 399.247, 86.822, -176.541, -135.511, -60.8132, -52.5274, 1.1, -1.8, 1.2, -0.02, -0.07, -0.06, 0.1, -0.2, 0.2, 0, 0, 0
0.156, 399.246, 86.822, -176.543, -135.512, -60.8126, -52.5261, 0.7, -1.6, 1.2, -0.02, -0.05, -0.06, 0.2, -0.2, 0.3, 0, 0, 0
0.16, 399.246, 86.815, -176.535, -135.511, -60.8134, -52.5281, 1.6, -1.6, 0.8, -0.02, -0.05, -0.06, 0.2, -0.2, 0.3, 0, 0, 0
0.164, 399.243, 86.808, -176.536, -135.512, -60.8131, -52.5276, 2.1, -1.7, 0.4, -0.02, -0.04, -0.05, 0.1, -0.3, 0.2, 0, 0, 0
0.168, 399.25, 86.81, -176.534, -135.512, -60.8129, -52.5275, 1.4, -1.5, 0.7, -0.02, -0.05, -0.05, 0.1, -0.2, 0.3, 0, 0, 0
0.172, 399.246, 86.803, -176.537, -135.514, -60.812, -52.5258, 1.7, -1.5, 0.9, -0.02, -0.05, -0.05, 0, -0.4, 0.3, 0, 0, 0
0.176, 399.246, 86.804, -176.539, -135.518, -60.8102, -52.5224, 2.2, -1.5, 0.6, -0.02, -0.05, -0.05, 0, -0.2, 0.2, 0, 0, 0
0.18, 399.25, 86.807, -176.545, -135.52, -60.8088, -52.5196, 1.6, -1.7, 1.1, -0.02, -0.07, -0.06, 0.1, -0.2, 0.3, 0, 0, 0
0.184, 399.244, 86.8, -176.551, -135.524, -60.8072, -52.5166, 1.8, -1.8, 1.2, -0.03, -0.07, -0.07, 0.1, -0.2, 0.3, 0, 0, 0
0.188, 399.245, 86.801, -176.551, -135.527, -60.806, -52.5143, 1.4, -1.9, 1.4, -0.03, -0.08, -0.07, 0.1, -0.2, 0.2, 0, 0, 0
0.192, 399.244, 86.796, -176.559, -135.53, -60.8042, -52.511, 1.2, -1.8, 1.5, -0.02, -0.07, -0.07, 0, -0.3, 0.2, 0, 0, 0
0.196, 399.243, 86.797, -176.563, -135.533, -60.8031, -52.5087, 1.5, -1.7, 1.5, -0.02, -0.07, -0.07, 0, -0.2, 0.3, 0, 0, 0
