time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.279, 87.008, -176.654, -135.517, -60.7984, -52.4993, 5.9, -0.6, -2.4, 0, -0.08, 0.01, 0.3, -0.3, 0.3, 0, 0, 0
0.008, 399.282, 87.011, -176.661, -135.516, -60.7974, -52.4993, 8.2, -0.1, -2.6, 0, -0.09, 0.02, 0.2, -0.4, 0.3, 0, 0, 0
0.012, 399.28, 87.011, -176.667, -135.516, -60.7965, -52.4997, 6.8, -0.1, -2.1, 0, -0.09, 0.02, 0.2, -0.2, 0.4, 0, 0, 0
0.016, 399.275, 87.012, -176.679, -135.517, -60.7951, -52.4986, 8, -0.2, -1.9, 0, -0.1, 0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.02, 399.273, 87.013, -176.684, -135.517, -60.7943, -52.4989, 9, -0.1, -2.6, 0, -0.1, 0.02, 0.2, -0.1, 0.5, 0, 0, 0
0.024, 399.269, 87.014, -176.695, -135.517, -60.7926, -52.4996, 9.1, -0.3, -3.1, 0, -0.1, 0.02, 0.3, -0.3, 0.3, 0, 0, 0
0.028, 399.264, 87.014, -176.707, -135.518, -60.7912, -52.4985, 7.9, -0.3, -3.1, 0, -0.09, 0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.032, 399.258, 87.015, -176.72, -135.52, -60.7897, -52.4975, 6.8, -0.4, -2.5, -0.01, -0.1, 0.01, 0.1, -0.1, 0.2, 0, 0, 0
0.036, 399.251, 87.016, -176.737, -135.521, -60.7874, -52.4969, 5.8, -0.4, -1.5, 0, -0.12, 0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.04, 399.246, 87.017, -176.749, -135.525, -60.7872, -52.4933, 5.7, -0.4, -1.1, 0, -0.13, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.044, 399.244, 87.017, -176.755, -135.524, -60.7864, -52.4937, 6, -0.4, -0.9, 0, -0.14, 0, 0.1, -0.1, 0.1, 0, 0, 0
0.048, 399.237, 87.019, -176.772, -135.526, -60.7841, -52.4929, 7.4, -0.3, -2, 0, -0.12, 0.01, 0.1, -0.1, 0.2, 0, 0, 0
0.052, 399.234, 87.019, -176.78, -135.527, -60.7827, -52.4922, 7.8, -0.2, -2.7, 0, -0.1, 0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.056, 399.228, 87.02, -176.792, -135.528, -60.7812, -52.4911, 6.6, -0.1, -2.8, 0, -0.08, 0.03, 0.2, -0.2, 0.2, 0, 0, 0
0.06, 399.227, 87.021, -176.797, -135.528, -60.7805, -52.4914, 4.3, -0.4, -1.4, 0, -0.07, 0, 0.2, -0.3, 0.2, 0, 0, 0
0.064, 399.224, 87.021, -176.803, -135.528, -60.7796, -52.4918, 4.5, -0.6, -1.1, 0, -0.08, 0, 0.2, -0.3, 0.4, 0, 0, 0
0.068, 399.222, 87.022, -176.808, -135.528, -60.7787, -52.4921, 5.4, -0.3, -2, 0, -0.07, 0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.072, 399.224, 87.021, -176.803, -135.528, -60.7796, -52.4918, 7.9, -0.1, -1.6, 0, -0.11, 0.01, 0.3, -0.3, 0.3, 0, 0, 0
0.076, 399.227, 87.021, -176.797, -135.528, -60.7805, -52.4914, 8.8, -0.2, -3.2, 0, -0.08, 0.03, 0.2, -0.3, 0.2, 0, 0, 0
0.08, 399.23, 87.021, -176.79, -135.527, -60.7811, -52.4929, 10.7, 0, -3.9, 0, -0.07, 0.03, 0.3, -0.3, 0.4, 0, 0, 0
0.084, 399.232, 87.02, -176.785, -135.527, -60.7818, -52.4925, 9.8, 0, -4.2, 0, -0.06, 0.03, 0.2, -0.2, 0.2, 0, 0, 0
0.088, 399.234, 87.019, -176.78, -135.527, -60.7827, -52.4922, 9.3, -0.2, -4.2, -0.01, -0.06, 0.03, 0.2, -0.3, 0.4, 0, 0, 0
0.092, 399.236, 87.019, -176.774, -135.527, -60.7836, -52.4918, 9, -0.3, -3, 0, -0.09, 0.02, 0.2, -0.3, 0.2, 0, 0, 0
0.096, 399.238, 87.018, -176.769, -135.527, -60.7843, -52.4915, 8, -0.1, -3.6, -0.01, -0.06, 0.03, 0.2, -0.1, 0.3, 0, 0, 0
0.1, 399.24, 87.018, -176.764, -135.527, -60.7852, -52.4912, 7.5, -0.6, -2.5, -0.01, -0.09, 0.01, 0.3, -0.1, 0.3, 0, 0, 0
0.104, 399.242, 87.017, -176.758, -135.527, -60.7861, -52.4908, 10.2, -0.3, -4.5, -0.01, -0.06, 0.04, 0.3, -0.3, 0.4, 0, 0, 0
0.108, 399.244, 87.017, -176.753, -135.528, -60.7868, -52.4905, 6.1, -0.5, -2.8, -0.02, -0.07, 0.01, 0.3, -0.4, 0.3, 0, 0, 0
0.112, 399.246, 87.016, -176.747, -135.528, -60.7877, -52.4901, 8.5, -0.4, -4.5, -0.02, -0.04, 0.03, 0.2, -0.3, 0.4, 0, 0, 0
0.116, 399.249, 87.015, -176.742, -135.528, -60.7886, -52.4898, 5.5, -0.9, -2.3, -0.02, -0.08, 0, 0.3, -0.3, 0.3, 0, 0, 0
0.12, 399.251, 87.015, -176.736, -135.528, -60.7894, -52.4894, 8.5, -0.4, -3.4, -0.01, -0.07, 0.02, 0.3, -0.2, 0.4, 0, 0, 0
0.124, 399.253, 87.014, -176.731, -135.528, -60.7902, -52.4891, 7.8, -0.4, -3.5, -0.01, -0.07, 0.02, 0.2, -0.3, 0.4, 0, 0, 0
0.128, 399.258, 87.016, -176.733, -135.528, -60.79, -52.4888, 5.4, -0.6, -2.8, -0.02, -0.06, 0.02, 0.2, -0.3, 0.4, 0, 0, 0
0.132, 399.261, 87.016, -176.726, -135.526, -60.7906, -52.4902, 4.6, -0.6, -2.4, -0.03, -0.07, 0.01, 0.2, -0.1, 0.3, 0, 0, 0
0.136, 399.263, 87.016, -176.721, -135.526, -60.7915, -52.4898, 3.8, -0.6, -1, -0.01, -0.11, 0, 0.3, -0.1, 0.3, 0, 0, 0
0.14, 399.268, 87.017, -176.723, -135.525, -60.7913, -52.4896, 5, -0.5, -1.6, -0.01, -0.1, 0.01, 0.2, -0.1, 0.3, 0, 0, 0
0.144, 399.271, 87.017, -176.716, -135.524, -60.7919, -52.491, 6.2, -0.3, -2.4, 0, -0.09, 0.02, 0.1, -0.2, 0.3, 0, 0, 0
0.148, 399.277, 87.019, -176.718, -135.523, -60.7917, -52.4906, 6.8, -0.2, -2.9, -0.01, -0.08, 0.03, 0.2, -0.2, 0.2, 0, 0, 0
0.152, 399.288, 87.023, -176.721, -135.522, -60.7913, -52.49, 3.3, -0.3, -1, -0.01, -0.1, 0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.156, 399.293, 87.025, -176.723, -135.522, -60.7911, -52.4897, 3.6, -0.5, -0.9, -0.01, -0.1, 0.01, 0.3, -0.4, 0.3, 0, 0, 0
0.16, 399.3, 87.027, -176.72, -135.521, -60.7918, -52.489, 3.9, -0.6, -0.4, -0.01, -0.11, 0, 0.2, -0.3, 0.4, 0, 0, 0
